player_id,LossAvg
250365,98.5
260257,56
270917,68
280109,13
280824,40
280965,62
281085,58
290085,41
290307,58
290314,36
290528,91.3333333333333
290757,34
290778,84
290799,109
290826,58
290838,66
291313,56
291533,58.3333333333333
291720,45
291776,32
291783,69.5
291800,9
291849,44
291902,77.3333333333333
291969,47
293801,62
293813,41
293845,50
293871,77
293884,54
293957,82
294036,112.333333333333
294305,120
294318,98.5
294469,55.5
294508,67.5
294592,94
294596,32
294613,93
294674,53.5
294685,38.6666666666667
294859,64
295136,103
295203,62
295222,44
295265,63.6666666666667
295340,77
295342,73.5
295344,81
295461,68.6666666666667
295467,109
295518,67.3333333333333
295584,25
295898,75
296205,77
296225,48.5
296294,63.3333333333333
296324,68
296347,79
296351,47
296355,69.5
296359,102
296422,87
296733,80.5
297255,49.6666666666667
297504,42
297899,42
298111,84
298174,83
298210,88
298264,85.6666666666667
298268,64.3333333333333
298281,66.5
298288,58
298409,45.5
298421,49.5
298539,91.5
298630,41
990291,136
990704,90
990740,62
990827,82
991930,57
991939,26
991988,34
992010,51
992016,117
992049,93
992059,25
992128,45
992330,94
992351,62
992468,64
993107,106
993816,44
993820,62.3333333333333
993832,69.3333333333333
993902,73
993903,68.5
993940,76
993979,47.5
993993,46
993998,121
994385,43.6666666666667
994386,93
994389,90
996554,33
996701,102
996708,96
996731,40
996743,54.5
996765,30
997033,45
997078,72.5
997100,44
997230,60
997316,55
997933,20
998102,82
998103,60.5
998172,77
998180,38
998205,90
998260,52.5
998484,76
998529,26
998659,78
998782,57
999321,59
999326,49
999391,80
1000223,78
1000860,57
1000864,20
1000937,62
1000953,65
1000958,68
1000972,56
1001017,69.5
1001026,26
1001028,77
1001299,98
1001398,73
1001438,45.6666666666667
1002138,56
1002143,35
1002220,54
1002227,56
1002228,48
1002232,86
1002239,93.3333333333333
1002251,60
1002253,74.5
1002264,16
1002267,77
1002282,42
1002403,67.5
1002404,33
1002795,37
1002947,62
1003130,53
1004095,46
1004364,60.5
1004385,41.6666666666667
1004530,21
1004592,101
1004757,52
1004848,42
1004870,73
1004912,123
1004938,92.5
1004965,103
1004985,38.5
1005000,53
1005054,88
1005247,60
1005326,56.5
1005330,77.3333333333333
1005577,77.5
1006028,88
1006058,63
1006094,87.6666666666667
1006096,75
1006103,121.5
1006114,56
1006126,70
1006127,26
1006130,112
1006133,62.5
1006135,24
1006148,58
1006152,82
1006232,58.5
1006550,21
1007099,49.6666666666667
1007102,58
1008083,82
1008089,63
1008091,56.5
1008139,96
1008154,63
1008183,52.6666666666667
1008198,60
1008224,35
1008239,60.5
1008280,92
1008436,86
1008478,61
1008855,11
1008893,53
1009015,34
1009191,87.5
1009226,63.5
1009229,69
1009241,55
1009253,100
1009378,77.6666666666667
1009380,59.5
1009386,61.5
1009399,98.5
1009410,34
1009420,84
1009528,91
1009708,71
1010174,47
1011437,27
1011583,18
1011640,78
1011659,96.5
1011755,60.5
1011936,62.5
1011954,76.5
1011994,62
1012014,79
1012210,92.5
1012817,57
1012819,59.5
1012825,92.6666666666667
1012829,43
1012860,45.5
1013133,62.5
1013197,25
1013201,12
1013220,82
1013224,36
1013229,78.5
1013278,49
1013409,65.5
1013462,80
1013464,81.5
1013511,39
1013973,53.6666666666667
1015507,113
1015781,39.5
1015810,67.5
1015862,68
1015873,74
1015889,98
1016433,43.5
1016825,78.5
1017078,59.5
1017086,64
1017087,62
1017088,46.5
1017114,44
1017122,38
1017124,30
1017126,100
1017255,23.5
1017700,59
1017720,40.3333333333333
1017754,64
1017939,69
1018323,58
1018424,58.5
1018425,33
1019038,45
1019938,29.5
1020250,50
1020339,32
1020371,56
1020586,31
1020594,37
1020650,36
1020668,37.5
1020670,40.6666666666667
1020855,82
1020959,41
1020968,39
1021015,44
1021103,48.5
1021152,28.5
1021353,60.6666666666667
1022371,13
1022383,22
1022452,53
1022915,49
1022999,28.5
1023025,58
1023056,39
1023142,64.6666666666667
1023144,33.5
1023167,58
1023261,60
1023266,57
1023270,72
1023275,63.5
1023346,37
1023486,16.5
1023492,53.6666666666667
1023495,57.3333333333333
1023496,27.3333333333333
1023515,71.5
1023518,102
1023530,47.5
1023537,62.5
1023542,67.5
1023784,53
1023785,63.5
1024173,36.5
1024188,49
1024272,72.5
1024279,56
1024982,35.5
1025034,50.5
1026850,89
1027687,43.5
1027693,43.6666666666667
1027704,75
1027790,59
1027821,55
1027872,40
1027875,97
1027877,61
1027899,41.5
1028491,54
1028495,51.5
1028513,59.5
1028521,55.5
1028525,32
1028529,48.5
1028531,62
1028546,45.5
1028554,47.5
1028563,93
1029416,68.6666666666667
1031829,47
1032108,42.5
1034235,23
1035198,29
1036098,71
1036123,60
