Player,Team,OwnershipTotal,OwnershipTop1000,OwnershipTop100,OwnershipTop10
Jake Melksham,MEL,0.0506753,0,0,0
Andy Moniz-Wakefield,MEL,0.0187278,0,0,0
Harrison Petty,MEL,0.28257,0,0,0
Kysaiah Pickett,MEL,0.213167,0,0,0
Oliver Sestan,MEL,0.036354,0,0,0
Charlie Spargo,MEL,0.566241,0,0,0
Tom Sparrow,MEL,0.294137,0,0,0
Koltyn Tholstrup,MEL,0.0247868,0,0,0
Daniel Turner,MEL,0.120629,0,0,0
Jacob van Rooyen,MEL,0.312314,0,0,0
Will Verrall,MEL,0.0864785,0,0,0
Jack Viney,MEL,0.377311,0,0,0
Caleb Windsor,MEL,0.581114,0,0,0
Taj Woewodin,MEL,1.50924,0,0,0
Jackson Archer,NTH,1.12863,0,0,0
Miller Bergman,NTH,0.208209,0,0,0
Callum Coleman-Jones,NTH,0.104656,0,0,0
Charlie Comben,NTH,0.286976,0,0,0
Aidan Corr,NTH,0.288629,0,0,0
Paul Curtis,NTH,0.560733,0,0,0
Jack Darling,NTH,0.674202,0,0,0
Kallan Dawson,NTH,0.0446163,0,0,0
Wil Dawson,NTH,0.387225,0,0,0
Zane Duursma,NTH,0.589927,0,0,0
Zac Fisher,NTH,0.123383,0,0,0
Eddie Ford,NTH,0.0683015,0,0,0
Brayden George,NTH,0.0308458,0,0,0
Taylor Goad,NTH,0.14817,0,0,0
Josh Goater,NTH,0.123383,0,0,0
Robert Hansen Jr,NTH,0.882411,0,0,0
Riley Hardeman,NTH,0.190583,0,0,0
Cooper Harvey,NTH,0.169101,0,0,0
Nick Larkey,NTH,1.73122,0,0,0
Griffin Logue,NTH,0.634543,0,0,0
Luke McDonald,NTH,0.329389,0,0,0
Colby McKercher,NTH,3.88768,0,0,0
Geordie Payne,NTH,0.171305,0,0,0
Will Phillips,NTH,0.192236,0,0,0
Toby Pink,NTH,0.182321,0,0,0
Bailey Scott,NTH,0.320576,0,0,0
Dylan Stephens,NTH,0.160288,0,0,0
River Stevens,NTH,0.35693,0,0,0
Brynn Teakle,NTH,0.0495737,0,0,0
Darcy Tucker,NTH,0.601494,0,0,0
Luke Urquhart,NTH,0.288629,0,0,0
George Wardlaw,NTH,0.131095,0,0,0
Cameron Zurhaar,NTH,0.577258,0,0,0
Aliir Aliir,PTA,0.797585,0,0,0
Tom Anastasopoulos,PTA,0.0506753,0,0,0
Rory Atkins,PTA,0.253927,0,0,0
Travis Boak,PTA,0.222531,0,0,0
Jase Burgoyne,PTA,0.428537,0,0,0
Ryan Burton,PTA,0.177364,0,0,0
Zak Butters,PTA,0.990372,0,0,0
Darcy Byrne-Jones,PTA,0.350321,0,0,0
Lachlan Charleson,PTA,0.115121,0,0,0
Willem Drew,PTA,0.241809,0,0,0
Mitch Georgiades,PTA,0.359134,0,0,0
Hugh Jackson,PTA,0.124485,0,0,0
Lachie Jones,PTA,0.508956,0,0,0
Ollie Lord,PTA,0.166347,0,0,0
Will Lorenz,PTA,0.348117,0,0,0
Jack Lukosius,PTA,0.347566,0,0,0
Todd Marshall,PTA,0.0396589,0,0,0
Jed McEntee,PTA,0.0793179,0,0,0
Jackson Mead,PTA,0.492432,0,0,0
Christian Moraes,PTA,1.03499,0,0,0
Jacob Moss,PTA,0.541455,0,0,0
Esava Ratugolea,PTA,0.0974949,0,0,0
Joe Richards,PTA,0.449468,0,0,0
Ivan Soldo,PTA,0.115121,0,0,0
Dante Visentini,PTA,0.137705,0,0,0
Xavier Walsh,PTA,0.0655474,0,0,0
Jack Whitlock,PTA,0.225285,0,0,0
Dylan Williams,PTA,0.166347,0,0,0
Brandon Zerk-Thatcher,PTA,0.0815211,0,0,0
Jasper Alger,RIC,0.159187,0,0,0
Noah Balta,RIC,0.172406,0,0,0
Sam Banks,RIC,0.334898,0,0,0
Jacob Bauer,RIC,0.544209,0,0,0
Nathan Broad,RIC,0.331593,0,0,0
Tom Brown,RIC,0.944103,0,0,0
Seth Campbell,RIC,0.343711,0,0,0
Judson Clarke,RIC,0.0848261,0,0,0
Mate Colina,RIC,0.116223,0,0,0
Thomson Dow,RIC,0.359684,0,0,0
Jonty Faull,RIC,0.113469,0,0,0
Liam Fawcett,RIC,0.155882,0,0,0
Josh Gibcus,RIC,0.956772,0,0,0
Campbell Gray,RIC,0.182321,0,0,0
Steely Green,RIC,0.290281,0,0,0
Oliver Hayes-Brown,RIC,0.0969441,0,0,0
Jacob Hopper,RIC,0.324983,0,0,0
Taj Hotton,RIC,0.387776,0,0,0
Jacob Koschitzke,RIC,0.0859277,0,0,0
Mykelti Lefau,RIC,0.0688523,0,0,0
Rhyan Mansell,RIC,0.318373,0,0,0
Kane McAuliffe,RIC,0.126137,0,0,0
Ben Miller,RIC,0.494635,0,0,0
Dion Prestia,RIC,0.0721572,0,0,0
Hugo Ralphsmith,RIC,0.175711,0,0,0
Maurice Rioli,RIC,0.134951,0,0,0
Samson Ryan,RIC,1.02948,0,0,0
Josh Smillie,RIC,3.22174,0,0,0
Kaleb Smith,RIC,2.26772,0,0,0
Tyler Sonsie,RIC,0.245114,0,0,0
Tim Taranto,RIC,0.65933,0,0,0
Nick Vlastuin,RIC,0.615815,0,0,0
Tylar Young,RIC,0.0572851,0,0,0
James Barrat,STK,0.250072,0,0,0
Dan Butler,STK,0.302399,0,0,0
Ryan Byrnes,STK,0.212616,0,0,0
Jack Carroll,STK,0.449468,0,0,0
Hunter Clark,STK,0.146518,0,0,0
Lance Collard,STK,0.137705,0,0,0
Zaine Cordy,STK,0.228039,0,0,0
Paddy Dow,STK,0.0925375,0,0,0
Liam Henry,STK,0.0418622,0,0,0
Jack Higgins,STK,0.428537,0,0,0
Bradley Hill,STK,0.886267,0,0,0
Dougal Howard,STK,0.0413114,0,0,0
Zak Jones,STK,0.339304,0,0,0
Max King,STK,0.170203,0,0,0
Angus McLennan,STK,0.228039,0,0,0
Mitch Owens,STK,0.134951,0,0,0
Mattaes Phillipou,STK,0.8411,0,0,0
Patrick Said,STK,0.261639,0,0,0
Cooper Sharman,STK,0.0688523,0,0,0
Liam Stocker,STK,0.259986,0,0,0
Alixzander Tauru,STK,0.549166,0,0,0
Jimmy Webster,STK,0.172957,0,0,0
Callum Wilkie,STK,0.603697,0,0,0
Mason Wood,STK,0.30295,0,0,0
Taylor Adams,SYD,0.248419,0,0,0
Joel Amartey,SYD,1.05812,0,0,0
Riak Andrew,SYD,0.156983,0,0,0
Ned Bowman,SYD,0.1008,0,0,0
Jack Buller,SYD,0.0451671,0,0,0
Caiden Cleary,SYD,0.228039,0,0,0
Harry Cunningham,SYD,0.136603,0,0,0
William Edwards,SYD,0.0523278,0,0,0
Oliver Florent,SYD,0.345363,0,0,0
Robbie Fox,SYD,0.207659,0,0,0
Aaron Francis,SYD,0.176813,0,0,0
William Green,SYD,0.143213,0,0,0
Brodie Grundy,SYD,0.744707,0,0,0
Errol Gulden,SYD,0.509507,0,0,0
Will Hayward,SYD,0.384471,0,0,0
James Jordon,SYD,0.750766,0,0,0
Indhi Kirk,SYD,0.143764,0,0,0
Peter Ladhams,SYD,0.608104,0,0,0
Blake Leidler,SYD,0.722123,0,0,0
Jake Lloyd,SYD,0.882962,0,0,0
Logan McDonald,SYD,0.0567343,0,0,0
Justin McInerney,SYD,0.0804195,0,0,0
Hayden McLean,SYD,0.0919867,0,0,0
Lewis Melican,SYD,0.800339,0,0,0
Callum Mills,SYD,1.91795,0,0,0
Caleb Mitchell,SYD,0.374557,0,0,0
Tom Papley,SYD,0.604248,0,0,0
Dane Rampe,SYD,1.76813,0,0,0
James Rowbottom,SYD,0.233547,0,0,0
Patrick Snell,SYD,0.0771146,0,0,0
Oskar Baker,WBD,0.164695,0,0,0
Marcus Bontempelli,WBD,2.22531,0,0,0
Lachlan Bramble,WBD,0.265495,0,0,0
Nick Coffield,WBD,0.22859,0,0,0
Jordan Croft,WBD,0.160839,0,0,0
Taylor Duryea,WBD,0.633441,0,0,0
Harvey Gallagher,WBD,0.597638,0,0,0
Riley Garcia,WBD,0.0765638,0,0,0
Ryan Gardner,WBD,0.584418,0,0,0
James Harmes,WBD,0.172406,0,0,0
Cooper Hynes,WBD,0.364642,0,0,0
Lachie Jaques,WBD,0.145967,0,0,0
Jason Johannisen,WBD,0.0347016,0,0,0
Arthur Jones,WBD,0.425232,0,0,0
Liam Jones,WBD,0.0996981,0,0,0
Buku Khamis,WBD,0.492432,0,0,0
Rory Lobb,WBD,0.94245,0,0,0
Lachlan McNeil,WBD,0.201049,0,0,0
Aaron Naughton,WBD,0.686871,0,0,0
James O'Donnell,WBD,0.343711,0,0,0
Caleb Poulter,WBD,0.176262,0,0,0
Anthony Scott,WBD,0.185075,0,0,0
Lachlan Smith,WBD,0.196091,0,0,0
Adam Treloar,WBD,0.165796,0,0,0
Jamarra Ugle-Hagan,WBD,0.144865,0,0,0
Cody Weightman,WBD,0.152026,0,0,0
Rhylee West,WBD,0.120629,0,0,0
Bailey Williams,WBD,0.174059,0,0,0
Oscar Allen,WCE,0.712208,0,0,0
Tyler Brockman,WCE,0.112918,0,0,0
Campbell Chesser,WCE,0.158636,0,0,0
Tom Cole,WCE,0.187829,0,0,0
Jamie Cripps,WCE,0.191685,0,0,0
Liam Duggan,WCE,0.358583,0,0,0
Harry Edwards,WCE,0.149823,0,0,0
Reuben Ginbey,WCE,0.61251,0,0,0
Lucca Grego,WCE,0.163042,0,0,0
Clay Hall,WCE,1.0427,0,0,0
Brady Hough,WCE,0.403199,0,0,0
Jayden Hunt,WCE,0.392734,0,0,0
Jack Hutchinson,WCE,0.478661,0,0,0
Callum Jamieson,WCE,0.0347016,0,0,0
Harvey Johnston,WCE,0.775002,0,0,0
Tim Kelly,WCE,0.274858,0,0,0
Noah Long,WCE,0.116223,0,0,0
Matthew Owies,WCE,0.909952,0,0,0
Jack Petruccelle,WCE,0.0743605,0,0,0
Loch Rawlinson,WCE,0.0771146,0,0,0
Harley Reid,WCE,4.50074,0,0,0
Liam Ryan,WCE,0.159737,0,0,0
Jobe Shanahan,WCE,0.426884,0,0,0
Dom Sheed,WCE,0.106859,0,0,0
Jake Waterman,WCE,0.609205,0,0,0
Bailey J. Williams,WCE,0.672549,0,0,0
Jack Williams,WCE,0.082072,0,0,0
Elliot Yeo,WCE,0.0506753,0,0,0
Francis Evans,CAR,0.144865,0,0,0
Lachlan McAndrew,ADE,0.191134,0,0,0
Jai Culley,MEL,0.32333,0,0,0
