playerId,Season,roundNumber,matchId,name,TOG,AF,CBA,KI,teamName,CBA_PERC,KI_PERC,SC,TeamCBA,TeamKI,CBA_PERC_chg,KI_PERC_chg
CD_I1021103,2025,2,CD_M20250140205,Mitch Knevitt,78,80,20,0,Geelong Cats,62,0,58,32,7,6,0
CD_I1021152,2025,2,CD_M20250140204,Jacob Bauer,90,35,2,0,Richmond,6,0,34,34,14,-6,0
CD_I1021353,2025,2,CD_M20250140201,Lachlan Cowan,84,37,0,0,Carlton,0,0,46,23,8,0,0
CD_I1022452,2025,2,CD_M20250140201,Lucas Camporeale,67,30,0,0,Carlton,0,0,52,23,8,0,0
CD_I1022607,2025,2,CD_M20250140203,Sid Draper,28,38,13,0,Adelaide Crows,30,0,20,43,10,4,0
CD_I1023025,2025,2,CD_M20250140206,Reuben Ginbey,89,58,4,0,West Coast Eagles,14,0,58,29,10,14,0
CD_I1023056,2025,2,CD_M20250140204,Steely Green,82,36,0,0,Richmond,0,0,41,34,14,0,0
CD_I1023142,2025,2,CD_M20250140206,Tyrell Dewar,82,89,0,0,West Coast Eagles,0,0,84,29,10,0,-25
CD_I1023144,2025,2,CD_M20250140207,Robert Hansen Jr,73,50,0,0,North Melbourne,0,0,55,31,12,0,0
CD_I1023167,2025,2,CD_M20250140206,Brady Hough,87,71,0,0,West Coast Eagles,0,0,63,29,10,0,0
CD_I1023261,2025,2,CD_M20250140202,Nick Daicos,84,136,22,0,Collingwood,92,0,125,24,10,24,0
CD_I1023270,2025,2,CD_M20250140205,Marcus Windhager,84,113,26,0,St Kilda,81,0,104,32,12,55,0
CD_I1023275,2025,2,CD_M20250140204,Seth Campbell,89,58,0,0,Richmond,0,0,89,34,14,0,0
CD_I1023473,2025,2,CD_M20250140201,Nick Watson,79,77,0,0,Hawthorn,0,0,79,23,12,0,0
CD_I1023482,2025,2,CD_M20250140201,Cam Mackenzie,65,82,7,0,Hawthorn,30,0,82,23,12,-40,0
CD_I1023486,2025,2,CD_M20250140207,Matthew Jefferson,22,0,0,0,Melbourne,0,0,0,31,11,0,0
CD_I1023492,2025,2,CD_M20250140206,Harley Reid,79,56,21,0,West Coast Eagles,72,0,59,29,10,4,0
CD_I1023495,2025,2,CD_M20250140201,Oliver Hollands,91,48,0,0,Carlton,0,0,50,23,8,0,-25
CD_I1023496,2025,2,CD_M20250140206,Noah Long,78,29,0,0,West Coast Eagles,0,0,43,29,10,0,0
CD_I1023515,2025,2,CD_M20250140203,Archie Roberts,81,68,0,2,Essendon,0,18,52,43,11,0,18
CD_I1023517,2025,2,CD_M20250140206,Will Ashcroft,79,90,15,0,Brisbane Lions,52,0,104,29,9,2,0
CD_I1023518,2025,2,CD_M20250140207,Harry Sheezel,89,102,17,0,North Melbourne,55,0,81,31,12,3,0
CD_I1023530,2025,2,CD_M20250140207,Jacob Konstanty,55,34,0,0,North Melbourne,0,0,36,31,12,0,0
CD_I1023537,2025,2,CD_M20250140205,Jhye Clark,66,63,11,0,Geelong Cats,34,0,66,32,7,16,0
CD_I1023708,2025,2,CD_M20250140206,Jaspa Fletcher,81,85,0,3,Brisbane Lions,0,33,94,29,9,0,22
CD_I1023784,2025,2,CD_M20250140205,Anthony Caminiti,100,83,0,0,St Kilda,0,0,78,32,12,0,0
CD_I1023785,2025,2,CD_M20250140203,Elijah Tsatas,63,71,23,0,Essendon,53,0,78,43,11,-8,0
CD_I1024023,2025,2,CD_M20250140203,Daniel Curtin,76,73,0,0,Adelaide Crows,0,0,82,43,10,0,0
CD_I1024272,2025,2,CD_M20250140207,Colby McKercher,77,60,0,0,North Melbourne,0,0,56,31,12,0,0
CD_I1024982,2025,2,CD_M20250140205,Oisin Mullin,78,19,0,0,Geelong Cats,0,0,22,32,7,-3,0
CD_I1025034,2025,2,CD_M20250140205,Oliver Dempsey,86,55,0,0,Geelong Cats,0,0,55,32,7,0,0
CD_I1027687,2025,2,CD_M20250140208,Tom Hanily,66,25,0,0,Sydney Swans,0,0,38,22,11,0,0
CD_I1027693,2025,2,CD_M20250140206,Archer Reid,66,35,10,0,West Coast Eagles,34,0,9,29,10,2,0
CD_I1027704,2025,2,CD_M20250140202,Joel Freijah,80,75,8,0,Footscray,33,0,100,24,16,-3,-8
CD_I1027790,2025,2,CD_M20250140205,Hugo Garcia,29,27,7,0,St Kilda,22,0,25,32,12,-15,0
CD_I1027875,2025,2,CD_M20250140205,Darcy Wilson,90,60,0,0,St Kilda,0,0,50,32,12,0,0
CD_I1027877,2025,2,CD_M20250140205,Connor O'Sullivan,93,75,0,0,Geelong Cats,0,0,88,32,7,0,0
CD_I1027899,2025,2,CD_M20250140203,Nate Caddy,54,26,0,0,Essendon,0,0,25,43,11,0,0
CD_I1027935,2025,2,CD_M20250140201,Josh Weddle,86,61,0,0,Hawthorn,0,0,54,23,12,0,0
CD_I1028019,2025,2,CD_M20250140206,Logan Morris,80,61,0,0,Brisbane Lions,0,0,69,29,9,0,0
CD_I1028491,2025,2,CD_M20250140204,Sam Lalor,81,62,16,0,Richmond,47,0,39,34,14,39,0
CD_I1028495,2025,2,CD_M20250140207,Finn O'Sullivan,79,33,0,2,North Melbourne,0,17,42,31,12,0,17
CD_I1028513,2025,2,CD_M20250140208,Murphy Reid,68,50,0,0,Fremantle,0,0,75,22,13,0,0
CD_I1028521,2025,2,CD_M20250140204,Luke Trainor,82,33,0,0,Richmond,0,0,24,34,14,0,-7
CD_I1028525,2025,2,CD_M20250140204,Harry Armstrong,76,60,0,0,Richmond,0,0,49,34,14,0,0
CD_I1028529,2025,2,CD_M20250140204,Joe Berry,77,49,0,0,Port Adelaide,0,0,56,34,14,-3,0
CD_I1028531,2025,2,CD_M20250140207,Xavier Lindsay,80,80,0,0,Melbourne,0,0,78,31,11,0,0
CD_I1028554,2025,2,CD_M20250140203,Isaac Kako,78,44,0,0,Essendon,0,0,34,43,11,0,0
CD_I1028560,2025,2,CD_M20250140206,Levi Ashcroft,78,74,0,0,Brisbane Lions,0,0,72,29,9,0,0
CD_I1029416,2025,2,CD_M20250140206,Ryan Maric,85,74,0,5,West Coast Eagles,0,50,72,29,10,0,31
CD_I1031829,2025,2,CD_M20250140204,James Trezise,90,25,0,0,Richmond,0,0,36,34,14,0,0
CD_I1032108,2025,2,CD_M20250140201,Cooper Lord,13,15,0,0,Carlton,0,0,8,23,8,-29,0
CD_I1034235,2025,2,CD_M20250140202,Josh Dolan,65,23,0,0,Footscray,0,0,17,24,16,0,0
CD_I1035198,2025,2,CD_M20250140205,Liam O'Connell,72,38,0,0,St Kilda,0,0,42,32,12,0,0
CD_I1036123,2025,2,CD_M20250140202,Sam Davidson,77,60,0,0,Footscray,0,0,72,24,16,0,0
CD_I250365,2025,2,CD_M20250140204,Travis Boak,80,81,4,0,Port Adelaide,12,0,78,34,14,-4,0
CD_I260257,2025,2,CD_M20250140202,Scott Pendlebury,77,68,12,0,Collingwood,50,0,86,24,10,21,0
CD_I261224,2025,2,CD_M20250140206,Dayne Zorko,88,126,0,3,Brisbane Lions,0,33,136,29,9,0,-11
CD_I270917,2025,2,CD_M20250140205,Patrick Dangerfield,78,52,16,0,Geelong Cats,50,0,74,32,7,29,0
CD_I280506,2025,2,CD_M20250140203,Taylor Walker,76,82,0,0,Adelaide Crows,0,0,105,43,10,0,0
CD_I280965,2025,2,CD_M20250140202,Steele Sidebottom,83,84,14,0,Collingwood,58,0,107,24,10,-7,0
CD_I290085,2025,2,CD_M20250140202,Taylor Duryea,76,41,0,0,Footscray,0,0,46,24,16,0,0
CD_I290307,2025,2,CD_M20250140208,Dane Rampe,81,79,0,0,Sydney Swans,0,0,63,22,11,0,-7
CD_I290528,2025,2,CD_M20250140207,Max Gawn,84,63,27,0,Melbourne,87,0,67,31,11,-5,0
CD_I290757,2025,2,CD_M20250140205,Jimmy Webster,78,49,0,1,St Kilda,0,8,51,32,12,0,-4
CD_I290778,2025,2,CD_M20250140207,Luke Parker,77,75,19,0,North Melbourne,61,0,79,31,12,3,0
CD_I290799,2025,2,CD_M20250140202,Tom Liberatore,82,109,19,0,Footscray,79,0,142,24,16,0,0
CD_I290826,2025,2,CD_M20250140206,Jamie Cripps,90,55,0,0,West Coast Eagles,0,0,55,29,10,0,0
CD_I290838,2025,2,CD_M20250140207,Jack Darling,84,72,5,0,North Melbourne,16,0,78,31,12,4,0
CD_I291313,2025,2,CD_M20250140202,Jeremy Howe,100,75,0,5,Collingwood,0,50,112,24,10,0,17
CD_I291533,2025,2,CD_M20250140207,Tom McDonald,100,43,0,0,Melbourne,0,0,60,31,11,0,0
CD_I291548,2025,2,CD_M20250140206,Ryan Lester,78,94,0,0,Brisbane Lions,0,0,98,29,9,0,-11
CD_I291783,2025,2,CD_M20250140203,Dylan Shiel,77,61,0,1,Essendon,0,9,60,43,11,0,-3
CD_I291800,2025,2,CD_M20250140205,Tom Stewart,18,9,0,0,Geelong Cats,0,0,9,32,7,-50,-22
CD_I291902,2025,2,CD_M20250140207,Jack Viney,77,80,20,0,Melbourne,65,0,79,31,11,-4,0
CD_I293222,2025,2,CD_M20250140203,Rory Laird,81,83,0,1,Adelaide Crows,0,10,89,43,10,0,10
CD_I293535,2025,2,CD_M20250140206,Lachie Neale,85,117,23,0,Brisbane Lions,79,0,133,29,9,4,0
CD_I293801,2025,2,CD_M20250140202,Jamie Elliott,93,66,0,0,Collingwood,0,0,85,24,10,0,0
CD_I293845,2025,2,CD_M20250140205,Jeremy Cameron,89,61,0,0,Geelong Cats,0,0,62,32,7,0,0
