playerId,Season,roundNumber,matchId,name,TOG,AF,CBA,KI,teamName,CBA_PERC,KI_PERC,SC,TeamCBA,TeamKI,CBA_PERC_chg,KI_PERC_chg
CD_I293871,2025,2,CD_M20250140202,Jack Crisp,83,75,0,0,Collingwood,0,0,78,24,10,-3,0
CD_I293957,2025,2,CD_M20250140208,Brodie Grundy,64,82,15,0,Sydney Swans,68,0,86,22,11,-18,0
CD_I294036,2025,2,CD_M20250140201,George Hewett,81,120,16,0,Carlton,70,0,123,23,8,8,0
CD_I294318,2025,2,CD_M20250140204,Ollie Wines,75,98,22,0,Port Adelaide,65,0,104,34,14,4,0
CD_I294469,2025,2,CD_M20250140204,Aliir Aliir,100,71,0,0,Port Adelaide,0,0,77,34,14,0,0
CD_I294508,2025,2,CD_M20250140207,Aidan Corr,87,63,0,1,North Melbourne,0,8,71,31,12,0,-28
CD_I294592,2025,2,CD_M20250140204,Kamdyn McIntosh,85,88,6,0,Richmond,18,0,84,34,14,-65,0
CD_I294596,2025,2,CD_M20250140202,Tim Membrey,81,39,0,0,Collingwood,0,0,42,24,10,0,0
CD_I294613,2025,2,CD_M20250140208,Jaeger O'Meara,88,87,17,0,Fremantle,77,0,107,22,13,53,0
CD_I294674,2025,2,CD_M20250140204,Nick Vlastuin,79,53,0,3,Richmond,0,21,58,34,14,0,-12
CD_I294685,2025,2,CD_M20250140201,Zac Williams,65,47,3,0,Carlton,13,0,59,23,8,1,0
CD_I294859,2025,2,CD_M20250140206,Jeremy McGovern,91,64,0,5,West Coast Eagles,0,50,97,29,10,0,12
CD_I295136,2025,2,CD_M20250140207,Caleb Daniel,83,114,0,8,North Melbourne,0,67,116,31,12,0,3
CD_I295203,2025,2,CD_M20250140204,Nathan Broad,87,46,0,0,Richmond,0,0,37,34,14,0,0
CD_I295222,2025,2,CD_M20250140208,Joel Hamling,87,51,0,0,Sydney Swans,0,0,69,22,11,0,0
CD_I295265,2025,2,CD_M20250140201,Nick Haynes,73,35,0,0,Carlton,0,0,49,23,8,0,0
CD_I295340,2025,2,CD_M20250140205,Mason Wood,95,121,0,0,St Kilda,0,0,98,32,12,0,0
CD_I295342,2025,2,CD_M20250140208,Jake Lloyd,90,99,0,1,Sydney Swans,0,9,84,22,11,0,9
CD_I295461,2025,2,CD_M20250140201,Adam Saad,84,55,0,4,Carlton,0,50,47,23,8,0,0
CD_I295467,2025,2,CD_M20250140205,Jack Macrae,87,153,25,0,St Kilda,78,0,162,32,12,-2,0
CD_I295518,2025,2,CD_M20250140201,Sam Docherty,86,70,0,0,Carlton,0,0,73,23,8,-17,0
CD_I295584,2025,2,CD_M20250140205,Bradley Hill,91,49,0,0,St Kilda,0,0,52,32,12,0,0
CD_I295898,2025,2,CD_M20250140206,Tim Kelly,78,102,22,0,West Coast Eagles,76,0,114,29,10,8,0
CD_I296205,2025,2,CD_M20250140205,Jack Steele,80,114,25,0,St Kilda,78,0,106,32,12,-8,0
CD_I296225,2025,2,CD_M20250140204,Willie Rioli,92,89,8,0,Port Adelaide,24,0,119,34,14,24,0
CD_I296254,2025,2,CD_M20250140201,Jarman Impey,79,65,0,0,Hawthorn,0,0,93,23,12,0,0
CD_I296294,2025,2,CD_M20250140201,Blake Acres,84,34,0,0,Carlton,0,0,29,23,8,0,0
CD_I296355,2025,2,CD_M20250140207,Luke McDonald,83,57,0,1,North Melbourne,0,8,71,31,12,0,8
CD_I296359,2025,2,CD_M20250140207,Christian Salem,89,97,0,5,Melbourne,0,45,110,31,11,0,0
CD_I296420,2025,2,CD_M20250140203,Alex Neal-Bullen,84,85,0,0,Adelaide Crows,0,0,78,43,10,0,0
CD_I296422,2025,2,CD_M20250140205,Callum Wilkie,100,93,0,0,St Kilda,0,0,105,32,12,0,-12
CD_I296733,2025,2,CD_M20250140205,Mark Blicavs,82,84,10,0,Geelong Cats,31,0,89,32,7,13,0
CD_I297255,2025,2,CD_M20250140201,Mitch McGovern,80,48,0,4,Carlton,0,50,59,23,8,0,25
CD_I297354,2025,2,CD_M20250140201,Karl Amon,84,91,0,3,Hawthorn,0,25,106,23,12,0,-6
CD_I297401,2025,2,CD_M20250140203,Matt Crouch,73,131,28,0,Adelaide Crows,65,0,143,43,10,-15,0
CD_I297504,2025,2,CD_M20250140202,Daniel McStay,84,63,0,0,Collingwood,0,0,50,24,10,-16,0
CD_I297523,2025,2,CD_M20250140203,Reilly O'Brien,86,74,36,0,Adelaide Crows,84,0,77,43,10,-7,0
CD_I297566,2025,2,CD_M20250140201,James Sicily,95,81,0,4,Hawthorn,0,33,99,23,12,0,-5
CD_I297899,2025,2,CD_M20250140202,James Harmes,87,42,2,0,Footscray,8,0,50,24,16,5,0
CD_I298174,2025,2,CD_M20250140204,Toby Nankervis,83,69,26,0,Richmond,76,0,67,34,14,-3,0
CD_I298210,2025,2,CD_M20250140207,Christian Petracca,86,89,15,0,Melbourne,48,0,78,31,11,-33,0
CD_I298264,2025,2,CD_M20250140207,Ed Langdon,83,66,14,0,Melbourne,45,0,71,31,11,41,0
CD_I298268,2025,2,CD_M20250140206,Liam Duggan,83,68,0,0,West Coast Eagles,0,0,75,29,10,-42,0
CD_I298281,2025,2,CD_M20250140207,Jake Lever,79,40,0,0,Melbourne,0,0,48,31,11,0,0
CD_I298288,2025,2,CD_M20250140202,Darcy Moore,97,61,0,2,Collingwood,0,20,90,24,10,0,20
CD_I298409,2025,2,CD_M20250140208,Alex Pearce,93,43,0,0,Fremantle,0,0,78,22,13,0,0
CD_I298421,2025,2,CD_M20250140203,Jade Gresham,82,55,0,0,Essendon,0,0,61,43,11,0,0
CD_I298437,2025,2,CD_M20250140206,Callum Ah Chee,76,85,0,0,Brisbane Lions,0,0,92,29,9,0,0
CD_I298539,2025,2,CD_M20250140208,Isaac Heeney,87,79,17,0,Sydney Swans,77,0,78,22,11,-5,0
CD_I990290,2025,2,CD_M20250140201,Tom Barrass,89,47,0,0,Hawthorn,0,0,52,23,12,0,0
CD_I990291,2025,2,CD_M20250140202,Darcy Cameron,84,100,19,0,Collingwood,79,0,112,24,10,-2,0
CD_I990704,2025,2,CD_M20250140201,Patrick Cripps,82,88,19,0,Carlton,83,0,108,23,8,4,0
CD_I990740,2025,2,CD_M20250140202,Rory Lobb,100,62,0,0,Footscray,0,0,69,24,16,0,0
CD_I990882,2025,2,CD_M20250140203,Wayne Milera,79,78,0,1,Adelaide Crows,0,10,86,43,10,0,2
CD_I991930,2025,2,CD_M20250140204,Darcy Byrne-Jones,82,78,0,0,Port Adelaide,0,0,127,34,14,0,0
CD_I991988,2025,2,CD_M20250140205,Zak Jones,86,111,2,0,St Kilda,6,0,111,32,12,-14,0
CD_I992010,2025,2,CD_M20250140202,Brayden Maynard,78,55,0,0,Collingwood,0,0,69,24,10,0,0
CD_I992016,2025,2,CD_M20250140203,Zach Merrett,87,138,26,0,Essendon,60,0,145,43,11,5,0
CD_I992049,2025,2,CD_M20250140204,Jayden Short,80,85,0,1,Richmond,0,7,71,34,14,0,-40
CD_I992128,2025,2,CD_M20250140204,Ryan Burton,76,67,0,1,Port Adelaide,0,7,78,34,14,0,-13
CD_I992242,2025,2,CD_M20250140203,Jordan Dawson,79,134,30,0,Adelaide Crows,70,0,124,43,10,10,0
CD_I992330,2025,2,CD_M20250140204,Jordon Sweet,85,75,28,0,Port Adelaide,82,0,100,34,14,-2,0
CD_I992351,2025,2,CD_M20250140202,Bailey Williams,83,62,0,0,Footscray,0,0,73,24,16,0,0
CD_I992468,2025,2,CD_M20250140205,Rowan Marshall,82,142,26,0,St Kilda,81,0,121,32,12,67,0
CD_I993794,2025,2,CD_M20250140201,Blake Hardwick,91,76,0,2,Hawthorn,0,17,92,23,12,0,9
CD_I993816,2025,2,CD_M20250140207,Darcy Tucker,82,62,0,0,North Melbourne,0,0,60,31,12,0,0
CD_I993820,2025,2,CD_M20250140206,Tom Cole,83,49,0,0,West Coast Eagles,0,0,39,29,10,0,0
CD_I993832,2025,2,CD_M20250140201,Jacob Weitering,100,59,0,0,Carlton,0,0,82,23,8,0,0
CD_I993834,2025,2,CD_M20250140206,Josh Dunkley,81,111,25,0,Brisbane Lions,86,0,117,29,9,7,0
CD_I993903,2025,2,CD_M20250140204,Jacob Hopper,77,54,26,0,Richmond,76,0,58,34,14,-7,0
CD_I993940,2025,2,CD_M20250140208,Corey Wagner,85,81,0,2,Fremantle,0,15,81,22,13,0,4
CD_I993946,2025,2,CD_M20250140203,Ben Keays,81,132,0,0,Adelaide Crows,0,0,135,43,10,0,0
CD_I993953,2025,2,CD_M20250140206,Eric Hipwood,83,83,0,0,Brisbane Lions,0,0,83,29,9,0,0
CD_I993979,2025,2,CD_M20250140204,Sam Powell-Pepper,79,90,0,0,Port Adelaide,0,0,83,34,14,0,0
CD_I993998,2025,2,CD_M20250140207,Jy Simpkin,82,81,8,0,North Melbourne,26,0,102,31,12,-4,0
CD_I994077,2025,2,CD_M20250140201,Mabior Chol,86,57,2,0,Hawthorn,9,0,64,23,12,0,0
CD_I994295,2025,2,CD_M20250140202,Dan Houston,80,60,0,2,Collingwood,0,20,81,24,10,0,-13
CD_I994385,2025,2,CD_M20250140206,Jayden Hunt,82,52,0,0,West Coast Eagles,0,0,50,29,10,0,0
CD_I994386,2025,2,CD_M20250140205,Tom Atkins,80,98,21,0,Geelong Cats,66,0,96,32,7,1,0
CD_I994389,2025,2,CD_M20250140205,Jack Sinclair,80,114,0,4,St Kilda,0,33,145,32,12,-23,8
CD_I996059,2025,2,CD_M20250140206,Harris Andrews,92,93,0,0,Brisbane Lions,0,0,105,29,9,0,0
CD_I996701,2025,2,CD_M20250140207,Clayton Oliver,82,114,22,0,Melbourne,71,0,130,31,11,-2,0
CD_I996708,2025,2,CD_M20250140202,Bailey Dale,81,96,0,9,Footscray,0,56,141,24,16,0,10
CD_I996765,2025,2,CD_M20250140208,Tom Papley,84,69,1,0,Sydney Swans,5,0,69,22,11,-6,0
CD_I997033,2025,2,CD_M20250140208,Brennan Cox,84,55,0,0,Fremantle,0,0,69,22,13,0,-11
CD_I997078,2025,2,CD_M20250140203,Mason Redman,83,63,0,5,Essendon,0,45,65,43,11,-27,-5
CD_I997100,2025,2,CD_M20250140208,Will Hayward,79,44,0,0,Sydney Swans,0,0,39,22,11,0,0
CD_I997230,2025,2,CD_M20250140205,Tyson Stengle,84,80,0,0,Geelong Cats,0,0,81,32,7,0,0
CD_I997846,2025,2,CD_M20250140206,Conor McKenna,32,25,0,0,Brisbane Lions,0,0,29,29,9,0,0
CD_I998102,2025,2,CD_M20250140203,Andrew McGrath,80,58,1,0,Essendon,2,0,66,43,11,2,-12
CD_I998103,2025,2,CD_M20250140208,Oliver Florent,79,45,0,0,Sydney Swans,0,0,54,22,11,0,0
CD_I998133,2025,2,CD_M20250140206,Jarrod Berry,79,118,0,0,Brisbane Lions,0,0,94,29,9,0,0
CD_I998134,2025,2,CD_M20250140201,Josh Battle,98,75,0,2,Hawthorn,0,17,108,23,12,0,-6
CD_I998172,2025,2,CD_M20250140204,Tim Taranto,90,70,28,0,Richmond,82,0,70,34,14,-1,0
CD_I998180,2025,2,CD_M20250140208,Bailey Banfield,79,33,0,0,Fremantle,0,0,34,22,13,-3,0
CD_I998205,2025,2,CD_M20250140202,Harry Perryman,79,43,0,0,Collingwood,0,0,57,24,10,-42,0
CD_I998260,2025,2,CD_M20250140205,Jack Bowes,78,41,9,1,Geelong Cats,28,14,48,32,7,28,14
CD_I998484,2025,2,CD_M20250140207,Cameron Zurhaar,82,86,0,0,North Melbourne,0,0,86,31,12,0,0
CD_I998659,2025,2,CD_M20250140208,Luke Ryan,91,90,0,6,Fremantle,0,46,95,22,13,0,-10
CD_I999321,2025,2,CD_M20250140208,Michael Frederick,83,42,0,0,Fremantle,0,0,42,22,13,0,0
CD_I999326,2025,2,CD_M20250140205,Brad Close,80,39,0,0,Geelong Cats,0,0,57,32,7,0,0
CD_I999331,2025,2,CD_M20250140203,Darcy Fogarty,80,82,0,0,Adelaide Crows,0,0,72,43,10,0,0
CD_I999391,2025,2,CD_M20250140207,Tom Sparrow,81,76,15,0,Melbourne,48,0,68,31,11,13,0
