Player,Team,OwnershipTotal,OwnershipTop1000,OwnershipTop100,OwnershipTop10
Connor Macdonald,HAW,0.543628,0,0,0
Finn Maginness,HAW,1.12001,0,0,0
William McCabe,HAW,0.175271,0,0,0
Seamus Mitchell,HAW,0.338475,0,0,0
Harry Morrison,HAW,0.420651,0,0,0
Noah Mraz,HAW,0.146538,0,0,0
Max Ramsden,HAW,0.264344,0,0,0
Ned Reeves,HAW,0.600519,0,0,0
Bodie Ryan,HAW,0.0856243,0,0,0
Jasper Scaife,HAW,0.0971175,0,0,0
Jai Serong,HAW,0.756252,0,0,0
Josh Ward,HAW,0.445936,0,0,0
Nick Watson,HAW,1.45849,0,0,0
James Worpel,HAW,0.256873,0,0,0
Jack Billings,MEL,0.325832,0,0,0
Kynan Brown,MEL,0.358013,0,0,0
Tom Campbell,MEL,0.851646,0,0,0
Kade Chandler,MEL,0.162054,0,0,0
Bayley Fritsch,MEL,0.940143,0,0,0
Tom Fullarton,MEL,0.0729818,0,0,0
Marty Hore,MEL,0.0430995,0,0,0
Blake Howes,MEL,0.172398,0,0,0
Luker Kentfield,MEL,0.0189638,0,0,0
Ed Langdon,MEL,0.210325,0,0,0
Bailey Laurie,MEL,1.23782,0,0,0
Steven May,MEL,1.143,0,0,0
Shane McAdam,MEL,0.0425248,0,0,0
Tom McDonald,MEL,0.123552,0,0,0
Judd McVee,MEL,0.0936695,0,0,0
Jake Melksham,MEL,0.0511447,0,0,0
Andy Moniz-Wakefield,MEL,0.0206878,0,0,0
Harrison Petty,MEL,0.184466,0,0,0
Kysaiah Pickett,MEL,0.238484,0,0,0
Oliver Sestan,MEL,0.0356289,0,0,0
Charlie Spargo,MEL,0.541904,0,0,0
Tom Sparrow,MEL,0.266642,0,0,0
Koltyn Tholstrup,MEL,0.0293077,0,0,0
Daniel Turner,MEL,0.126425,0,0,0
Jacob van Rooyen,MEL,0.349968,0,0,0
Will Verrall,MEL,0.086199,0,0,0
Jack Viney,MEL,0.405135,0,0,0
Caleb Windsor,MEL,0.812569,0,0,0
Jackson Archer,NTH,2.2044,0,0,0
Callum Coleman-Jones,NTH,0.106887,0,0,0
Charlie Comben,NTH,0.240782,0,0,0
Aidan Corr,NTH,0.15286,0,0,0
Paul Curtis,NTH,0.240782,0,0,0
Kallan Dawson,NTH,0.0505701,0,0,0
Wil Dawson,NTH,0.444212,0,0,0
Zane Duursma,NTH,0.673501,0,0,0
Zac Fisher,NTH,0.147113,0,0,0
Eddie Ford,NTH,0.0793031,0,0,0
Brayden George,NTH,0.0310316,0,0,0
Taylor Goad,NTH,0.148262,0,0,0
Josh Goater,NTH,0.132172,0,0,0
Riley Hardeman,NTH,0.214923,0,0,0
Cooper Harvey,NTH,0.18504,0,0,0
Luke McDonald,NTH,0.288479,0,0,0
Geordie Payne,NTH,0.176995,0,0,0
Will Phillips,NTH,0.224692,0,0,0
Toby Pink,NTH,0.164927,0,0,0
Dylan Stephens,NTH,0.170674,0,0,0
Brynn Teakle,NTH,0.05919,0,0,0
Darcy Tucker,NTH,0.871759,0,0,0
Luke Urquhart,NTH,0.302846,0,0,0
George Wardlaw,NTH,0.14309,0,0,0
Cameron Zurhaar,NTH,0.528687,0,0,0
Aliir Aliir,PTA,0.747058,0,0,0
Tom Anastasopoulos,PTA,0.0528687,0,0,0
Rory Atkins,PTA,0.321235,0,0,0
Ryan Burton,PTA,0.216072,0,0,0
Zak Butters,PTA,1.19184,0,0,0
Darcy Byrne-Jones,PTA,0.274687,0,0,0
Willem Drew,PTA,0.236185,0,0,0
Mitch Georgiades,PTA,0.368932,0,0,0
Hugh Jackson,PTA,0.132172,0,0,0
Lachie Jones,PTA,0.448235,0,0,0
Ollie Lord,PTA,0.206878,0,0,0
Will Lorenz,PTA,0.385597,0,0,0
Jack Lukosius,PTA,0.679248,0,0,0
Todd Marshall,PTA,0.0528687,0,0,0
Jed McEntee,PTA,0.0948189,0,0,0
Jackson Mead,PTA,0.494207,0,0,0
Esava Ratugolea,PTA,0.102864,0,0,0
Joe Richards,PTA,0.518918,0,0,0
Willie Rioli,PTA,0.253425,0,0,0
Ivan Soldo,PTA,0.154009,0,0,0
Dante Visentini,PTA,0.146538,0,0,0
Xavier Walsh,PTA,0.0683845,0,0,0
Jack Whitlock,PTA,0.247104,0,0,0
Dylan Williams,PTA,0.181592,0,0,0
Brandon Zerk-Thatcher,PTA,0.0999908,0,0,0
Jasper Alger,RIC,0.166077,0,0,0
Noah Balta,RIC,0.196534,0,0,0
Jacob Bauer,RIC,0.566615,0,0,0
Nathan Broad,RIC,0.366633,0,0,0
Seth Campbell,RIC,0.187339,0,0,0
Judson Clarke,RIC,0.0919456,0,0,0
Mate Colina,RIC,0.114357,0,0,0
Thomson Dow,RIC,0.211475,0,0,0
Jonty Faull,RIC,0.124127,0,0,0
Liam Fawcett,RIC,0.0994161,0,0,0
Josh Gibcus,RIC,1.12806,0,0,0
Campbell Gray,RIC,0.204579,0,0,0
Oliver Hayes-Brown,RIC,0.103439,0,0,0
Taj Hotton,RIC,0.444212,0,0,0
Jacob Koschitzke,RIC,0.122403,0,0,0
Mykelti Lefau,RIC,0.0856243,0,0,0
Rhyan Mansell,RIC,0.297099,0,0,0
Kane McAuliffe,RIC,0.15171,0,0,0
Dion Prestia,RIC,0.0747058,0,0,0
Hugo Ralphsmith,RIC,0.20343,0,0,0
Maurice Rioli,RIC,0.171823,0,0,0
Tyler Sonsie,RIC,0.344221,0,0,0
Tylar Young,RIC,0.0626379,0,0,0
Eamonn Armstrong,STK,0.645918,0,0,0
James Barrat,STK,0.259746,0,0,0
Dan Butler,STK,0.369506,0,0,0
Ryan Byrnes,STK,0.221819,0,0,0
Anthony Caminiti,STK,0.138493,0,0,0
Jack Carroll,STK,0.525239,0,0,0
Hunter Clark,STK,0.230439,0,0,0
Lance Collard,STK,0.131022,0,0,0
Zaine Cordy,STK,0.263769,0,0,0
Paddy Dow,STK,0.10114,0,0,0
Liam Henry,STK,0.0442488,0,0,0
Jack Higgins,STK,0.408583,0,0,0
Bradley Hill,STK,1.24759,0,0,0
Dougal Howard,STK,0.0476968,0,0,0
Zak Jones,STK,0.248828,0,0,0
Isaac Keeler,STK,0.143665,0,0,0
Max King,STK,0.187339,0,0,0
Angus McLennan,STK,0.276411,0,0,0
Mitch Owens,STK,0.126425,0,0,0
Mattaes Phillipou,STK,0.987266,0,0,0
Cooper Sharman,STK,0.0747058,0,0,0
Liam Stocker,STK,0.276411,0,0,0
Alixzander Tauru,STK,0.610863,0,0,0
Jimmy Webster,STK,0.168375,0,0,0
Callum Wilkie,STK,0.586728,0,0,0
Mason Wood,STK,0.281009,0,0,0
Taylor Adams,SYD,0.329855,0,0,0
Riak Andrew,SYD,0.165502,0,0,0
Ned Bowman,SYD,0.0907962,0,0,0
Jack Buller,SYD,0.0402262,0,0,0
Caiden Cleary,SYD,0.239633,0,0,0
Harry Cunningham,SYD,0.158606,0,0,0
Jesse Dattoli,SYD,0.163778,0,0,0
William Edwards,SYD,0.0476968,0,0,0
Oliver Florent,SYD,0.370656,0,0,0
Robbie Fox,SYD,0.259746,0,0,0
Aaron Francis,SYD,0.218371,0,0,0
William Green,SYD,0.143665,0,0,0
Brodie Grundy,SYD,0.775791,0,0,0
Errol Gulden,SYD,0.622357,0,0,0
Will Hayward,SYD,0.43042,0,0,0
Indhi Kirk,SYD,0.155733,0,0,0
Jake Lloyd,SYD,0.907963,0,0,0
Logan McDonald,SYD,0.0626379,0,0,0
Justin McInerney,SYD,0.120104,0,0,0
Hayden McLean,SYD,0.0930949,0,0,0
Lewis Melican,SYD,1.27632,0,0,0
Caleb Mitchell,SYD,0.393067,0,0,0
Tom Papley,SYD,0.645343,0,0,0
Dane Rampe,SYD,0.713727,0,0,0
James Rowbottom,SYD,0.224117,0,0,0
Patrick Snell,SYD,0.0741311,0,0,0
Oskar Baker,WBD,0.168375,0,0,0
Marcus Bontempelli,WBD,2.67734,0,0,0
Lachlan Bramble,WBD,0.294226,0,0,0
Nick Coffield,WBD,0.308592,0,0,0
Jordan Croft,WBD,0.176995,0,0,0
Harvey Gallagher,WBD,0.616035,0,0,0
Riley Garcia,WBD,0.141366,0,0,0
Ryan Gardner,WBD,0.727519,0,0,0
James Harmes,WBD,0.174697,0,0,0
Lachie Jaques,WBD,0.159181,0,0,0
Jason Johannisen,WBD,0.0367782,0,0,0
Arthur Jones,WBD,0.491909,0,0,0
Liam Jones,WBD,0.100565,0,0,0
Buku Khamis,WBD,0.375828,0,0,0
Rory Lobb,WBD,1.01255,0,0,0
Lachlan McNeil,WBD,0.252276,0,0,0
Aaron Naughton,WBD,0.633275,0,0,0
Caleb Poulter,WBD,0.206303,0,0,0
Anthony Scott,WBD,0.196534,0,0,0
Adam Treloar,WBD,0.198258,0,0,0
Jamarra Ugle-Hagan,WBD,0.173547,0,0,0
Cody Weightman,WBD,0.165502,0,0,0
Rhylee West,WBD,0.119529,0,0,0
Bailey Williams,WBD,0.201706,0,0,0
Oscar Allen,WCE,0.830958,0,0,0
Harry Barnett,WCE,0.529262,0,0,0
Rhett Bazzo,WCE,0.128149,0,0,0
Tyler Brockman,WCE,0.0994161,0,0,0
Campbell Chesser,WCE,0.187914,0,0,0
Tom Cole,WCE,0.168375,0,0,0
Jamie Cripps,WCE,0.211475,0,0,0
Tyrell Dewar,WCE,0.542479,0,0,0
Liam Duggan,WCE,0.437316,0,0,0
Harry Edwards,WCE,0.14309,0,0,0
Lucca Grego,WCE,0.158606,0,0,0
Clay Hall,WCE,0.648791,0,0,0
Brady Hough,WCE,0.401687,0,0,0
Jayden Hunt,WCE,0.467773,0,0,0
Callum Jamieson,WCE,0.0356289,0,0,0
Harvey Johnston,WCE,0.950487,0,0,0
Tim Kelly,WCE,0.322384,0,0,0
Noah Long,WCE,0.124701,0,0,0
Ryan Maric,WCE,1.48894,0,0,0
Matthew Owies,WCE,0.975198,0,0,0
Jack Petruccelle,WCE,0.084475,0,0,0
Loch Rawlinson,WCE,0.0821764,0,0,0
Liam Ryan,WCE,0.116656,0,0,0
Dom Sheed,WCE,0.120104,0,0,0
Jake Waterman,WCE,1.06082,0,0,0
Bailey J. Williams,WCE,0.776365,0,0,0
Jack Williams,WCE,0.0896469,0,0,0
Elliot Yeo,WCE,0.0626379,0,0,0
Francis Evans,CAR,0.225841,0,0,0
Lachlan McAndrew,ADE,0.179869,0,0,0
Jai Culley,MEL,0.378126,0,0,0
