Player,Team,OwnershipTotal,OwnershipTop1000,OwnershipTop100,OwnershipTop10
Tom McDonald,MEL,0.166028,0,0,0
Judd McVee,MEL,0.0846968,0,0,0
Jake Melksham,MEL,0.0493597,0,0,0
Andy Moniz-Wakefield,MEL,0.0213144,0,0,0
Harrison Petty,MEL,0.283258,0,0,0
Kysaiah Pickett,MEL,0.218192,0,0,0
Oliver Sestan,MEL,0.0370198,0,0,0
Harry Sharp,MEL,1.13303,0,0,0
Charlie Spargo,MEL,0.568198,0,0,0
Tom Sparrow,MEL,0.288306,0,0,0
Koltyn Tholstrup,MEL,0.0269235,0,0,0
Daniel Turner,MEL,0.116668,0,0,0
Jacob van Rooyen,MEL,0.326447,0,0,0
Will Verrall,MEL,0.0852577,0,0,0
Jack Viney,MEL,0.386464,0,0,0
Caleb Windsor,MEL,0.690475,0,0,0
Taj Woewodin,MEL,1.47574,0,0,0
Jackson Archer,NTH,1.38263,0,0,0
Miller Bergman,NTH,0.213144,0,0,0
Callum Coleman-Jones,NTH,0.104329,0,0,0
Charlie Comben,NTH,0.175003,0,0,0
Aidan Corr,NTH,0.256334,0,0,0
Paul Curtis,NTH,0.250725,0,0,0
Jack Darling,NTH,0.641676,0,0,0
Kallan Dawson,NTH,0.047677,0,0,0
Wil Dawson,NTH,0.411144,0,0,0
Zane Duursma,NTH,0.619801,0,0,0
Zac Fisher,NTH,0.132374,0,0,0
Eddie Ford,NTH,0.0723569,0,0,0
Brayden George,NTH,0.0302889,0,0,0
Josh Goater,NTH,0.125082,0,0,0
Robert Hansen Jr,NTH,0.731982,0,0,0
Riley Hardeman,NTH,0.198561,0,0,0
Cooper Harvey,NTH,0.174442,0,0,0
Nick Larkey,NTH,1.70515,0,0,0
Griffin Logue,NTH,0.790877,0,0,0
Luke McDonald,NTH,0.313546,0,0,0
Geordie Payne,NTH,0.174442,0,0,0
Will Phillips,NTH,0.201926,0,0,0
Toby Pink,NTH,0.154249,0,0,0
Bailey Scott,NTH,0.302328,0,0,0
Dylan Stephens,NTH,0.163224,0,0,0
Brynn Teakle,NTH,0.0532861,0,0,0
Darcy Tucker,NTH,0.618118,0,0,0
Luke Urquhart,NTH,0.296158,0,0,0
George Wardlaw,NTH,0.132935,0,0,0
Cameron Zurhaar,NTH,0.54464,0,0,0
Aliir Aliir,PTA,0.772928,0,0,0
Tom Anastasopoulos,PTA,0.0504815,0,0,0
Rory Atkins,PTA,0.286062,0,0,0
Travis Boak,PTA,0.222119,0,0,0
Jase Burgoyne,PTA,0.381977,0,0,0
Ryan Burton,PTA,0.189586,0,0,0
Zak Butters,PTA,1.04721,0,0,0
Darcy Byrne-Jones,PTA,0.251286,0,0,0
Lachlan Charleson,PTA,0.118912,0,0,0
Willem Drew,PTA,0.220436,0,0,0
Mitch Georgiades,PTA,0.323082,0,0,0
Hugh Jackson,PTA,0.129569,0,0,0
Lachie Jones,PTA,0.410583,0,0,0
Ollie Lord,PTA,0.181173,0,0,0
Will Lorenz,PTA,0.367393,0,0,0
Jack Lukosius,PTA,0.597926,0,0,0
Todd Marshall,PTA,0.0443116,0,0,0
Jed McEntee,PTA,0.0863795,0,0,0
Jackson Mead,PTA,0.477892,0,0,0
Jacob Moss,PTA,0.553053,0,0,0
Esava Ratugolea,PTA,0.0925495,0,0,0
Joe Richards,PTA,0.448725,0,0,0
Willie Rioli,PTA,0.258017,0,0,0
Ivan Soldo,PTA,0.127326,0,0,0
Dante Visentini,PTA,0.140787,0,0,0
Xavier Walsh,PTA,0.0673087,0,0,0
Jack Whitlock,PTA,0.23502,0,0,0
Dylan Williams,PTA,0.169394,0,0,0
Brandon Zerk-Thatcher,PTA,0.0858186,0,0,0
Jasper Alger,RIC,0.164906,0,0,0
Noah Balta,RIC,0.178929,0,0,0
Sam Banks,RIC,0.38983,0,0,0
Jacob Bauer,RIC,0.586147,0,0,0
Nathan Broad,RIC,0.362345,0,0,0
Tom Brown,RIC,0.908107,0,0,0
Judson Clarke,RIC,0.0858186,0,0,0
Mate Colina,RIC,0.114986,0,0,0
Thomson Dow,RIC,0.320838,0,0,0
Jonty Faull,RIC,0.116668,0,0,0
Liam Fawcett,RIC,0.145836,0,0,0
Josh Gibcus,RIC,1.01356,0,0,0
Campbell Gray,RIC,0.190708,0,0,0
Steely Green,RIC,0.306255,0,0,0
Oliver Hayes-Brown,RIC,0.0992804,0,0,0
Taj Hotton,RIC,0.40273,0,0,0
Jacob Koschitzke,RIC,0.095354,0,0,0
Mykelti Lefau,RIC,0.0746005,0,0,0
Rhyan Mansell,RIC,0.310181,0,0,0
Kane McAuliffe,RIC,0.137422,0,0,0
Ben Miller,RIC,0.466113,0,0,0
Dion Prestia,RIC,0.0734787,0,0,0
Hugo Ralphsmith,RIC,0.182855,0,0,0
Maurice Rioli,RIC,0.147518,0,0,0
Samson Ryan,RIC,1.12462,0,0,0
Josh Smillie,RIC,3.41367,0,0,0
Tyler Sonsie,RIC,0.274283,0,0,0
Tim Taranto,RIC,0.795365,0,0,0
James Trezise,RIC,0.870526,0,0,0
Nick Vlastuin,RIC,0.648968,0,0,0
Tylar Young,RIC,0.059456,0,0,0
Eamonn Armstrong,STK,0.652334,0,0,0
James Barrat,STK,0.25409,0,0,0
Dan Butler,STK,0.322521,0,0,0
Ryan Byrnes,STK,0.213705,0,0,0
Anthony Caminiti,STK,0.141909,0,0,0
Jack Carroll,STK,0.477892,0,0,0
Hunter Clark,STK,0.168272,0,0,0
Lance Collard,STK,0.132374,0,0,0
Zaine Cordy,STK,0.255773,0,0,0
Paddy Dow,STK,0.0964758,0,0,0
Liam Henry,STK,0.0426289,0,0,0
Jack Higgins,STK,0.406096,0,0,0
Bradley Hill,STK,0.972611,0,0,0
Dougal Howard,STK,0.0409461,0,0,0
Zak Jones,STK,0.233337,0,0,0
Max King,STK,0.175003,0,0,0
Angus McLennan,STK,0.24792,0,0,0
Mitch Owens,STK,0.12396,0,0,0
Mattaes Phillipou,STK,0.893523,0,0,0
Patrick Said,STK,0.260821,0,0,0
Cooper Sharman,STK,0.0678696,0,0,0
Liam Stocker,STK,0.2726,0,0,0
Alixzander Tauru,STK,0.565393,0,0,0
Jimmy Webster,STK,0.169394,0,0,0
Callum Wilkie,STK,0.559784,0,0,0
Marcus Windhager,STK,0.263065,0,0,0
Mason Wood,STK,0.279331,0,0,0
Taylor Adams,SYD,0.26026,0,0,0
Joel Amartey,SYD,1.17846,0,0,0
Riak Andrew,SYD,0.163785,0,0,0
Ned Bowman,SYD,0.0914277,0,0,0
Jack Buller,SYD,0.0448725,0,0,0
Caiden Cleary,SYD,0.229411,0,0,0
Harry Cunningham,SYD,0.143592,0,0,0
Jesse Dattoli,SYD,0.166589,0,0,0
William Edwards,SYD,0.047677,0,0,0
Oliver Florent,SYD,0.398243,0,0,0
Robbie Fox,SYD,0.223241,0,0,0
Aaron Francis,SYD,0.196317,0,0,0
William Green,SYD,0.14247,0,0,0
Brodie Grundy,SYD,0.818362,0,0,0
Errol Gulden,SYD,0.544079,0,0,0
Will Hayward,SYD,0.444798,0,0,0
James Jordon,SYD,0.836872,0,0,0
Indhi Kirk,SYD,0.152006,0,0,0
Peter Ladhams,SYD,0.458821,0,0,0
Jake Lloyd,SYD,0.987195,0,0,0
Logan McDonald,SYD,0.0577733,0,0,0
Justin McInerney,SYD,0.0947931,0,0,0
Hayden McLean,SYD,0.0903059,0,0,0
Lewis Melican,SYD,1.05955,0,0,0
Callum Mills,SYD,2.03665,0,0,0
Caleb Mitchell,SYD,0.384782,0,0,0
Tom Papley,SYD,0.642798,0,0,0
James Rowbottom,SYD,0.244555,0,0,0
Patrick Snell,SYD,0.0746005,0,0,0
Oskar Baker,WBD,0.163224,0,0,0
Marcus Bontempelli,WBD,2.37151,0,0,0
Lachlan Bramble,WBD,0.310742,0,0,0
Nick Coffield,WBD,0.262504,0,0,0
Jordan Croft,WBD,0.165467,0,0,0
Taylor Duryea,WBD,0.743761,0,0,0
Harvey Gallagher,WBD,0.6069,0,0,0
Riley Garcia,WBD,0.0914277,0,0,0
Ryan Gardner,WBD,0.660186,0,0,0
James Harmes,WBD,0.180612,0,0,0
Cooper Hynes,WBD,0.378612,0,0,0
Lachie Jaques,WBD,0.146957,0,0,0
Jason Johannisen,WBD,0.0347762,0,0,0
Arthur Jones,WBD,0.457138,0,0,0
Liam Jones,WBD,0.0931104,0,0,0
Buku Khamis,WBD,0.347762,0,0,0
Rory Lobb,WBD,0.948492,0,0,0
Lachlan McNeil,WBD,0.231093,0,0,0
Aaron Naughton,WBD,0.751053,0,0,0
James O'Donnell,WBD,0.403291,0,0,0
Caleb Poulter,WBD,0.19183,0,0,0
Anthony Scott,WBD,0.183977,0,0,0
Adam Treloar,WBD,0.178368,0,0,0
Jamarra Ugle-Hagan,WBD,0.152566,0,0,0
Cody Weightman,WBD,0.16098,0,0,0
Rhylee West,WBD,0.122838,0,0,0
Bailey Williams,WBD,0.177807,0,0,0
Oscar Allen,WCE,0.814996,0,0,0
Rhett Bazzo,WCE,0.126765,0,0,0
Tyler Brockman,WCE,0.107133,0,0,0
Campbell Chesser,WCE,0.169955,0,0,0
Tom Cole,WCE,0.204731,0,0,0
Jamie Cripps,WCE,0.200243,0,0,0
Tyrell Dewar,WCE,0.514912,0,0,0
Liam Duggan,WCE,0.370198,0,0,0
Harry Edwards,WCE,0.140226,0,0,0
Lucca Grego,WCE,0.159297,0,0,0
Clay Hall,WCE,0.60073,0,0,0
Jayden Hunt,WCE,0.413949,0,0,0
Jack Hutchinson,WCE,0.643359,0,0,0
Callum Jamieson,WCE,0.0347762,0,0,0
Harvey Johnston,WCE,0.857064,0,0,0
Tim Kelly,WCE,0.269235,0,0,0
Noah Long,WCE,0.114986,0,0,0
Ryan Maric,WCE,1.36468,0,0,0
Matthew Owies,WCE,0.931104,0,0,0
Jack Petruccelle,WCE,0.0790877,0,0,0
Loch Rawlinson,WCE,0.0785268,0,0,0
Harley Reid,WCE,5.41611,0,0,0
Liam Ryan,WCE,0.106572,0,0,0
Jobe Shanahan,WCE,0.434702,0,0,0
Dom Sheed,WCE,0.11162,0,0,0
Jake Waterman,WCE,0.744322,0,0,0
Bailey J. Williams,WCE,0.664113,0,0,0
Jack Williams,WCE,0.0813314,0,0,0
Elliot Yeo,WCE,0.0521643,0,0,0
Francis Evans,CAR,0.166589,0,0,0
Lachlan McAndrew,ADE,0.181173,0,0,0
Jai Culley,MEL,0.3343,0,0,0
