playerId,snapshot_season,snapshot_round,givenName,surname,gamesPlayed,teamId,teamAbbr,teamName,teamNickname,matchesPlayed,timeOnGroundPercentage,behinds,bounces,centreBounceAttendances,centreClearances,clangers,contestDefLosses,contestDefLossPercentage,contestDefOneOnOnes,contestedMarks,contestedPossessionRate,contestedPossessions,contestOffOneOnOnes,contestOffWins,contestOffWinsPercentage,defHalfPressureActs,disposalEfficiency,disposals,dreamTeamPoints,effectiveDisposals,effectiveKicks,f50GroundBallGets,freesAgainst,freesFor,goalAccuracy,goalAssists,goals,groundBallGets,handballs,hitouts,hitoutsToAdvantage,hitoutToAdvantageRate,hitoutWinPercentage,inside50s,interceptMarks,intercepts,kickEfficiency,kickins,kickinsPlayon,kicks,kickToHandballRatio,marks,marksInside50,marksOnLead,metresGained,onePercenters,pressureActs,ratingPoints,rebound50s,ruckContests,scoreInvolvements,scoreLaunches,shotsAtGoal,spoils,stoppageClearances,tackles,tacklesInside50,totalClearances,totalPossessions,turnovers,uncontestedPossessions
CD_I1024552,2025,2,Havana,Harris,2,CD_T8786,GCFC,Gold Coast SUNS,SUNS,2,88.4,1.5,0.5,9,1,1.5,0,0,0,1.5,56,7,2.5,0,0,3,54.2,12,68,6.5,4,1.5,0,1.5,20,0,0.5,4,2.5,1,0,0,33.3,3.5,0,1.5,42.1,0,0,9.5,3.8,4.5,2.5,1,313.2,3,8.5,0,0,3,3.5,0.5,2.5,2,0.5,3.5,1,1.5,12.5,3,5.5
CD_I1024553,2025,2,Kaylee,Kimber,2,CD_T7387,WB,Western Bulldogs,Bulldogs,2,90.2,0,0,0,0,3,0.5,33.3,1.5,0,42.9,4.5,0,0,0,8,78.9,9.5,50,7.5,5,0,1,1.5,0,0,0,3,3,0,0,0,0,1.5,2.5,6,76.9,0,0,6.5,2.2,4,0,0,104.9,2,9.5,0,2.5,0,0,0,0,1.5,0,3.5,0,0,10.5,2.5,6
CD_I1024563,2025,2,Jacinta,Baldwick,2,CD_T7887,BL,Brisbane Lions,Lions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD_I1024573,2025,2,Kiara,Hillier,2,CD_T9408,SYD,Sydney Swans,Swans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD_I1024584,2025,2,Fleur,Davies,2,CD_T7889,GWS,GWS GIANTS,GIANTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD_I1024636,2025,2,Lily,Johnson,2,CD_T7386,NAR,Narrm,Demons,2,34.6,0,0,0,0,2,0,0,0,0,36.4,2,0,0,0,1.5,44.4,4.5,19,2,2,0.5,0.5,0,100,0,0.5,1.5,1.5,0,0,0,0,0.5,0,0.5,66.7,0,0,3,2,0.5,0,0,82.8,0.5,2,0,1.5,0,1,0,0.5,0,0.5,1,0,0.5,5.5,1.5,3.5
CD_I1024984,2025,2,Ally,Dallaway,2,CD_T8788,RICH,Richmond,Richmond,1,78.6,0,0,11,0,1,0,0,1,0,40,4,0,0,0,2,77.8,9,39,7,1,0,0,0,0,0,0,3,6,0,0,0,0,2,1,2,33.3,0,0,3,0.5,2,0,1,20.1,2,15,0,0,0,1,1,0,1,1,3,1,1,10,2,6
CD_I1025163,2025,2,Jacqueline,Dupuy,2,CD_T8786,GCFC,Gold Coast SUNS,SUNS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD_I1025419,2025,2,Ashley,Centra,2,CD_T8097,COLL,Collingwood,Magpies,2,66.3,1,0.5,5,0.5,2,0,0,0,1,56.3,4.5,0.5,0,0,6,46.7,7.5,36.5,3.5,2.5,0,1.5,0,33.3,0,0.5,2,3,0,0,0,0,1,0,0,55.6,0,0,4.5,1.5,2.5,1.5,0.5,91.8,0.5,9.5,0,0.5,0,2.5,0,1.5,0.5,0,2.5,1,0.5,8,1.5,3.5
CD_I1025421,2025,2,Amber,Schutte,2,CD_T8097,COLL,Collingwood,Magpies,2,86.7,0,0,0,0,3.5,0,0,0,0,58.8,5,0,0,0,5.5,50,8,27.5,4,1.5,0.5,1,0.5,0,0,0,4,3,0,0,0,0,0,0,3.5,30,0,0,5,1.7,1,0,0,112.2,1,7,0,2.5,0,0,0,0.5,1,0.5,1.5,0,0.5,8.5,3.5,3.5
CD_I1025428,2025,2,Jessica,Rentsch,2,CD_T8787,WAA,Waalitj Marawar,Eagles,2,79.4,0.5,0,18,0,5,0,0,0.5,0,70.8,8.5,0,0,0,11.5,77.3,11,58.5,8.5,4,1,4,2.5,0,0,0,5.5,6,0,0,0,0,2,0,4.5,80,0,0,5,0.8,1.5,0,0,191.8,1,22,0,2,0,1.5,0,0.5,1,1,9,0.5,1,12,1,3.5
CD_I1025494,2025,2,Meg,Robertson,2,CD_T8096,CARL,Carlton,Blues,1,53.3,0,0,0,0,2,0,0,0,0,33.3,1,0,0,0,3,33.3,3,13,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0.5,0,0,0,14.9,0,6,0,1,0,0,0,0,0,0,2,0,0,3,1,2
CD_I1025507,2025,2,Emily,Everist,2,CD_T9407,HAW,Hawthorn,Hawks,2,91.3,0,0.5,0,0,1,0.5,33.3,1.5,0,50,5,0,0,0,7,70.8,12,52,8.5,6,0,0,0.5,0,0,0,4,3,0,0,0,0,0,0,3,66.7,5,5,9,3,3.5,0,0,324.7,4,8,0,4.5,0,0.5,0,0,2.5,1.5,2,0,1.5,10,4,5
CD_I1025517,2025,2,Heidi,Woodley,2,CD_T7387,WB,Western Bulldogs,Bulldogs,2,74,1,0.5,0,0,1.5,0,0,0,0.5,52.9,4.5,0,0,0,1.5,72.2,9,44,6.5,3.5,4,1,0,40,0,1,4,3,0,0,0,0,1.5,0,0.5,58.3,0,0,6,2,2,0,0,132.7,0,10,0,0,0,3,0,2.5,0,0,2.5,1,0,8.5,3,4
CD_I1025521,2025,2,Kyla,Forbes,2,CD_T8796,EUR,Euro-Yroke,St Kilda,2,71.6,0,0,0,0,1.5,0,0,0.5,0,38.5,5,0,0,0,10.5,60.9,11.5,59.5,7,6,0,0,0,0,0,0,4,2,0,0,0,0,0,1.5,6,63.2,0,0,9.5,4.8,5,0,0,209.3,2.5,12,0,3,0,0.5,0.5,0,1.5,0.5,3,0,0.5,13,2.5,8
CD_I1025525,2025,2,Amy,Gaylor,2,CD_T9406,ESS,Essendon,Bombers,2,84.7,0,0,25,1,3,0,0,0,1.5,75.7,14,0,0,0,9,58.3,18,79,10.5,3,2,0,0.5,0,0,0,10.5,10.5,0,0,0,0,2,1.5,4,40,0,0,7.5,0.7,3,0,0,201.9,1.5,14,0,2,0,2,1.5,0,0,4,6.5,0.5,5,18.5,4,4.5
CD_I1025526,2025,2,Kayley,Kavanagh,2,CD_T8787,WAA,Waalitj Marawar,Eagles,1,43.6,0,0,2,0,2,0,0,0,0,42.9,3,0,0,0,5,42.9,7,26,3,0,0,1,0,0,0,0,3,6,0,0,0,0,0,0,1,0,0,0,1,0.2,2,0,0,9.5,0,11,0,0,0,0,0,0,0,0,2,0,0,7,2,4
CD_I1025548,2025,2,Georgia,Knight,2,CD_T8097,COLL,Collingwood,Magpies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD_I1025550,2025,2,Georgie,Brisbane,2,CD_T7886,WAL,Walyalup,Dockers,2,68.7,0.5,0,0,0,1.5,0,0,0,1,50,3,2,0.5,25,0,58.3,6,30.5,3.5,3,1,0,0.5,0,1,0,1.5,1.5,0,0,0,0,1,0.5,0.5,66.7,0,0,4.5,3,3,1,0.5,104,0.5,4,0,0.5,0,2.5,0,0.5,0.5,0,1,0.5,0,6,2,3
CD_I1025564,2025,2,Mia,Austin,2,CD_T8096,CARL,Carlton,Blues,2,61.8,0,0,0,0,1.5,0,0,0,1,60,3,0,0,0,3,55.6,4.5,31.5,2.5,1.5,0.5,0,1,50,0,0.5,1,1.5,0,0,0,0,0.5,0.5,2,50,0,0,3,2,2.5,1.5,0,77.7,0.5,6,0,0,0.5,0.5,0,1,0.5,0,2,1,0,5,1.5,2
CD_I1025565,2025,2,Grace,Belloni,2,CD_T9406,ESS,Essendon,Bombers,2,85.9,0.5,0,0,0,1.5,0,0,0,0,31.6,3,0.5,0,0,2,68.4,9.5,47.5,6.5,2.5,1,1,0,50,1,0.5,3,4.5,0,0,0,0,2.5,0.5,2,50,0,0,5,1.1,3,0.5,1.5,111,1.5,7.5,0,0,0,3.5,1.5,1,1,0,3.5,1,0,9.5,1.5,6.5
CD_I1025609,2025,2,Lucille,Cronin,2,CD_T8097,COLL,Collingwood,Magpies,2,71.9,0,0,0,0,4,0,0,2,1,47.6,5,0,0,0,6,71.4,10.5,45.5,7.5,5,0,0.5,0.5,0,0,0,3.5,2.5,0,0,0,0,0.5,3.5,8,62.5,1,0,8,3.2,4.5,0,0,217.8,1,7.5,0,3.5,0,1,1,0,0.5,0,1,0,0,10.5,2,5.5
CD_I1025611,2025,2,Sarah,Poustie,2,CD_T7387,WB,Western Bulldogs,Bulldogs,2,67.3,0,0,13,0.5,2.5,0,0,0,0,50,6,0,0,0,13,66.7,10.5,57,7,4,0.5,1.5,2,0,0,0,3.5,4.5,0,0,0,0,2,0,3,66.7,0,0,6,1.3,1.5,0,0,84.7,0.5,18.5,0,0.5,0,2,1,0,0.5,2.5,7,0,3,12,4,6
CD_I1025613,2025,2,Sienna,Tallariti,2,CD_T8467,GEEL,Geelong Cats,Cats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD_I1025615,2025,2,Charlotte,Brewer,2,CD_T8096,CARL,Carlton,Blues,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD_I1025616,2025,2,Lara,Hausegger,2,CD_T9408,SYD,Sydney Swans,Swans,2,80.5,0,0,0,0,2,0,0,0,0,42.9,4.5,0,0,0,7.5,73.9,11.5,38.5,8.5,3,0,1,1,0,0,0,4,6,0,0,0,0,1,1,4.5,54.5,0,0,5.5,0.9,2,0,0,119.3,1,8.5,0,2,0,3.5,2,0,0.5,1,1.5,0,1,10.5,2,6
CD_I1025617,2025,2,Maggie,Mahony,2,CD_T7386,NAR,Narrm,Demons,2,80.5,1,0,0,0,1.5,0,0,0,0,65.4,8.5,1,0,0,3.5,52,12.5,46,6.5,0.5,2,1.5,1,0,0.5,0,6.5,7,0,0,0,0,3.5,0,2.5,9.1,0,0,5.5,0.8,0,0,0,116.6,1,15.5,0,0,0,3,0.5,1.5,0,0,4.5,3,0,13,2.5,4.5
CD_I1025631,2025,2,Amelie,Gladman,2,CD_T9406,ESS,Essendon,Bombers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD_I1025671,2025,2,Daisy,Flockart,2,CD_T9407,HAW,Hawthorn,Hawks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD_I1025674,2025,2,Emily,Gough,2,CD_T9406,ESS,Essendon,Bombers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD_I1025677,2025,2,Sophie,McKay,2,CD_T8096,CARL,Carlton,Blues,2,74.5,0.5,0,0,0,2,0,0,0,0.5,38.1,4,0.5,0,0,2.5,47.6,10.5,39,5,1,1.5,1.5,0,0,0,0,3.5,5.5,0,0,0,0,1,0.5,2,20,0,0,5,0.9,3,1,0.5,153.2,1.5,7,0,0.5,0,2,0,1.5,0.5,0,2,1,0,10.5,4,6.5
CD_I1025690,2025,2,Maddison,Torpey,2,CD_T8096,CARL,Carlton,Blues,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD_I1025789,2025,2,Tanya,Kennedy,2,CD_T9408,SYD,Sydney Swans,Swans,2,84.3,0,0,18,1.5,3.5,0.5,100,0.5,0.5,51.4,9,1.5,0,0,13.5,75.8,16.5,89.5,12.5,5,1.5,1,2.5,0,0.5,0,5,9,0,0,0,0,4,0,2,66.7,0,0,7.5,0.8,2.5,0.5,0.5,153.9,5,31,0,2,0,4.5,1.5,0.5,2.5,1,10.5,3,2.5,17.5,2.5,8.5
CD_I1025795,2025,2,Sarah,Steele-Park,2,CD_T9408,SYD,Sydney Swans,Swans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD_I1025819,2025,2,Laela,Ebert,2,CD_T7386,NAR,Narrm,Demons,2,85.1,0,0,0,0,1.5,0,0,0,0,22.7,2.5,0,0,0,5.5,81.8,11,38,9,3.5,0,0.5,0,0,0,0,2.5,6.5,0,0,0,0,1.5,0,2,77.8,0,0,4.5,0.7,1,0,0,147.9,0.5,5.5,0,2,0,2,0,0,0,0.5,2.5,0,0.5,11,0.5,8.5
CD_I1025829,2025,2,Coby,Morgan,2,CD_T9409,YAR,Yartapuulti,Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD_I1025861,2025,2,Holly,Ifould,2,CD_T7886,WAL,Walyalup,Dockers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD_I1025893,2025,2,Ella,Boag,2,CD_T9409,YAR,Yartapuulti,Power,2,76.8,0,0,0,0,6,0.5,100,0.5,0,42.1,4,0,0,0,5,50,9,36.5,4.5,2,0.5,1.5,0.5,0,0,0,3.5,2.5,0,0,0,0,1,0,4,30.8,0,0,6.5,2.6,2,0,0,156.9,0.5,13,0,0.5,0,0.5,0,0,0.5,0,2.5,0,0,9.5,5,5.5
CD_I1025895,2025,2,Violet,Patterson,2,CD_T8097,COLL,Collingwood,Magpies,2,68.5,0,0,0,0,4,0,0,0,0,57.1,6,0,0,0,5,66.7,10.5,41,7,3.5,0,1.5,1.5,0,0,0,4.5,4.5,0,0,0,0,0.5,0,5,58.3,0,0,6,1.3,1,0,0,115.2,1.5,10,0,1,0,0.5,0.5,0,0.5,0,3.5,0,0,10.5,3.5,4.5
CD_I1025924,2025,2,Grace,Martin,2,CD_T7889,GWS,GWS GIANTS,GIANTS,2,62,0,0,1,0.5,4,0,0,0.5,0,61.5,4,0,0,0,3.5,38.5,6.5,20.5,2.5,2,0,0.5,0.5,0,0,0,3.5,2,0,0,0,0,0,0,2.5,44.4,0,0,4.5,2.3,0,0,0,137.2,1,6,0,2,0,0,0,0,1,1,1,0,1.5,6.5,5,2.5
CD_I1025962,2025,2,Charlotte,Riggs,2,CD_T8787,WAA,Waalitj Marawar,Eagles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD_I1025995,2025,2,Lily,Goss,2,CD_T8096,CARL,Carlton,Blues,2,73.5,0,0,5,0.5,1,0,0,0,0,42.1,4,0,0,0,8,72.2,9,59,6.5,3.5,0,0,1.5,100,0,0.5,2,3,0,0,0,0,1,0,2.5,58.3,0,0,6,2,1.5,0,0,146,1,14,0,0,0,2,0.5,0.5,0,0,6.5,0.5,0.5,9.5,2,5.5
CD_I1026008,2025,2,Amelia,Radford,2,CD_T9406,ESS,Essendon,Bombers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD_I1026012,2025,2,Melissa,Bragg,2,CD_T8467,GEEL,Geelong Cats,Cats,2,73.2,0,0,2,0,2,0,0,0.5,0,75,3,0,0,0,2.5,57.1,3.5,16.5,2,0,1,0.5,0,0,0.5,0,3,3,6.5,0,0,39.4,0.5,0,1,0,0,0,0.5,0.2,0,0,0,25.2,0.5,8,0,0,16.5,1,0,0,0.5,0,1,0.5,0,4,2.5,1
CD_I1026016,2025,2,Montana,Beruldsen,2,CD_T8788,RICH,Richmond,Richmond,2,80.3,1,0,2,0,3,0,0,0,0,65,6.5,0.5,0,0,3.5,52.9,8.5,24.5,4.5,1.5,2.5,2.5,1,0,0,0,5.5,5.5,0,0,0,0,3,0,3,50,0,0,3,0.5,0,0,0,92.9,1,7.5,0,1,0,1,0.5,1,1,0,2.5,1,0,10,3,3.5
CD_I1026053,2025,2,Emma,Kilpatrick,2,CD_T8467,GEEL,Geelong Cats,Cats,2,65.3,0,0,0,0,2.5,1,50,2,0,26.7,2,0,0,0,4.5,50,7,33,3.5,3,0,1.5,0.5,0,0,0,1.5,0.5,0,0,0,0,2.5,0,2.5,46.2,0,0,6.5,13,1.5,0,0,117.9,0.5,6,0,2,0,0,0,0,0.5,0,3,0.5,0,7.5,1.5,5.5
CD_I1026055,2025,2,Asha,Dufour,2,CD_T9409,YAR,Yartapuulti,Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD_I1026104,2025,2,Mia,Salisbury,2,CD_T8786,GCFC,Gold Coast SUNS,SUNS,2,51,0.5,0,5,0,0,0,0,0,0,30,1.5,0,0,0,3.5,60,5,14.5,3,1,0,0,0,0,0,0,1.5,2.5,0,0,0,0,0.5,0,0.5,40,0,0,2.5,1,0.5,0,0,44.2,0,7.5,0,0,0,1,0,0.5,0,0.5,0,0,0.5,5,1,3.5
CD_I1026105,2025,2,Kiara,Bischa,2,CD_T8786,GCFC,Gold Coast SUNS,SUNS,2,80.3,0,0,0,0,1,2,57.1,3.5,0.5,58.8,5,0,0,0,7,75,10,43.5,7.5,4.5,0,0.5,0.5,0,0,0,4,4,0,0,0,0,0.5,1,5.5,75,1,1,6,1.5,1.5,0,0,129.3,3.5,7.5,0,3.5,0,0.5,0,0,3,0,3.5,0,0,8.5,3.5,3.5
CD_I1026111,2025,2,Sophie,Peters,2,CD_T7887,BL,Brisbane Lions,Lions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD_I1026113,2025,2,Indiana,Williams,2,CD_T7887,BL,Brisbane Lions,Lions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD_I1026137,2025,2,Claudia,Wright,2,CD_T7887,BL,Brisbane Lions,Lions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD_I1026141,2025,2,Ella,Slocombe,2,CD_T8466,NMFC,Kangaroos,Kangaroos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD_I1026166,2025,2,Madeleine,Scanlon,2,CD_T7886,WAL,Walyalup,Dockers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD_I1026170,2025,2,Mikayla,Western,2,CD_T8787,WAA,Waalitj Marawar,Eagles,2,85.8,0,1.5,0,0,4.5,0,0,0,0,38.9,3.5,0.5,0,0,4,26.3,9.5,51.5,2.5,2,0,1.5,0.5,0,0.5,0,2.5,2.5,0,0,0,0,1,0.5,3,28.6,0,0,7,2.8,2.5,0.5,0.5,174.7,1,14.5,0,0,0,1,0,0.5,0.5,1,5.5,2,1,9,3.5,5.5
CD_I1026218,2025,2,Emmelie,Fiedler,2,CD_T8796,EUR,Euro-Yroke,St Kilda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD_I1026227,2025,2,Julia,Teakle,2,CD_T9409,YAR,Yartapuulti,Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD_I1026263,2025,2,Taya,Chambers,2,CD_T9406,ESS,Essendon,Bombers,2,80.6,0,0,0,0,2,0.5,100,0.5,0,47.4,4.5,0,0,0,3.5,72.2,9,29,6.5,3.5,0,1,0.5,0,0,0,4,4,0,0,0,0,1,1,5.5,70,0,0,5,1.3,1.5,0,0,165.9,0,5.5,0,1,0,0.5,0.5,0,0,0,1,0,0,9.5,2,5
CD_I1026294,2025,2,Ariana,Hetherington,2,CD_T8466,NMFC,Kangaroos,Kangaroos,2,53.4,0,0,9,0,3,0,0,0,0,58.3,3.5,1.5,0.5,33.3,1,66.7,6,27,4,1.5,0.5,2,0.5,0,0,0,2.5,3.5,5.5,2,36.4,31.4,2,0.5,1.5,60,0,0,2.5,0.7,1.5,0,0.5,60.4,0,4,0,0,17.5,0.5,0,0,0,0,2,0.5,0,6,1.5,2.5
CD_I1026320,2025,2,Kaitlyn,Srhoj,2,CD_T7889,GWS,GWS GIANTS,GIANTS,2,89.4,0,0,24,1,2,0,0,0,0,48.6,8.5,0.5,0,0,8.5,64.7,17,73,11,6,0.5,0.5,1.5,50,0,0.5,6,8.5,0,0,0,0,2,1,3,70.6,0,0,8.5,1,2.5,0,0.5,236.7,0.5,15.5,0,1,0,2,0,1,0.5,2,5,0.5,3,17.5,4,9
CD_I1026372,2025,2,Molly,O'Hehir,2,CD_T7386,NAR,Narrm,Demons,2,80.8,0.5,0,0,0.5,1,0,0,0,0,17.6,1.5,0,0,0,3.5,71.4,10.5,41.5,7.5,5.5,0,0,0.5,0,0,0,1,2.5,0,0,0,0,2,0.5,3,68.8,0,0,8,3.2,2.5,0,0,255.1,0.5,4.5,0,1,0,2,0.5,0.5,0.5,0,1,0,0.5,8.5,3,7
CD_I1026384,2025,2,Indi,Strom,2,CD_T7886,WAL,Walyalup,Dockers,2,73.6,0,0,5,0,3,0,0,1.5,0,68.4,6.5,0.5,0,0,8,66.7,10.5,39.5,7,2,0,0,0.5,0,0,0,6,6,0.5,0,0,12.5,0,0.5,6.5,44.4,0,0,4.5,0.8,1,0,0,136.3,4.5,9.5,0,4,4,0.5,0.5,0,3,1,2.5,0,1,9.5,3.5,3
CD_I1026395,2025,2,Jess,Verbrugge,2,CD_T9406,ESS,Essendon,Bombers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD_I1026444,2025,2,Amy,Mulholland,2,CD_T7886,WAL,Walyalup,Dockers,2,79.1,0,0,0,0,3.5,0,0,0,0,52.6,5,0,0,0,4,63.2,9.5,41,6,3.5,1,1,0.5,0,0,0,4.5,4.5,0,0,0,0,2,0,2,70,0,0,5,1.1,2.5,0,0,167.8,1,11.5,0,0.5,0,1.5,1,0,0,0,3,1,0,9.5,4,4.5
CD_I1026531,2025,2,Charli,Wicksteed,2,CD_T8788,RICH,Richmond,Richmond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD_I1026929,2025,2,Lucy,Wales,2,CD_T9407,HAW,Hawthorn,Hawks,2,75,0,0,15,1,2,0,0,0,1,48.4,7.5,1,0,0,12.5,65.5,14.5,86,9.5,5.5,0,2,1,0,0,0,5,4.5,13.5,2.5,18.5,38.6,2.5,2,4.5,55,0,0,10,2.2,3.5,1,0,201.7,2,15.5,0,1,35,2,0.5,0.5,1.5,1.5,7,0.5,2.5,15.5,3,8
CD_I1026937,2025,2,Rania,Crozier,2,CD_T7887,BL,Brisbane Lions,Lions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD_I1026947,2025,2,Chantal,Mason,2,CD_T8467,GEEL,Geelong Cats,Cats,1,69.3,0,0,0,0,0,0,0,0,0,50,2,3,0,0,0,75,4,18,3,2,2,0,0,0,0,0,2,1,0,0,0,0,1,0,0,66.7,0,0,3,3,1,0,1,69.1,0,3,0,0,0,1,0,0,0,0,1,0,0,4,1,2
