playerId,snapshot_season,snapshot_round,givenName,surname,gamesPlayed,teamId,teamAbbr,teamName,teamNickname,matchesPlayed,timeOnGroundPercentage,behinds,bounces,centreBounceAttendances,centreClearances,clangers,contestDefLosses,contestDefLossPercentage,contestDefOneOnOnes,contestedMarks,contestedPossessionRate,contestedPossessions,contestOffOneOnOnes,contestOffWins,contestOffWinsPercentage,defHalfPressureActs,disposalEfficiency,disposals,dreamTeamPoints,effectiveDisposals,effectiveKicks,f50GroundBallGets,freesAgainst,freesFor,goalAccuracy,goalAssists,goals,groundBallGets,handballs,hitouts,hitoutsToAdvantage,hitoutToAdvantageRate,hitoutWinPercentage,inside50s,interceptMarks,intercepts,kickEfficiency,kickins,kickinsPlayon,kicks,kickToHandballRatio,marks,marksInside50,marksOnLead,metresGained,onePercenters,pressureActs,ranking,ratingPoints,rebound50s,ruckContests,scoreInvolvements,scoreLaunches,shotsAtGoal,spoils,stoppageClearances,tackles,tacklesInside50,totalClearances,totalPossessions,turnovers,uncontestedPossessions
CD_I1007011,2025,2,Sarah,Lampard,2,CD_T7386,NAR,Narrm,Demons,1,100,0,0,0,0,4,0,0,1,0,10,1,0,0,0,7,73.3,15,51,11,6,0,1,0,0,0,0,1,5,0,0,0,0,1,0,3,60,5,5,10,2,2,0,0,246,1,8,0,0,6,0,1,0,0,1,0,2,0,0,10,5,9
CD_I1007017,2025,2,Tilly,Lucas-Rodd,2,CD_T9407,HAW,Hawthorn,Hawks,2,87.3,1,0,0,0,4,0,0,0,0,35.9,14,0,0,0,11,64,50,181,32,18,1,2,2,0,0,0,12,17,0,0,0,0,5,0,14,54.5,10,9,33,1.9,9,0,0,762,0,13,0,0,14,0,4,0,1,0,4,6,0,4,39,10,25
CD_I1007023,2025,2,Breann,Harrington,2,CD_T8096,CARL,Carlton,Blues,2,83,0,0,7,1,5,0,0,2,4,65.5,19,1,1,100,15,57.1,28,175,16,12,3,0,4,0,0,0,10,6,26,5,19.2,45.6,11,0,6,54.5,0,0,22,3.7,9,1,1,635,5,26,0,0,2,57,6,0,2,4,3,10,2,4,29,5,10
CD_I1007025,2025,2,Natalie,Plane,2,CD_T8796,EUR,Euro-Yroke,St Kilda,2,58.7,1,1,0,0,2,0,0,0,0,50,4,0,0,0,7,25,8,75,2,1,2,0,1,0,0,0,3,2,0,0,0,0,1,0,2,16.7,0,0,6,3,1,0,1,73,0,23,0,0,0,0,1,0,1,0,0,12,2,0,8,1,4
CD_I1007026,2025,2,Gabriella,Pound,2,CD_T8096,CARL,Carlton,Blues,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD_I1007027,2025,2,Ruby,Schleicher,2,CD_T8097,COLL,Collingwood,Magpies,2,78,0,0,20,2,12,0,0,0,0,56.3,18,1,0,0,25,62.1,29,131,18,10,1,7,2,0,0,0,12,12,0,0,0,0,6,0,9,58.8,0,0,17,1.4,5,0,0,529,2,41,0,0,2,0,5,0,0,0,4,15,0,6,32,7,14
CD_I1007028,2025,2,Shelley,Scott,2,CD_T8467,GEEL,Geelong Cats,Cats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD_I1007029,2025,2,Belinda,Smith,2,CD_T8787,WAA,Waalitj Marawar,Eagles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD_I1007030,2025,2,Jamie,Stanton,2,CD_T8786,GCFC,Gold Coast SUNS,SUNS,2,74.9,0,0,0,0,5,0,0,0,0,23.1,3,3,1,33.3,3,61.5,13,53,8,4,2,3,1,100,0,1,3,6,0,0,0,0,2,0,0,57.1,0,0,7,1.2,2,0,0,180,1,16,0,0,0,0,2,0,1,1,0,4,3,0,13,6,10
CD_I1007130,2025,2,Shannon,Campbell,2,CD_T7887,BL,Brisbane Lions,Lions,2,93.6,0,1,0,0,2,1,33.3,3,0,41.2,7,0,0,0,7,60,20,97,12,11,0,0,1,0,0,0,6,2,0,0,0,0,1,0,8,61.1,9,3,18,9,6,0,0,429,2,9,0,0,7,0,2,0,0,2,0,5,0,0,17,4,10
CD_I1007138,2025,2,Kate,Shierlaw,2,CD_T8466,NMFC,Kangaroos,Kangaroos,2,79.1,1,1,0,0,5,1,100,1,0,10.5,2,4,0,0,1,78.9,19,119,15,9,1,1,0,75,0,3,2,7,4,3,75,80,4,0,0,75,0,0,12,1.7,11,5,3,308,6,14,0,0,0,5,9,0,4,4,0,4,3,0,19,4,17
CD_I1007141,2025,2,Gemma,Houghton,2,CD_T9409,YAR,Yartapuulti,Power,2,91.3,0,2,0,0,8,0,0,0,0,56.5,13,8,3,37.5,4,65,20,83,13,6,3,5,2,100,0,2,8,11,0,0,0,0,5,0,4,66.7,0,0,9,0.8,5,4,1,272,3,16,0,0,0,2,6,0,2,1,0,5,0,0,23,10,10
CD_I1007144,2025,2,Gabby,O'Sullivan,2,CD_T7886,WAL,Walyalup,Dockers,2,74,1,4,0,1,5,0,0,1,0,31.6,6,0,0,0,8,59.1,22,72,13,6,0,2,1,0,0,0,6,8,0,0,0,0,7,0,7,42.9,1,1,14,1.8,2,0,1,462,2,19,0,0,2,0,2,0,1,1,0,3,0,1,19,7,13
CD_I1007151,2025,2,Aliesha,Newman,2,CD_T7889,GWS,GWS GIANTS,GIANTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD_I1007152,2025,2,Harriet,Cordner,2,CD_T8096,CARL,Carlton,Blues,2,100,0,0,0,0,7,2,28.6,7,0,44.4,16,0,0,0,7,64.9,37,170,24,17,0,1,2,0,0,0,15,9,0,0,0,0,1,0,20,60.7,0,0,28,3.1,15,0,0,637,7,10,0,0,15,0,1,0,0,6,0,6,0,0,36,7,20
CD_I1007155,2025,2,Meghan,McDonald,2,CD_T8467,GEEL,Geelong Cats,Cats,2,74.3,0,0,0,1,3,0,0,3,1,33.3,5,0,0,0,12,53.3,15,64,8,3,0,0,1,0,0,0,3,6,0,0,0,0,0,0,3,33.3,0,0,9,1.5,4,0,0,157,8,16,0,0,1,0,0,0,0,8,1,3,0,2,15,6,10
CD_I1007157,2025,2,Libby,Birch,2,CD_T8466,NMFC,Kangaroos,Kangaroos,2,97.4,0,0,0,0,6,2,28.6,7,0,38.5,10,0,0,0,12,82.8,29,106,24,15,0,4,3,0,0,0,7,11,0,0,0,0,0,0,16,83.3,2,2,18,1.6,5,0,0,259,8,16,0,0,4,0,4,0,0,7,0,6,0,0,26,5,16
CD_I1007313,2025,2,Jess,Allan,2,CD_T8098,KUW,Kuwarna,Crows,2,82.9,0,0,25,1,3,0,0,0,0,54.2,13,2,0,0,11,60.9,23,130,14,7,0,2,3,0,0,0,8,11,52,13,25,59.8,7,0,9,58.3,0,0,12,1.1,5,1,0,339,6,14,0,0,6,87,6,0,0,4,5,2,0,6,24,3,11
CD_I1007327,2025,2,Montana,McKinnon,2,CD_T8788,RICH,Richmond,Richmond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD_I1007342,2025,2,Chloe,Scheer,2,CD_T8467,GEEL,Geelong Cats,Cats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD_I1007360,2025,2,Ebony,O'Dea,2,CD_T9409,YAR,Yartapuulti,Power,2,83.2,0,0,0,0,6,2,50,4,1,47.1,8,0,0,0,14,61.1,18,78,11,9,0,2,3,0,0,0,4,4,0,0,0,0,1,0,13,64.3,0,0,14,3.5,5,0,0,266,0,21,0,0,6,0,0,0,0,0,0,4,0,0,17,6,9
CD_I1009764,2025,2,Eden,Zanker,2,CD_T7386,NAR,Narrm,Demons,2,94.8,0,0,5,1,13,0,0,0,2,45.5,15,6,0,0,6,71.4,28,144,20,12,4,7,2,66.7,1,4,7,11,3,0,0,30,8,0,2,70.6,0,0,17,1.5,9,3,0,352,4,26,0,0,0,10,14,0,6,4,2,9,4,3,33,13,18
CD_I1009765,2025,2,Sophie,Van De Heuvel,2,CD_T9406,ESS,Essendon,Bombers,2,54.1,0,0,0,0,8,1,100,1,0,11.8,2,0,0,0,12,50,20,74,10,8,0,1,0,0,1,0,2,4,0,0,0,0,2,0,3,50,4,4,16,4,3,0,0,394,0,13,0,0,5,0,2,0,1,0,0,3,0,0,17,8,15
CD_I1009770,2025,2,Elise,Barwick,2,CD_T8786,GCFC,Gold Coast SUNS,SUNS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD_I1009772,2025,2,Mia,King,2,CD_T8466,NMFC,Kangaroos,Kangaroos,2,76.9,0,2,27,3,13,0,0,0,0,50,18,1,0,0,17,70.6,34,141,24,9,1,7,2,100,0,1,13,18,0,0,0,0,3,0,5,56.3,0,0,16,0.9,2,1,0,353,3,34,0,0,3,0,7,0,1,2,6,16,3,9,36,9,18
CD_I1009794,2025,2,Danielle,Ponter,2,CD_T8098,KUW,Kuwarna,Crows,2,77.4,1,0,16,2,3,0,0,0,1,52.6,10,4,2,50,10,66.7,18,115,12,8,4,1,3,66.7,1,2,4,6,0,0,0,0,4,0,1,66.7,0,0,12,2,6,3,2,253,2,24,0,0,0,0,7,0,3,1,0,9,1,2,19,4,9
CD_I1009798,2025,2,Mattea,Breed,2,CD_T8097,COLL,Collingwood,Magpies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD_I1009799,2025,2,Alyce,Parker,2,CD_T7889,GWS,GWS GIANTS,GIANTS,1,41.9,0,1,8,1,3,0,0,0,0,66.7,10,0,0,0,9,46.7,15,39,7,3,3,2,0,0,0,0,8,7,0,0,0,0,3,0,4,37.5,0,0,8,1.1,1,1,1,186,1,12,0,0,0,0,5,0,0,0,4,1,0,5,15,3,5
CD_I1009801,2025,2,Haneen,Zreika,2,CD_T7889,GWS,GWS GIANTS,GIANTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD_I1009803,2025,2,Alexia,Hamilton,2,CD_T9408,SYD,Sydney Swans,Swans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD_I1009805,2025,2,Maggie,Gorham,2,CD_T7387,WB,Western Bulldogs,Bulldogs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD_I1009813,2025,2,Brenna,Tarrant,2,CD_T9408,SYD,Sydney Swans,Swans,2,88.6,0,0,0,0,1,2,50,4,1,55.6,10,0,0,0,6,83.3,18,80,15,8,0,0,2,0,0,0,7,7,0,0,0,0,0,0,12,72.7,0,0,11,1.6,5,0,0,179,5,9,0,0,3,0,1,0,0,5,1,4,0,1,18,1,8
CD_I1009822,2025,2,Georgia,Garnett,2,CD_T7889,GWS,GWS GIANTS,GIANTS,2,91.7,1,0,0,0,7,0,0,0,1,30,6,4,1,25,4,55,20,96,11,7,1,1,1,50,0,1,4,7,0,0,0,0,0,0,2,53.8,0,0,13,1.9,10,2,2,207,1,11,0,0,1,0,5,0,2,1,0,2,2,0,20,8,14
CD_I1009824,2025,2,Lily,Postlethwaite,2,CD_T7887,BL,Brisbane Lions,Lions,2,71,0,0,0,0,1,0,0,0,0,33.3,5,0,0,0,15,64.3,14,64,9,8,0,0,1,0,0,0,4,4,0,0,0,0,0,0,3,80,0,0,10,2.5,3,0,0,160,3,20,0,0,2,0,1,0,0,1,1,4,0,1,15,3,10
CD_I1009827,2025,2,Dion,Heslop,2,CD_T7887,BL,Brisbane Lions,Lions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD_I1009828,2025,2,Jade,Ellenger,2,CD_T7887,BL,Brisbane Lions,Lions,2,86.8,0,0,0,0,7,0,0,2,1,29.4,10,0,0,0,13,77.1,35,143,27,17,0,4,1,0,0,0,8,12,0,0,0,0,2,0,17,73.9,0,0,23,1.9,15,2,0,464,1,16,0,0,7,0,5,0,0,1,1,4,0,1,34,7,24
CD_I1009829,2025,2,Zimmorlei,Farquharson,2,CD_T7387,WB,Western Bulldogs,Bulldogs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD_I1009831,2025,2,Tarni,White,2,CD_T8097,COLL,Collingwood,Magpies,2,78.9,0,0,0,0,7,0,0,0,0,18.5,5,0,0,0,11,65.4,26,119,17,11,0,2,2,0,0,0,4,6,0,0,0,0,1,0,9,55,1,1,20,3.3,9,0,0,358,2,17,0,0,8,0,1,0,0,2,0,6,0,0,27,9,22
CD_I1009833,2025,2,Isabel,Dawes,2,CD_T7887,BL,Brisbane Lions,Lions,2,83.3,0,0,30,3,2,0,0,0,0,48.6,18,0,0,0,17,64.9,37,131,24,9,2,0,1,0,0,0,15,17,0,0,0,0,11,0,8,45,0,0,20,1.2,4,0,0,700,4,38,0,0,0,0,9,0,0,1,5,6,0,8,37,7,19
CD_I1009836,2025,2,Natalie,Grider,2,CD_T7887,BL,Brisbane Lions,Lions,2,89.6,0,1,0,0,6,1,33.3,3,2,44.1,15,1,0,0,10,58.8,34,144,20,12,0,0,3,0,0,0,10,15,0,0,0,0,4,0,17,63.2,1,0,19,1.3,10,0,0,368,5,11,0,0,2,0,3,0,0,4,0,6,0,0,34,10,19
CD_I1009838,2025,2,Jesse,Wardlaw,2,CD_T8796,EUR,Euro-Yroke,St Kilda,2,91,1,0,5,0,2,0,0,0,2,52.6,10,7,0,0,8,73.7,19,102,14,9,0,1,3,0,1,0,4,6,6,1,16.7,17.1,4,0,5,69.2,0,0,13,2.2,8,1,1,391,2,17,0,0,1,35,3,0,1,2,2,5,0,2,19,6,9
CD_I1009843,2025,2,Ellie,Hampson,2,CD_T7887,BL,Brisbane Lions,Lions,2,73,1,1,9,3,4,0,0,0,0,57.7,15,0,0,0,7,64,25,93,16,7,3,3,2,75,2,3,12,12,0,0,0,0,7,0,3,53.8,0,0,13,1.1,2,0,0,382,1,14,0,0,0,0,8,0,4,1,3,3,1,6,26,5,11
CD_I1009844,2025,2,Tahlia,Hickie,2,CD_T7887,BL,Brisbane Lions,Lions,2,68.9,0,0,23,3,2,0,0,2,0,50,11,1,1,100,11,66.7,21,150,14,5,1,1,2,0,0,0,9,11,36,5,13.9,53.7,6,0,3,50,0,0,10,0.9,9,0,0,281,8,29,0,0,2,67,3,0,0,8,3,9,1,6,22,4,11
CD_I1009845,2025,2,Kalinda,Howarth,2,CD_T8097,COLL,Collingwood,Magpies,2,83.7,1,0,0,0,4,0,0,0,0,31.8,7,3,1,33.3,3,60,20,89,12,7,2,3,2,33.3,1,1,4,5,0,0,0,0,3,0,0,46.7,0,0,15,3,6,3,2,303,2,14,0,0,0,0,7,0,3,1,1,4,2,1,22,5,15
CD_I1009847,2025,2,Sophie,Conway,2,CD_T7887,BL,Brisbane Lions,Lions,2,80.1,0,0,3,1,9,0,0,0,0,28,7,2,0,0,8,45.8,24,67,11,7,2,5,0,0,3,0,7,7,0,0,0,0,3,0,4,41.2,0,0,17,2.4,3,2,0,541,0,25,0,0,2,0,6,0,0,0,1,2,0,2,25,12,18
CD_I1009853,2025,2,Tyla,Hanks,2,CD_T7386,NAR,Narrm,Demons,2,80.4,0,1,27,3,6,0,0,0,0,42.6,23,1,0,0,14,78.9,57,251,45,24,2,2,5,100,0,2,15,23,0,0,0,0,6,0,11,70.6,0,0,34,1.5,8,0,0,981,0,35,0,0,5,0,13,0,2,0,5,17,1,8,54,13,31
CD_I1009854,2025,2,Denby,Taylor,2,CD_T7386,NAR,Narrm,Demons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD_I1009855,2025,2,Darcy,Guttridge,2,CD_T8796,EUR,Euro-Yroke,St Kilda,1,58.6,0,0,0,0,1,0,0,0,0,50,3,0,0,0,4,20,5,24,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0,3,1.5,1,0,0,114,0,5,0,0,2,0,0,0,0,0,1,2,0,1,6,3,3
CD_I1009856,2025,2,Grace,Egan,2,CD_T8788,RICH,Richmond,Richmond,2,61.8,0,0,12,1,8,0,0,0,0,65.4,17,0,0,0,16,50,24,77,12,4,2,5,1,0,0,0,11,13,0,0,0,0,2,0,6,36.4,0,0,11,0.8,0,0,0,242,3,30,0,0,3,0,2,0,0,0,5,8,0,6,26,5,9
CD_I1009857,2025,2,Georgia,Clarke,2,CD_T9406,ESS,Essendon,Bombers,2,80,0,0,0,0,5,0,0,1,2,42.9,6,0,0,0,3,72.7,22,90,16,11,0,3,1,0,1,0,3,6,0,0,0,0,0,0,7,68.8,7,7,16,2.7,6,1,0,489,2,10,0,0,9,0,2,0,0,1,1,5,1,1,14,6,8
CD_I1009860,2025,2,Rebecca,Webster,2,CD_T8467,GEEL,Geelong Cats,Cats,2,90.9,0,1,0,1,5,1,33.3,3,0,24.4,10,0,0,0,11,72.7,44,151,32,14,0,1,1,0,0,0,9,20,0,0,0,0,3,0,15,58.3,1,1,24,1.2,11,0,0,679,0,13,0,0,6,0,3,0,0,0,0,2,0,1,41,9,31
CD_I1009861,2025,2,Olivia,Purcell,2,CD_T7386,NAR,Narrm,Demons,2,56.1,2,0,19,1,6,0,0,0,0,51,26,0,0,0,8,71.7,53,198,38,13,4,2,6,33.3,1,1,20,31,0,0,0,0,4,0,10,59.1,0,0,22,0.7,2,1,0,729,1,34,0,0,5,0,11,0,3,0,9,14,3,10,51,11,25
CD_I1009863,2025,2,Nina,Morrison,2,CD_T8467,GEEL,Geelong Cats,Cats,2,80.8,0,0,28,0,7,0,0,0,0,40.5,17,0,0,0,26,50,44,148,22,10,4,1,1,0,0,0,16,16,0,0,0,0,7,0,5,35.7,0,0,28,1.8,2,1,1,601,4,45,0,0,5,0,3,0,2,0,4,7,2,4,42,9,25
CD_I1009865,2025,2,Lucy,McEvoy,2,CD_T9408,SYD,Sydney Swans,Swans,2,70.7,4,0,0,1,6,0,0,0,2,50,15,2,2,100,2,45.2,31,128,14,9,2,0,0,0,1,0,12,11,0,0,0,0,7,0,8,45,0,0,20,1.8,6,2,0,511,1,16,0,0,2,0,9,0,4,0,2,6,3,3,30,10,15
CD_I1009866,2025,2,Rene,Caris,2,CD_T8796,EUR,Euro-Yroke,St Kilda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD_I1009867,2025,2,Georgia,Patrikios,2,CD_T8796,EUR,Euro-Yroke,St Kilda,2,75.1,1,0,22,0,10,0,0,0,0,31,13,0,0,0,15,51.1,45,178,23,14,2,2,2,50,0,1,10,15,0,0,0,0,3,0,5,46.7,0,0,30,2,5,0,0,501,1,32,0,0,7,0,5,0,2,0,5,10,1,5,42,13,29
CD_I1009868,2025,2,Maddy,Brancatisano,2,CD_T8786,GCFC,Gold Coast SUNS,SUNS,2,67.4,0,0,22,4,12,0,0,0,0,43.3,13,0,0,0,18,75.9,29,120,22,7,3,5,4,0,0,0,8,19,0,0,0,0,3,0,3,70,0,0,10,0.5,5,0,0,339,0,31,0,0,3,0,3,0,0,0,5,12,0,9,30,9,17
CD_I1009873,2025,2,Olivia,Vesely,2,CD_T8796,EUR,Euro-Yroke,St Kilda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD_I1009875,2025,2,Eleanor,Brown,2,CD_T7889,GWS,GWS GIANTS,GIANTS,2,52.4,0,0,0,0,8,0,0,2,1,33.3,4,0,0,0,6,58.3,12,46,7,3,0,2,1,0,0,0,2,5,0,0,0,0,1,0,5,42.9,0,0,7,1.4,4,0,0,167,3,10,0,0,4,0,1,0,0,3,0,2,0,0,12,5,8
CD_I1009880,2025,2,Charlotte,Wilson,2,CD_T8786,GCFC,Gold Coast SUNS,SUNS,2,90.7,0,1,0,0,4,2,33.3,6,3,50,12,1,0,0,11,82.6,23,94,19,10,0,0,1,0,0,0,7,10,0,0,0,0,0,0,14,76.9,0,0,13,1.3,10,0,0,249,10,12,0,0,7,0,1,0,0,9,1,1,0,1,24,2,12
CD_I1009882,2025,2,Gabrielle,Newton,2,CD_T7886,WAL,Walyalup,Dockers,2,84.4,0,0,36,2,6,0,0,0,1,44.4,20,0,0,0,21,60.5,43,152,26,10,2,2,3,0,0,0,16,24,0,0,0,0,4,0,9,52.6,0,0,19,0.8,6,0,0,449,0,35,0,0,1,0,3,0,1,0,2,8,0,4,45,3,25
CD_I1009885,2025,2,Madison,Prespakis,2,CD_T9406,ESS,Essendon,Bombers,2,80.5,1,0,26,4,3,0,0,0,0,53.1,26,0,0,0,12,60.4,48,180,29,13,0,1,6,50,0,1,16,21,0,0,0,0,6,0,4,48.1,0,0,27,1.3,5,1,0,551,2,27,0,0,3,0,8,0,2,1,7,8,1,11,49,9,23
CD_I1009888,2025,2,Madeleine,Guerin,2,CD_T8096,CARL,Carlton,Blues,2,67.3,4,0,2,0,5,0,0,0,1,50,12,0,0,0,5,37.5,24,113,9,4,2,1,2,16.7,0,1,9,11,0,0,0,0,7,0,4,30.8,0,0,13,1.2,5,2,2,348,1,15,0,0,0,0,7,0,6,0,1,7,3,1,24,6,12
CD_I1009906,2025,2,Mikayla,Bowen,2,CD_T8467,GEEL,Geelong Cats,Cats,2,96.6,2,1,0,0,6,0,0,0,0,38.6,17,2,0,0,11,61.4,44,176,27,11,4,3,3,0,0,0,12,19,0,0,0,0,6,0,11,44,0,0,25,1.3,9,2,1,664,5,35,0,0,4,0,5,0,3,1,1,10,5,1,44,14,27
CD_I1009907,2025,2,Roxanne,Roux,2,CD_T8787,WAA,Waalitj Marawar,Eagles,2,79.2,0,0,0,0,0,0,0,0,0,40,6,0,0,0,11,86.7,15,93,13,9,1,0,3,0,1,0,3,4,0,0,0,0,1,0,5,81.8,0,0,11,2.8,7,0,1,206,2,13,0,0,2,0,2,0,0,1,0,7,0,0,15,3,9
CD_I1009910,2025,2,Courtney,Hodder,2,CD_T7887,BL,Brisbane Lions,Lions,2,67.1,0,0,2,0,7,0,0,0,0,73.7,14,2,1,50,7,70,20,118,14,10,4,2,5,60,0,3,9,4,0,0,0,0,5,0,3,62.5,0,0,16,4,3,3,0,389,1,23,0,0,0,0,5,0,5,1,1,9,5,1,19,10,5
CD_I1009962,2025,2,Poppy,Boltz,2,CD_T7887,BL,Brisbane Lions,Lions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD_I1009963,2025,2,Lauren,Bella,2,CD_T8786,GCFC,Gold Coast SUNS,SUNS,1,72.5,0,0,15,0,2,0,0,0,0,42.9,3,1,0,0,8,80,5,44,4,2,0,2,0,0,0,0,3,2,19,7,36.8,51.4,0,0,2,66.7,0,0,3,1.5,2,0,0,128,1,12,0,0,1,37,0,0,0,1,0,3,0,0,7,0,4
CD_I1009976,2025,2,Maddison,Gay,2,CD_T9406,ESS,Essendon,Bombers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD_I1009977,2025,2,Kerryn,Peterson,2,CD_T8096,CARL,Carlton,Blues,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD_I1009980,2025,2,Kate,Hore,2,CD_T7386,NAR,Narrm,Demons,2,93.9,3,0,18,3,5,0,0,0,1,46.7,21,2,1,50,5,76.2,42,153,32,9,8,1,1,50,4,3,12,27,0,0,0,0,3,0,7,60,0,0,15,0.6,9,4,4,314,7,16,0,0,0,0,21,0,6,1,2,2,1,5,45,3,24
CD_I1010096,2025,2,Lauren,Butler,2,CD_T8097,COLL,Collingwood,Magpies,2,100,0,0,0,0,1,1,100,1,0,33.3,3,0,0,0,10,62.5,16,61,10,9,0,1,1,0,0,0,2,2,0,0,0,0,0,0,4,64.3,7,7,14,7,3,0,0,322,4,10,0,0,5,0,1,0,0,3,0,2,0,0,9,3,6
CD_I1010102,2025,2,Nell,Morris-Dalton,2,CD_T8097,COLL,Collingwood,Magpies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD_I1010103,2025,2,Isabella,Grant,2,CD_T7387,WB,Western Bulldogs,Bulldogs,2,87.3,0,0,0,0,6,3,75,4,0,47.8,11,0,0,0,13,65.2,23,107,15,11,0,4,5,0,0,0,6,6,0,0,0,0,1,0,13,64.7,0,0,17,2.8,5,0,0,235,5,17,0,0,6,0,1,0,0,3,1,9,1,1,23,6,12
