playerId,snapshot_season,snapshot_round,player_name,position,teamNickname,cba,cba_prop,cba_team,ki,ki_team,ki_po,ki_po_prop,ki_prop,rc,rc_team,rc_prop
CD_I1026937,2025,1,Rania Crozier,FWD,Lions,0,0,10,0,9,0,,0,0,57,0
CD_I1026947,2025,1,Chantal Mason,FWD,Cats,0,0,15,0,3,0,,0,0,61,0
CD_I1027050,2025,1,Lily Paterson,MID,Power,0,0,14,0,4,0,,0,0,61,0
CD_I1027544,2025,1,Zoe Besanko,RUC,St Kilda,0,0,11,0,7,0,,0,0,54,0
CD_I1027545,2025,1,Kayla Dalgleish,MID,Eagles,0,0,11,0,8,0,,0,0,51,0
CD_I1027611,2025,1,Zoe Wakfer,DEF,Eagles,0,0,11,0,8,0,,0,0,51,0
CD_I1027783,2025,1,Stephanie Wales,RUC,Bombers,0,0,20,0,10,0,,0,0,55,0
CD_I1028464,2025,1,Dominique Carruthers,FWD,Bulldogs,11,78.5714285714286,14,0,8,0,,0,0,55,0
CD_I1028846,2025,1,Heidi Talbot,MID,SUNS,0,0,11,0,5,0,,0,0,52,0
CD_I1028918,2025,1,Ellie Veerhuis,MID,SUNS,0,0,11,0,5,0,,0,0,52,0
CD_I1029279,2025,1,Holly Cooper,MID,Swans,0,0,16,0,8,0,,0,0,61,0
CD_I1029613,2025,1,Georgia Clayden,DEF,SUNS,0,0,11,0,5,0,,0,0,52,0
CD_I1029614,2025,1,Eleanor Hartill,RUC,Lions,6,60,10,0,9,0,,0,27,57,47.3684210526316
CD_I1029615,2025,1,Erika O'Shea,DEF,Kangaroos,0,0,15,0,3,0,,0,0,62,0
CD_I1029617,2025,1,Cambridge McCormick,DEF,GIANTS,0,0,20,0,7,0,,0,3,54,5.55555555555556
CD_I1029618,2025,1,Vikki Wall,FWD,Kangaroos,0,0,15,0,3,0,,0,0,62,0
CD_I1029621,2025,1,Megan Kauffman,FWD,Freo,0,0,14,0,6,0,,0,0,61,0
CD_I1029623,2025,1,Orlagh Lally,MID,Freo,0,0,14,0,6,0,,0,0,61,0
CD_I1029625,2025,1,Blaithin Mackin,MID,Demons,0,0,14,1,7,1,100,14.2857142857143,0,55,0
CD_I1029626,2025,1,Aine McDonagh,FWD,Hawks,0,0,10,0,11,0,,0,6,56,10.7142857142857
CD_I1029628,2025,1,Saraid Taylor,DEF,Demons,0,0,14,0,7,0,,0,0,55,0
CD_I1030180,2025,1,Lilly Baker,DEF,Lions,0,0,10,0,9,0,,0,0,57,0
CD_I1030204,2025,1,Chloe Gaunt,FWD,Power,0,0,14,0,4,0,,0,0,61,0
CD_I1030375,2025,1,Sophie Strong,MID,Bombers,0,0,20,0,10,0,,0,0,55,0
CD_I1030964,2025,1,Jasmine Evans,FWD,Power,0,0,14,0,4,0,,0,0,61,0
CD_I1031080,2025,1,Christina Leuzzi,MID,Crows,0,0,11,0,5,0,,0,0,54,0
CD_I1031247,2025,1,Joanne Cregg,MID,Freo,0,0,14,0,6,0,,0,0,61,0
CD_I1031272,2025,1,Indiana West,MID,Freo,0,0,14,0,6,0,,0,0,61,0
CD_I1031303,2025,1,Elli Symonds,RUC,Hawks,0,0,10,0,11,0,,0,0,56,0
CD_I1031314,2025,1,Grace Baba,MID,Hawks,0,0,10,0,11,0,,0,0,56,0
CD_I1031322,2025,1,Evie Parker,FWD,Freo,0,0,14,0,6,0,,0,0,61,0
CD_I1031342,2025,1,Jasmine Sowden,MID,Power,0,0,14,0,4,0,,0,0,61,0
CD_I1031354,2025,1,Claire Mahony,FWD,Kangaroos,0,0,15,0,3,0,,0,0,62,0
CD_I1031366,2025,1,Holly Egan,DEF,Freo,0,0,14,0,6,0,,0,0,61,0
CD_I1031378,2025,1,Holly Ridewood,MID,Bombers,0,0,20,0,10,0,,0,0,55,0
CD_I1031379,2025,1,Zoe Hargreaves,MID,Richmond,0,0,16,0,10,0,,0,0,62,0
CD_I1031390,2025,1,Emma McDonald,FWD,Bulldogs,0,0,14,0,8,0,,0,0,55,0
CD_I1031398,2025,1,Isabel Bacon,DEF,Richmond,6,37.5,16,0,10,0,,0,0,62,0
CD_I1031412,2025,1,Mackenzie Ford,FWD,Richmond,0,0,16,0,10,0,,0,0,62,0
CD_I1031564,2025,1,Amelia Martin,FWD,Swans,0,0,16,0,8,0,,0,0,61,0
CD_I1031784,2025,1,Cleo Buttifant,DEF,Bulldogs,0,0,14,0,8,0,,0,0,55,0
CD_I1031857,2025,1,Shelby Knoll,FWD,Richmond,0,0,16,0,10,0,,0,0,62,0
CD_I1033157,2025,1,Jennifer Dunne,DEF,Lions,0,0,10,3,9,3,100,33.3333333333333,0,57,0
CD_I1033158,2025,1,Dayna Finn,MID,Blues,0,0,13,0,3,0,,0,0,68,0
CD_I1033159,2025,1,Erone Fitzpatrick,MID,Blues,3,23.0769230769231,13,0,3,0,,0,0,68,0
CD_I1033161,2025,1,Anna-Rose Kennedy,DEF,Cats,0,0,15,0,3,0,,0,0,61,0
CD_I1033162,2025,1,Aimee Mackin,FWD,Demons,0,0,14,0,7,0,,0,0,55,0
CD_I1033163,2025,1,Niamh Martin,FWD,Kangaroos,0,0,15,0,3,0,,0,0,62,0
CD_I1033164,2025,1,Paris McCarthy,FWD,Swans,0,0,16,0,8,0,,0,0,61,0
CD_I1033165,2025,1,Niamh McLaughlin,DEF,SUNS,0,0,11,1,5,1,100,20,0,52,0
CD_I1033166,2025,1,Aishling Moloney,FWD,Cats,0,0,15,0,3,0,,0,2,61,3.27868852459016
CD_I1033167,2025,1,Courtney Murphy,RUC,Bombers,7,35,20,0,10,0,,0,29,55,52.7272727272727
CD_I1033168,2025,1,Julie O'Sullivan,DEF,Swans,0,0,16,0,8,0,,0,0,61,0
CD_I1033269,2025,1,Evie Long,FWD,Lions,0,0,10,0,9,0,,0,0,57,0
CD_I1033348,2025,1,Imogen Brown,MID,Swans,0,0,16,0,8,0,,0,0,61,0
CD_I1033875,2025,1,Rebecca Clottey,FWD,Hawks,0,0,10,0,11,0,,0,0,56,0
CD_I1035370,2025,1,Taya Oliver,FWD,SUNS,0,0,11,0,5,0,,0,0,52,0
CD_I1035371,2025,1,Ryleigh Wotherspoon,MID,Demons,0,0,14,0,7,0,,0,0,55,0
CD_I1035374,2025,1,Muireann Atkinson,DEF,Magpies,0,0,13,0,8,0,,0,0,68,0
CD_I1035375,2025,1,Amy Boyle-Carr,FWD,Crows,0,0,11,0,5,0,,0,0,54,0
CD_I1035689,2025,1,Courtney Lindgren,FWD,Eagles,0,0,11,0,8,0,,0,0,51,0
CD_I1036082,2025,1,Kate Kenny,FWD,Cats,0,0,15,0,3,0,,0,0,61,0
CD_I1036083,2025,1,Eilish O'Dowd,RUC,GIANTS,3,15,20,0,7,0,,0,13,54,24.0740740740741
CD_I1036084,2025,1,Grace Beasley,MID,Demons,0,0,14,0,7,0,,0,0,55,0
CD_I1036296,2025,1,Caitlin Reid,RUC,Swans,2,12.5,16,0,8,0,,0,14,61,22.9508196721311
CD_I1036297,2025,1,Piper Dunlop,RUC,Cats,13,86.6666666666667,15,0,3,0,,0,24,61,39.344262295082
CD_I1036298,2025,1,Caitlin Fletcher,MID,GIANTS,0,0,20,0,7,0,,0,1,54,1.85185185185185
CD_I1036301,2025,1,Sophie Kavanagh,MID,GIANTS,0,0,20,0,7,0,,0,0,54,0
CD_I1036302,2025,1,Blaithin Bogue,FWD,Kangaroos,0,0,15,0,3,0,,0,0,62,0
CD_I1037024,2025,1,Lavinia Cox,MID,Hawks,0,0,10,0,11,0,,0,0,56,0
CD_I1037133,2025,1,Sanne Bakker,MID,Eagles,0,0,11,0,8,0,,0,0,51,0
CD_I1042236,2025,1,Aisling Reidy,MID,Blues,0,0,13,0,3,0,,0,0,68,0
CD_I1042237,2025,1,Siofra O'Connell,DEF,Blues,0,0,13,0,3,0,,0,0,68,0
CD_I1042238,2025,1,Maria Cannon,FWD,Blues,0,0,13,0,3,0,,0,0,68,0
CD_I1042241,2025,1,Amelia Dethridge,MID,Demons,0,0,14,0,7,0,,0,0,55,0
CD_I1042246,2025,1,Kellyann Hogan,FWD,Magpies,0,0,13,0,8,0,,0,0,68,0
CD_I1042256,2025,1,Grace Brooker,FWD,Bombers,0,0,20,0,10,0,,0,0,55,0
CD_I1042260,2025,1,Caitlin Tipping,RUC,Cats,0,0,15,0,3,0,,0,0,61,0
CD_I1042264,2025,1,Amy Gavin-Mangan,FWD,Kangaroos,0,0,15,0,3,0,,0,0,62,0
CD_I1042277,2025,1,Matilda Banfield,FWD,Freo,0,0,14,0,6,0,,0,0,61,0
CD_I1042707,2025,1,Kayleigh Cronin,DEF,Crows,0,0,11,0,5,0,,0,0,54,0
CD_I1042794,2025,1,Aoibhin Cleary,DEF,Richmond,0,0,16,0,10,0,,0,0,62,0
CD_I1042795,2025,1,Neasa Dooley,FWD,Lions,0,0,10,0,9,0,,0,0,57,0
CD_I1042797,2025,1,Grace Kos,FWD,GIANTS,18,90,20,0,7,0,,0,37,54,68.5185185185185
CD_I1043806,2025,1,Tayla Gregory,RUC,SUNS,8,72.7272727272727,11,0,5,0,,0,28,52,53.8461538461539
CD_I296125,2025,1,Ellie Blackburn,MID,Bulldogs,0,0,14,0,8,0,,0,0,55,0
CD_I296141,2025,1,Louise Stephenson,FWD,Bulldogs,2,14.2857142857143,14,0,8,0,,0,6,55,10.9090909090909
CD_I296148,2025,1,Rebecca Privitelli,FWD,Swans,0,0,16,0,8,0,,0,5,61,8.19672131147541
CD_I296154,2025,1,Jasmine Garner,MID,Kangaroos,13,86.6666666666667,15,0,3,0,,0,0,62,0
CD_I296158,2025,1,Bianca Jakobsson,DEF,St Kilda,0,0,11,0,7,0,,0,0,54,0
CD_I997649,2025,1,Kaitlyn Ashmore,MID,Hawks,0,0,10,0,11,0,,0,0,56,0
CD_I997663,2025,1,Darcy Vescio,FWD,Blues,0,0,13,2,3,2,100,66.6666666666667,0,68,0
CD_I997686,2025,1,Kirsty Lamb,FWD,Power,5,35.7142857142857,14,0,4,0,,0,1,61,1.63934426229508
CD_I997700,2025,1,Eliza Shannon,DEF,Kangaroos,0,0,15,1,3,1,100,33.3333333333333,0,62,0
CD_I997708,2025,1,Lily Mithen,MID,SUNS,0,0,11,0,5,0,,0,0,52,0
CD_I997709,2025,1,Amy McDonald,MID,Cats,9,60,15,0,3,0,,0,0,61,0
CD_I997725,2025,1,Isabel Huntington,DEF,GIANTS,0,0,20,0,7,0,,0,0,54,0
CD_I997728,2025,1,Deanna Berry,MID,Bulldogs,0,0,14,0,8,0,,0,0,55,0
CD_I997729,2025,1,Brittany Bonnici,MID,Magpies,13,100,13,0,8,0,,0,0,68,0
CD_I997733,2025,1,Katherine Smith,DEF,GIANTS,0,0,20,5,7,2,250,71.4285714285714,0,54,0
CD_I997736,2025,1,Jordyn Allen,DEF,Magpies,0,0,13,0,8,0,,0,0,68,0
CD_I997743,2025,1,Katelyn Cox,FWD,Richmond,0,0,16,0,10,0,,0,0,62,0
CD_I997745,2025,1,Georgia Gee,FWD,Bombers,0,0,20,0,10,0,,0,0,55,0
CD_I998029,2025,1,Alicia Eva,FWD,GIANTS,0,0,20,0,7,0,,0,0,54,0
CD_I998030,2025,1,Kiara Bowers,MID,Freo,13,92.8571428571429,14,0,6,0,,0,0,61,0
CD_I998032,2025,1,Emma Swanson,DEF,Eagles,0,0,11,0,8,0,,0,0,51,0
CD_I998039,2025,1,Tayla Harris,FWD,Demons,0,0,14,0,7,0,,0,1,55,1.81818181818182
CD_I998040,2025,1,Hayley Miller,MID,Freo,0,0,14,0,6,0,,0,0,61,0
CD_I998041,2025,1,Kellie Gibson,FWD,Eagles,0,0,11,0,8,0,,0,0,51,0
CD_I998044,2025,1,Chelsea Randall,DEF,Crows,0,0,11,0,5,0,,0,0,54,0
CD_I998149,2025,1,Paxy Paxman,DEF,Demons,0,0,14,1,7,1,100,14.2857142857143,0,55,0
CD_I998150,2025,1,Emma Kearney,DEF,Kangaroos,0,0,15,0,3,0,,0,0,62,0
CD_I998155,2025,1,Emily Bates,MID,Hawks,8,80,10,0,11,0,,0,0,56,0
CD_I998156,2025,1,Dana Hooker,MID,Eagles,0,0,11,0,8,0,,0,0,51,0
CD_I998157,2025,1,Katie Brennan,FWD,Richmond,0,0,16,0,10,0,,0,2,62,3.2258064516129
CD_I998164,2025,1,Nicola Stevens,DEF,St Kilda,0,0,11,0,7,0,,0,0,54,0
