Season,Round,player_id,Player,squad_id,Team,Position,af_cost,af_be,sc_cost,minutes_played,SC,AF,matchId,TOG,CBA,KI,CBA_PERC,KI_PERC,TeamCBA,TeamKI,team.name,venue.name,result,sc_be,sc_OwnershipTotal,sc_OwnershipTop1000,sc_OwnershipTop100,sc_OwnershipTop10,af_OwnershipTotal,af_OwnershipTop1000,af_OwnershipTop100,af_OwnershipTop10,af_magic_number,sc_magic_number,af_priced_at,sc_priced_at,Opposition,home_status
2025,5,CD_I1009199,Noah Anderson,1000,GCS,MID,1053000,127,567200,110,113,94,CD_M20250140504,82,29,0,81,0,36,11,Gold Coast SUNS,Barossa Park,W,124,8.04706,8.2,3,0,4.03,2.3,2,0,10018.45029,5177.45313,105.1060763,109.5519333,North Melbourne,away
2025,5,CD_I290528,Max Gawn,90,MEL,RUC,1002000,114,582000,107,145,118,CD_M20250140506,82,22,0,85,0,26,6,Melbourne,Adelaide Oval,L,81,18.9782,39.6,42,40,18.07,34.3,46,40,10018.45029,5177.45313,100.0154686,112.4104816,Essendon,home
2025,5,CD_I1023518,Harry Sheezel,100,NTH,DEF/MID,1075000,122,570000,115,102,100,CD_M20250140504,85,26,0,72,0,36,15,North Melbourne,Barossa Park,L,95,61.2287,84.7,78,70,56.53,56.6,56,70,10018.45029,5177.45313,107.3020247,110.0927397,Gold Coast SUNS,home
2025,5,CD_I261224,Dayne Zorko,20,BRL,DEF,1076000,142,591700,100,82,90,CD_M20250140505,76,0,7,0,54,36,13,Brisbane Lions,Norwood Oval,W,177,21.6572,46,50,60,16.39,14.3,22,30,10018.45029,5177.45313,107.4018405,114.2839897,Western Bulldogs,away
2025,5,CD_I990704,Patrick Cripps,30,CAR,MID,875000,123,505400,102,114,84,CD_M20250140503,81,15,0,56,0,27,13,Carlton,Adelaide Oval,W,132,12.3351,2.3,1,0,5.83,0.2,0,0,10018.45029,5177.45313,87.3388573,97.61556257,West Coast Eagles,home
2025,5,CD_I296205,Jack Steele,130,STK,MID,1012000,131,548300,92,80,80,CD_M20250140508,73,21,0,68,0,31,14,St Kilda,Norwood Oval,L,142,0.679477,0,0,0,1.13,0,0,0,10018.45029,5177.45313,101.013627,105.9014898,GWS GIANTS,home
2025,5,CD_I992016,Zach Merrett,50,ESS,MID,1131000,105,613600,110,124,134,CD_M20250140506,85,20,0,77,0,26,9,Essendon,Adelaide Oval,W,137,9.61825,7.5,7,10,11.23,7.1,8,10,10018.45029,5177.45313,112.8917116,118.5138686,Melbourne,away
2025,5,CD_I291790,Adam Treloar,140,WBD,MID,1129000,124,628200,,,,,,,,,,,,,,,125,0.161883,0,0,0,0.85,0,0,0,10018.45029,5177.45313,112.6920799,121.3337879,,
2025,5,CD_I1012013,Nic Martin,50,ESS,DEF/FWD,982000,114,516500,124,108,121,CD_M20250140506,95,0,0,0,0,26,9,Essendon,Adelaide Oval,W,113,4.00864,0.2,0,0,4.53,0,0,0,10018.45029,5177.45313,98.01915185,99.75947382,Melbourne,away
2025,5,CD_I993834,Josh Dunkley,20,BRL,MID,1109000,130,579900,102,88,98,CD_M20250140505,78,31,0,86,0,36,13,Brisbane Lions,Norwood Oval,W,144,11.0021,12.4,14,0,9.79,14.3,13,0,10018.45029,5177.45313,110.6957631,112.0048768,Western Bulldogs,away
2025,5,CD_I1015507,Nasiah Wanganeen-Milera,130,STK,DEF,1012000,114,567500,100,133,102,CD_M20250140508,79,2,4,6,29,31,14,St Kilda,Norwood Oval,L,83,12.7076,24.6,27,30,14.84,35.4,32,30,10018.45029,5177.45313,101.013627,109.6098769,GWS GIANTS,home
2025,5,CD_I297401,Matt Crouch,10,ADE,MID,960000,135,513700,82,72,76,CD_M20250140501,63,23,0,62,0,37,11,Adelaide Crows,Adelaide Oval,L,188,0.276122,0,0,0,0.34,0,0,0,10018.45029,5177.45313,95.82320344,99.21866738,Geelong Cats,home
2025,5,CD_I1020895,Jai Newcombe,80,HAW,MID,947000,79,548000,107,104,118,CD_M20250140509,79,27,0,77,0,35,13,Hawthorn,Adelaide Oval,L,134,3.20735,0.6,0,0,6.06,0.4,0,0,10018.45029,5177.45313,94.52559756,105.8435463,Port Adelaide,away
2025,5,CD_I992242,Jordan Dawson,10,ADE,MID,1091000,134,532700,113,60,92,CD_M20250140501,87,30,0,81,0,37,11,Adelaide Crows,Adelaide Oval,L,134,14.713,22.3,15,30,35.69,73.1,74,70,10018.45029,5177.45313,108.8990781,102.8884254,Geelong Cats,home
2025,5,CD_I1009208,Matt Rowell,1000,GCS,MID,989000,111,559100,109,126,99,CD_M20250140504,81,31,0,86,0,36,11,Gold Coast SUNS,Barossa Park,W,134,13.2614,7.6,8,10,4.21,0.9,0,0,10018.45029,5177.45313,98.71786271,107.9874575,North Melbourne,away
2025,5,CD_I1009420,Caleb Serong,60,FRE,MID,990000,97,589200,98,103,101,CD_M20250140507,79,22,0,81,0,27,5,Fremantle,Barossa Park,W,107,26.6311,17.9,14,0,10.64,8.6,9,10,10018.45029,5177.45313,98.81767855,113.8011268,Richmond,away
2025,5,CD_I293535,Lachie Neale,20,BRL,MID,939000,89,553800,115,90,93,CD_M20250140505,88,31,0,86,0,36,13,Brisbane Lions,Norwood Oval,W,111,24.2381,12,4,10,5.95,5.7,9,10,10018.45029,5177.45313,93.72707087,106.9637882,Western Bulldogs,away
2025,5,CD_I1024272,Colby McKercher,100,NTH,DEF/MID,707000,111,379400,80,22,26,CD_M20250140504,60,0,0,0,0,36,15,North Melbourne,Barossa Park,L,125,3.32971,0,0,0,4.09,0.2,0,0,10018.45029,5177.45313,70.5697967,73.27927274,Gold Coast SUNS,home
2025,5,CD_I998172,Tim Taranto,120,RIC,MID,895000,92,473100,107,101,97,CD_M20250140507,86,22,0,81,0,27,12,Richmond,Barossa Park,L,85,0.658361,0,0,0,2.86,4,3,0,10018.45029,5177.45313,89.33517404,91.37697399,Fremantle,home
2025,5,CD_I297523,Reilly O'Brien,10,ADE,RUC,808000,123,428200,107,67,57,CD_M20250140501,82,30,0,81,0,37,11,Adelaide Crows,Adelaide Oval,L,121,0.57769,0,0,0,1.11,0,0,0,10018.45029,5177.45313,80.65119623,82.70475642,Geelong Cats,home
2025,5,CD_I293957,Brodie Grundy,160,SYD,RUC,898000,93,530400,99,122,106,CD_M20250140502,78,23,0,72,0,32,12,Sydney Swans,Adelaide Oval,L,82,0.838653,0.1,0,0,4.05,0,0,0,10018.45029,5177.45313,89.63462155,102.4441915,Collingwood,away
2025,5,CD_I1006121,Zak Butters,110,PTA,MID,1052000,123,648900,109,135,105,CD_M20250140509,81,23,0,66,0,35,7,Port Adelaide,Adelaide Oval,W,146,1.17595,0.1,0,0,1.68,0.1,0,0,10018.45029,5177.45313,105.0062604,125.3318927,Hawthorn,home
2025,5,CD_I297373,Marcus Bontempelli,140,WBD,MID,1101000,121,681000,,,,,,,,,,,,,,,136,2.10123,0,0,0,2.41,0,0,0,10018.45029,5177.45313,109.8972364,131.5318522,,
2025,5,CD_I291856,Tom Mitchell,40,COL,MID,829000,91,395200,,,,,,,,,,,,,,,79,0.139144,0,0,0,0.08,0,0,0,10018.45029,5177.45313,82.74732881,76.33096622,,
2025,5,CD_I1005054,Josh Daicos,40,COL,MID/DEF,911000,118,449100,104,59,65,CD_M20250140502,82,0,1,0,17,32,6,Collingwood,Adelaide Oval,W,118,1.94476,0.1,0,0,4.9,0,0,0,10018.45029,5177.45313,90.93222743,86.74149021,Sydney Swans,home
2025,5,CD_I994389,Jack Sinclair,130,STK,DEF/MID,1056000,110,642200,112,108,106,CD_M20250140508,88,4,6,13,43,31,14,St Kilda,Norwood Oval,L,158,20.6025,30.2,30,40,13.58,26.1,27,10,10018.45029,5177.45313,105.4055238,124.0378201,GWS GIANTS,home
2025,5,CD_I1002267,Luke Davies-Uniacke,100,NTH,MID,896000,89,504700,114,101,106,CD_M20250140504,85,30,0,83,0,36,15,North Melbourne,Barossa Park,L,97,4.8029,1.6,0,0,1.78,0.1,0,0,10018.45029,5177.45313,89.43498988,97.48036096,Gold Coast SUNS,home
2025,5,CD_I298174,Toby Nankervis,120,RIC,RUC,950000,122,548000,101,125,84,CD_M20250140507,82,24,0,89,0,27,12,Richmond,Barossa Park,L,115,2.5636,2.4,0,0,2.47,0.9,2,10,10018.45029,5177.45313,94.82504507,105.8435463,Fremantle,home
2025,5,CD_I1004592,Tim English,140,WBD,RUC,990000,101,523200,114,112,98,CD_M20250140505,87,30,0,83,0,36,10,Western Bulldogs,Norwood Oval,L,94,5.09418,0.9,0,0,6.48,6.8,4,10,10018.45029,5177.45313,98.81767855,101.0535464,Brisbane Lions,home
2025,5,CD_I1009260,Sam Flanders,1000,GCS,DEF/MID,1011000,136,581900,104,93,78,CD_M20250140504,77,5,0,14,0,36,11,Gold Coast SUNS,Barossa Park,W,171,2.28153,0,0,0,3.48,0.3,0,0,10018.45029,5177.45313,100.9138111,112.3911671,North Melbourne,away
2025,5,CD_I1005521,Oscar McInerney,20,BRL,RUC,830000,108,469800,107,48,62,CD_M20250140505,81,30,0,83,0,36,13,Brisbane Lions,Norwood Oval,W,119,1.2615,0,0,0,1.66,0,0,0,10018.45029,5177.45313,82.84714464,90.73959497,Western Bulldogs,away
2025,5,CD_I293222,Rory Laird,10,ADE,MID/DEF,926000,120,511500,101,99,89,CD_M20250140501,77,0,0,0,0,37,11,Adelaide Crows,Adelaide Oval,L,149,0.592309,0.3,2,0,0.57,0.2,0,0,10018.45029,5177.45313,92.42946499,98.79374803,Geelong Cats,home
2025,5,CD_I291975,Jarrod Witts,1000,GCS,RUC,968000,118,554100,109,73,85,CD_M20250140504,81,27,0,75,0,36,11,Gold Coast SUNS,Barossa Park,W,158,2.63724,0.2,0,0,1.52,0.1,0,0,10018.45029,5177.45313,96.62173014,107.0217317,North Melbourne,away
2025,5,CD_I294036,George Hewett,30,CAR,MID,1016000,83,571100,100,132,121,CD_M20250140503,80,19,0,70,0,27,13,Carlton,Adelaide Oval,W,84,1.97346,2,0,0,3.38,2.4,3,0,10018.45029,5177.45313,101.4128903,110.3051994,West Coast Eagles,home
2025,5,CD_I1000980,Lloyd Meek,80,HAW,RUC,863000,89,529500,117,105,103,CD_M20250140509,86,33,0,94,0,35,13,Hawthorn,Adelaide Oval,L,93,7.30261,2.2,1,0,7.27,0.3,0,0,10018.45029,5177.45313,86.14106726,102.2703609,Port Adelaide,away
2025,5,CD_I1000978,Hugh McCluggage,20,BRL,MID,1009000,74,620700,105,135,111,CD_M20250140505,80,25,0,69,0,36,13,Brisbane Lions,Norwood Oval,W,80,3.87166,1.9,1,0,1.95,1.1,1,0,10018.45029,5177.45313,100.7141795,119.8851992,Western Bulldogs,away
2025,5,CD_I298539,Isaac Heeney,160,SYD,MID,936000,112,541800,106,118,102,CD_M20250140502,84,24,0,75,0,32,12,Sydney Swans,Adelaide Oval,L,112,5.87057,0,0,0,8.58,0,0,0,10018.45029,5177.45313,93.42762336,104.6460463,Collingwood,away
2025,5,CD_I992049,Jayden Short,120,RIC,DEF,882000,76,437500,94,103,103,CD_M20250140507,77,0,4,0,33,27,12,Richmond,Barossa Park,L,72,15.9891,12.6,6,10,37.77,91.6,90,100,10018.45029,5177.45313,88.03756816,84.50100638,Fremantle,home
2025,5,CD_I298272,Touk Miller,1000,GCS,MID,958000,104,567700,112,106,97,CD_M20250140504,83,24,0,67,0,36,11,Gold Coast SUNS,Barossa Park,W,125,1.93718,0.8,3,0,0.85,0,0,0,10018.45029,5177.45313,95.62357177,109.6485059,North Melbourne,away
2025,5,CD_I993817,Darcy Parish,50,ESS,MID,940000,103,481400,,,,,,,,,,,,,,,96,0.152138,0,0,0,0.13,0,0,0,10018.45029,5177.45313,93.8268867,92.98007879,,
2025,5,CD_I1006126,James Rowbottom,160,SYD,MID,806000,78,474300,100,89,94,CD_M20250140502,79,23,0,72,0,32,12,Sydney Swans,Adelaide Oval,L,120,0.232267,0,0,0,2.04,0,0,0,10018.45029,5177.45313,80.45156456,91.60874818,Collingwood,away
2025,5,CD_I1001026,Jordan Ridley,50,ESS,DEF,759000,87,508900,112,106,100,CD_M20250140506,86,0,3,0,33,26,9,Essendon,Adelaide Oval,W,112,0.418514,0,0,0,0.48,0,0,0,10018.45029,5177.45313,75.76022022,98.29157062,Melbourne,away
2025,5,CD_I992330,Jordon Sweet,110,PTA,RUC,831000,89,471000,118,114,93,CD_M20250140509,87,33,0,94,0,35,7,Port Adelaide,Adelaide Oval,W,90,1.88521,0.1,0,0,2.65,0.6,0,0,10018.45029,5177.45313,82.94696048,90.97136916,Hawthorn,home
2025,5,CD_I1006103,Jye Caldwell,50,ESS,MID,1043000,107,519900,,,,,,,,,,,,,,,109,0.878717,0.1,0,0,1.09,0,0,0,10018.45029,5177.45313,104.1079179,100.4161674,,
2025,5,CD_I294318,Ollie Wines,110,PTA,MID,912000,110,506200,86,70,84,CD_M20250140509,63,18,0,51,0,35,7,Port Adelaide,Adelaide Oval,W,138,0.321601,0,0,0,0.38,0,0,0,10018.45029,5177.45313,91.03204327,97.7700787,Hawthorn,home
2025,5,CD_I1012014,Chad Warner,160,SYD,MID/FWD,871000,113,499400,115,81,86,CD_M20250140502,91,14,0,44,0,32,12,Sydney Swans,Adelaide Oval,L,163,3.68704,0.1,0,0,6.25,0,0,0,10018.45029,5177.45313,86.93959396,96.45669163,Collingwood,away
2025,5,CD_I291800,Tom Stewart,70,GEE,DEF,805000,104,483500,,,,,,,,,,,,,,,162,4.82347,2.1,2,0,4.45,2.9,3,0,10018.45029,5177.45313,80.35174872,93.38568363,,
2025,5,CD_I291902,Jack Viney,90,MEL,MID,770000,103,386300,98,69,79,CD_M20250140506,75,14,0,54,0,26,6,Melbourne,Adelaide Oval,L,108,0.334595,0,0,0,0.32,0,0,0,10018.45029,5177.45313,76.85819443,74.61197432,Essendon,home
2025,5,CD_I1006152,Jordan Clark,60,FRE,DEF,895000,100,547700,110,104,89,CD_M20250140507,89,0,1,0,20,27,5,Fremantle,Barossa Park,W,122,9.0633,38.3,43,40,4.11,4.2,5,0,10018.45029,5177.45313,89.33517404,105.7856027,Richmond,away
2025,5,CD_I994295,Dan Houston,40,COL,DEF,884000,120,562900,,,,,,,,,,,,,,,152,7.81967,0.3,0,0,3.59,0,0,0,10018.45029,5177.45313,88.23719984,108.7214091,,
2025,5,CD_I298210,Christian Petracca,90,MEL,MID/FWD,879000,94,483200,112,96,104,CD_M20250140506,86,17,0,65,0,26,6,Melbourne,Adelaide Oval,L,101,8.12557,7,6,10,9.99,8.7,8,0,10018.45029,5177.45313,87.73812065,93.32774008,Essendon,home
2025,5,CD_I1001299,Connor Rozee,110,PTA,MID,1042000,110,498700,113,137,126,CD_M20250140509,83,0,1,0,14,35,7,Port Adelaide,Adelaide Oval,W,85,22.6171,59.2,67,80,37.41,92.3,91,100,10018.45029,5177.45313,104.0081021,96.32149002,Hawthorn,home
2025,5,CD_I996708,Bailey Dale,140,WBD,DEF,869000,119,516800,111,68,68,CD_M20250140505,85,0,5,0,50,36,10,Western Bulldogs,Norwood Oval,L,131,15.2885,17.7,19,0,2.78,1.1,2,0,10018.45029,5177.45313,86.73996228,99.81741737,Brisbane Lions,home
2025,5,CD_I1023517,Will Ashcroft,20,BRL,MID,899000,71,538200,105,112,101,CD_M20250140505,80,18,0,50,0,36,13,Brisbane Lions,Norwood Oval,W,80,22.6545,43.5,60,70,20.93,26.9,25,0,10018.45029,5177.45313,89.73443739,103.9507237,Western Bulldogs,away
2025,5,CD_I996701,Clayton Oliver,90,MEL,MID,928000,81,469600,106,86,98,CD_M20250140506,81,19,0,73,0,26,6,Melbourne,Adelaide Oval,L,97,60.919,95.5,96,90,54.18,97.6,98,100,10018.45029,5177.45313,92.62909666,90.70096594,Essendon,home
2025,5,CD_I1009256,Hayden Young,60,FRE,MID,942000,107,546100,85,79,90,CD_M20250140507,69,9,0,33,0,27,5,Fremantle,Barossa Park,W,146,0.213318,0,0,0,0.59,0.1,0,0,10018.45029,5177.45313,94.02651838,105.4765705,Richmond,away
2025,5,CD_I296347,Josh Kelly,1010,GWS,MID,961000,114,513600,107,115,93,CD_M20250140508,85,20,0,65,0,31,10,GWS GIANTS,Norwood Oval,W,84,0.977255,0,0,0,2.65,0.1,0,0,10018.45029,5177.45313,95.92301928,99.19935286,St Kilda,away
2025,5,CD_I1006136,Lachlan Sholl,10,ADE,MID,656000,126,325000,59,15,28,CD_M20250140501,45,0,0,0,0,37,11,Adelaide Crows,Adelaide Oval,L,131,0.105576,0,0,0,0.12,0,0,0,10018.45029,5177.45313,65.47918902,62.77217617,Geelong Cats,home
2025,5,CD_I292128,Elliot Yeo,150,WCE,MID,933000,102,564700,,,,,,,,,,,,,,,112,0.048186,0,0,0,0.17,0,0,0,10018.45029,5177.45313,93.12817585,109.0690704,,
2025,5,CD_I997078,Mason Redman,50,ESS,DEF,815000,90,458000,113,86,81,CD_M20250140506,87,0,4,0,44,26,9,Essendon,Adelaide Oval,W,77,0.442878,0,0,0,0.58,0,0,0,10018.45029,5177.45313,81.34990709,88.46048211,Melbourne,away
2025,5,CD_I295898,Tim Kelly,150,WCE,MID,773000,120,462700,,,,,,,,,,,,,,,150,0.192203,0,0,0,0.45,0,0,0,10018.45029,5177.45313,77.15764194,89.36826435,,
2025,5,CD_I1015889,Max Holmes,70,GEE,DEF/MID,962000,89,542400,109,147,133,CD_M20250140501,83,25,2,68,20,37,10,Geelong Cats,Adelaide Oval,W,105,27.5461,37.8,43,40,19.13,33.4,36,50,10018.45029,5177.45313,96.02283512,104.7619334,Adelaide Crows,away
2025,5,CD_I298268,Liam Duggan,150,WCE,DEF,759000,85,393500,108,84,88,CD_M20250140503,86,0,4,0,21,27,19,West Coast Eagles,Adelaide Oval,L,77,0.298861,0,0,0,0.86,0,0,0,10018.45029,5177.45313,75.76022022,76.00261946,Carlton,away
2025,5,CD_I999827,Zac Fisher,100,NTH,DEF,825000,104,458000,115,95,66,CD_M20250140504,85,0,3,0,20,36,15,North Melbourne,Barossa Park,L,94,0.110449,0,0,0,0.25,0,0,0,10018.45029,5177.45313,82.34806546,88.46048211,Gold Coast SUNS,home
2025,5,CD_I1005144,Massimo D'Ambrosio,80,HAW,MID,718000,86,423400,115,53,66,CD_M20250140509,85,0,0,0,0,35,13,Hawthorn,Adelaide Oval,L,135,1.79317,0,0,0,4.18,0,0,0,10018.45029,5177.45313,71.66777091,81.77765966,Port Adelaide,away
2025,5,CD_I1008436,Kieren Briggs,1010,GWS,RUC,777000,79,476300,97,84,87,CD_M20250140508,77,24,0,77,0,31,10,GWS GIANTS,Norwood Oval,W,94,1.32918,3.9,11,30,3.49,3.5,6,0,10018.45029,5177.45313,77.55690529,91.99503849,St Kilda,away
2025,5,CD_I290799,Tom Liberatore,140,WBD,MID,1017000,112,589800,107,101,85,CD_M20250140505,82,31,0,86,0,36,10,Western Bulldogs,Norwood Oval,L,149,7.77852,9.9,11,20,9.51,13,25,40,10018.45029,5177.45313,101.5127061,113.9170139,Brisbane Lions,home
2025,5,CD_I998215,Will Setterfield,50,ESS,MID,845000,78,462300,102,110,104,CD_M20250140506,78,18,0,69,0,26,9,Essendon,Adelaide Oval,W,80,0.184623,0,0,0,0.24,0.1,0,0,10018.45029,5177.45313,84.3443822,89.29100629,Melbourne,away
2025,5,CD_I295518,Sam Docherty,30,CAR,MID,774000,60,414100,101,67,87,CD_M20250140503,81,0,0,0,0,27,13,Carlton,Adelaide Oval,W,98,0.449375,0,0,0,2.42,0.9,2,0,10018.45029,5177.45313,77.25745778,79.9814097,West Coast Eagles,home
2025,5,CD_I294674,Nick Vlastuin,120,RIC,DEF,728000,78,421400,102,96,89,CD_M20250140507,83,0,2,0,17,27,12,Richmond,Barossa Park,L,71,0.563614,0,0,0,0.77,0,0,0,10018.45029,5177.45313,72.66592928,81.39136935,Fremantle,home
2025,5,CD_I998129,Will Brodie,60,FRE,MID,481000,53,191800,,,,,,,,,,,,,,,38,0.365997,0,0,0,0.29,0,0,0,10018.45029,5177.45313,48.01141756,37.0452412,,
2025,5,CD_I297354,Karl Amon,80,HAW,DEF,903000,115,497000,116,79,88,CD_M20250140509,86,0,8,0,62,35,13,Hawthorn,Adelaide Oval,L,139,2.74768,0.2,0,0,4.17,0.4,0,0,10018.45029,5177.45313,90.13370074,95.99314325,Port Adelaide,away
2025,5,CD_I993903,Jacob Hopper,120,RIC,MID,815000,70,462200,85,118,97,CD_M20250140507,69,20,0,74,0,27,12,Richmond,Barossa Park,L,39,0.408769,0.1,0,0,0.51,0,0,0,10018.45029,5177.45313,81.34990709,89.27169177,Fremantle,home
2025,5,CD_I295342,Jake Lloyd,160,SYD,DEF/MID,833000,76,430300,110,59,75,CD_M20250140502,87,0,2,0,17,32,12,Sydney Swans,Adelaide Oval,L,99,0.907954,0,0,0,4.51,0.4,0,0,10018.45029,5177.45313,83.14659215,83.11036125,Collingwood,away
2025,5,CD_I1006314,Dylan Moore,80,HAW,FWD,799000,100,456100,114,101,88,CD_M20250140509,84,18,0,51,0,35,13,Hawthorn,Adelaide Oval,L,87,6.98155,0.1,0,0,18.45,0,0,0,10018.45029,5177.45313,79.7528537,88.09350631,Port Adelaide,away
2025,5,CD_I297566,James Sicily,80,HAW,DEF,836000,92,509000,126,102,100,CD_M20250140509,93,0,1,0,8,35,13,Hawthorn,Adelaide Oval,L,120,7.0828,1,1,0,10.52,0.1,0,0,10018.45029,5177.45313,83.44603966,98.31088514,Port Adelaide,away
2025,5,CD_I990291,Darcy Cameron,40,COL,RUC,1024000,105,546700,97,119,105,CD_M20250140502,77,27,0,84,0,32,6,Collingwood,Adelaide Oval,W,117,6.75037,0.9,1,0,5.89,2,4,0,10018.45029,5177.45313,102.211417,105.5924576,Sydney Swans,home
2025,5,CD_I998145,Sean Darcy,60,FRE,RUC,774000,102,529400,77,76,57,CD_M20250140507,63,20,0,74,0,27,5,Fremantle,Barossa Park,W,142,0.224687,0.1,0,0,0.84,0,0,0,10018.45029,5177.45313,77.25745778,102.2510464,Richmond,away
2025,5,CD_I1012210,Matt Roberts,160,SYD,DEF,842000,92,470200,105,79,86,CD_M20250140502,83,0,3,0,25,32,12,Sydney Swans,Adelaide Oval,L,125,39.7518,82.3,86,90,43.36,89,84,80,10018.45029,5177.45313,84.04493469,90.81685303,Collingwood,away
2025,5,CD_I1002222,James Worpel,80,HAW,MID,753000,97,470400,93,85,85,CD_M20250140509,69,21,0,60,0,35,13,Hawthorn,Adelaide Oval,L,144,0.214401,0,0,0,1.61,0,0,0,10018.45029,5177.45313,75.1613252,90.85548206,Port Adelaide,away
2025,5,CD_I1000972,Willem Drew,110,PTA,MID,769000,90,431700,116,109,86,CD_M20250140509,86,31,0,89,0,35,7,Port Adelaide,Adelaide Oval,W,99,0.199782,0,0,0,0.29,0,0,0,10018.45029,5177.45313,76.75837859,83.38076447,Hawthorn,home
2025,5,CD_I296294,Blake Acres,30,CAR,MID,788000,91,386900,,,,,,,,,,,,,,,83,0.419597,0,0,0,0.59,0,0,0,10018.45029,5177.45313,78.65487949,74.72786142,,
2025,5,CD_I998133,Jarrod Berry,20,BRL,MID,880000,111,404800,110,68,86,CD_M20250140505,84,0,0,0,0,36,13,Brisbane Lions,Norwood Oval,W,100,0.299944,0,0,0,0.74,0.3,1,0,10018.45029,5177.45313,87.83793649,78.18515973,Western Bulldogs,away
2025,5,CD_I1006058,Bailey Scott,100,NTH,MID,724000,116,357000,,,,,,,,,,,,,,,140,0.260421,0,0,0,0.1,0,0,0,10018.45029,5177.45313,72.26666593,68.95282121,,
2025,5,CD_I298264,Ed Langdon,90,MEL,MID,828000,71,454800,130,119,113,CD_M20250140506,100,0,0,0,0,26,6,Melbourne,Adelaide Oval,L,72,0.205196,0,0,0,0.23,0,0,0,10018.45029,5177.45313,82.64751297,87.84241761,Essendon,home
2025,5,CD_I998102,Andrew McGrath,50,ESS,DEF,769000,109,414000,106,77,81,CD_M20250140506,82,0,1,0,11,26,9,Essendon,Adelaide Oval,W,136,0.40173,0,0,0,0.77,0,0,0,10018.45029,5177.45313,76.75837859,79.96209518,Melbourne,away
2025,5,CD_I1000981,Daniel Rioli,1000,GCS,DEF,808000,98,523600,109,66,56,CD_M20250140504,81,0,0,0,0,36,11,Gold Coast SUNS,Barossa Park,W,84,3.55872,0.5,1,0,2.98,0.7,2,10,10018.45029,5177.45313,80.65119623,101.1308044,North Melbourne,away
