Season,Round,player_id,Player,squad_id,Team,Position,af_cost,sc_cost,minutes_played,SC,AF,matchId,TOG,CBA,KI,CBA_PERC,KI_PERC,TeamCBA,TeamKI,team.name,Opposition,home_status,venue.name,result,sc_OwnershipTotal,sc_OwnershipTop1000,sc_OwnershipTop100,sc_OwnershipTop10,af_OwnershipTotal,af_OwnershipTop1000,af_OwnershipTop100,af_OwnershipTop10,af_magic_number,af_be,sc_magic_number,sc_be,next_opp,af_priced_at,sc_priced_at
2025,20,CD_I992016,Zach Merrett,50,ESS,MID,992000,528700,108,92,115,CD_M20250142005,87,28,0,88,0,32,10,Essendon,Western Bulldogs,home,Marvel Stadium,L,23.6299,31.8,18,0,19.73,59.6,73,70,9755.19364993656,84,4986.87221292529,137,Sydney Swans,101.689421614552,106.018357284087
2025,20,CD_I291790,Adam Treloar,140,WBD,MID,916000,516700,,,,,,,,,,,,,,,,,0.162436,0,0,0,0.79,0,0,0,9755.19364993656,155,4986.87221292529,183,GWS Giants,93.8986997973081,103.612039358214
2025,20,CD_I1012013,Nic Martin,50,ESS,DEF/FWD,941000,469400,,,,,,,,,,,,,,,,,5.35274,0.9,0,0,6.73,0.1,0,0,9755.19364993656,176,4986.87221292529,199,Sydney Swans,96.461437237191,94.1271362003983
2025,20,CD_I993834,Josh Dunkley,20,BRL,MID,1044000,575500,107,88,112,CD_M20250142008,81,21,0,64,0,33,10,Brisbane Lions,Gold Coast Suns,away,People First Stadium,L,17.82,32.6,30,30,15.41,32.1,36,20,9755.19364993656,81,4986.87221292529,129,Collingwood,107.019915489508,115.402997194992
2025,20,CD_I1015507,Nasiah Wanganeen-Milera,130,STK,DEF,1184000,628700,110,162,147,CD_M20250142004,86,18,1,60,9,30,11,St Kilda,Melbourne,home,Marvel Stadium,W,31.0146,67.9,78,90,35.15,93.4,95,100,9755.19364993656,98,4986.87221292529,67,North Melbourne,121.371245152852,126.071006666362
2025,20,CD_I297401,Matt Crouch,10,ADE,MID,870000,460600,,,,,,,,,,,,,,,,,0.143026,0,0,0,0.23,0,0,0,9755.19364993656,131,4986.87221292529,102,Hawthorn,89.1832629079237,92.3625030547581
2025,20,CD_I1020895,Jai Newcombe,80,HAW,MID,743000,438200,58,58,39,CD_M20250142007,48,12,0,48,0,25,7,Hawthorn,Carlton,home,MCG,W,4.76429,0.8,1,0,6.72,0.1,0,0,9755.19364993656,129,4986.87221292529,138,Adelaide,76.1645567133187,87.8707095931285
2025,20,CD_I992242,Jordan Dawson,10,ADE,MID,1038000,583500,94,109,106,CD_M20250142001,71,11,0,41,0,27,5,Adelaide,Port Adelaide,home,Adelaide Oval,W,23.2682,59.9,65,70,44.08,94.1,98,100,9755.19364993656,111,4986.87221292529,154,Hawthorn,106.404858503937,117.007209145574
2025,20,CD_I1009208,Matt Rowell,1000,GCS,MID,1122000,661800,104,143,145,CD_M20250142008,79,23,0,70,0,33,10,Gold Coast Suns,Brisbane Lions,home,People First Stadium,W,17.4164,33.5,38,30,5.46,2.4,6,0,9755.19364993656,82,4986.87221292529,94,Richmond,115.015656301943,132.708433611895
2025,20,CD_I1009420,Caleb Serong,60,FRE,MID,931000,517200,110,105,71,CD_M20250142009,85,29,0,91,0,32,4,Fremantle,West Coast Eagles,home,Optus Stadium,W,28.1199,36,40,40,15.75,8.3,8,10,9755.19364993656,105,4986.87221292529,84,Carlton,95.4363422612379,103.712302605126
2025,20,CD_I293535,Lachie Neale,20,BRL,MID,945000,522600,114,119,124,CD_M20250142008,87,25,0,76,0,33,10,Brisbane Lions,Gold Coast Suns,away,People First Stadium,L,24.4492,25.6,15,0,5.45,0.1,0,0,9755.19364993656,70,4986.87221292529,110,Collingwood,96.8714752275723,104.795145671768
2025,20,CD_I1024272,Colby McKercher,100,NTH,DEF/MID,898000,483100,107,106,104,CD_M20250142003,81,0,9,0,50,32,18,North Melbourne,Geelong Cats,home,Marvel Stadium,L,9.80339,27.4,28,40,18.77,68.7,67,70,9755.19364993656,89,4986.87221292529,127,St Kilda,92.0535288405925,96.8743491657699
2025,20,CD_I998172,Tim Taranto,120,RIC,MID,965000,522700,,,,CD_M20250142006,0,0,0,0,0,24,15,Richmond,Collingwood,home,MCG,L,1.25147,0.5,0,0,3.07,1.2,0,0,9755.19364993656,70,4986.87221292529,43,Gold Coast Suns,98.9216651794786,104.815198321151
2025,20,CD_I297523,Reilly O'Brien,10,ADE,RUC,937000,484700,108,74,103,CD_M20250142001,81,21,0,78,0,27,5,Adelaide,Port Adelaide,home,Adelaide Oval,W,1.33474,0.1,0,0,2.32,0,0,0,9755.19364993656,96,4986.87221292529,128,Hawthorn,96.0513992468097,97.1951915558863
2025,20,CD_I293957,Brodie Grundy,160,SYD,RUC,1210000,736400,104,137,130,CD_M20250142002,81,23,0,85,0,27,12,Sydney Swans,GWS Giants,away,ENGIE Stadium,L,10.5037,40.1,49,70,19.92,78.2,81,80,9755.19364993656,118,4986.87221292529,153,Essendon,124.036492090331,147.667710051072
2025,20,CD_I1006121,Zak Butters,110,PTA,MID,993000,612200,123,124,115,CD_M20250142001,93,19,0,70,0,27,13,Port Adelaide,Adelaide,away,Adelaide Oval,L,29.4766,89,94,100,16.54,68.9,72,70,9755.19364993656,94,4986.87221292529,150,Geelong Cats,101.791931112147,122.762319518287
2025,20,CD_I297373,Marcus Bontempelli,140,WBD,MID,1123000,668500,105,169,146,CD_M20250142005,84,28,0,88,0,32,8,Western Bulldogs,Essendon,away,Marvel Stadium,W,40.7731,96.8,98,100,28.91,90.2,97,100,9755.19364993656,73,4986.87221292529,107,GWS Giants,115.118165799538,134.051961120508
2025,20,CD_I291856,Tom Mitchell,40,COL,MID,865000,410200,90,93,111,CD_M20250142006,77,20,0,83,0,24,9,Collingwood,Richmond,away,MCG,W,0.41835,0,0,0,0.19,0,0,0,9755.19364993656,70,4986.87221292529,68,Brisbane Lions,88.6707154199471,82.2559677660915
2025,20,CD_I1005054,Josh Daicos,40,COL,MID/DEF,994000,578700,101,106,103,CD_M20250142006,86,4,3,17,33,24,9,Collingwood,Richmond,away,MCG,W,9.57506,5,7,10,16.97,30.8,34,50,9755.19364993656,103,4986.87221292529,170,Brisbane Lions,101.894440609743,116.044681975225
2025,20,CD_I994389,Jack Sinclair,130,STK,DEF/MID,969000,516200,110,132,125,CD_M20250142004,86,0,8,0,73,30,11,St Kilda,Melbourne,home,Marvel Stadium,W,44.8973,88.1,84,80,27.87,75.7,82,80,9755.19364993656,74,4986.87221292529,59,North Melbourne,99.3317031698598,103.511776111303
2025,20,CD_I1002267,Luke Davies-Uniacke,100,NTH,MID,746000,427000,111,64,77,CD_M20250142003,84,25,0,78,0,32,18,North Melbourne,Geelong Cats,home,Marvel Stadium,L,3.56083,2.5,0,0,1.6,0.2,0,0,9755.19364993656,88,4986.87221292529,76,St Kilda,76.4720852061047,85.6248128623137
2025,20,CD_I298174,Toby Nankervis,120,RIC,RUC,901000,521700,89,75,80,CD_M20250142006,75,20,0,83,0,24,15,Richmond,Collingwood,home,MCG,L,2.77112,3.4,4,10,2.99,0.9,1,0,9755.19364993656,95,4986.87221292529,135,Gold Coast Suns,92.3610573333784,104.614671827328
2025,20,CD_I1004592,Tim English,140,WBD,RUC,1087000,528600,109,88,101,CD_M20250142005,87,30,0,94,0,32,8,Western Bulldogs,Essendon,away,Marvel Stadium,W,7.847,8.6,9,20,12.56,13.6,20,20,9755.19364993656,122,4986.87221292529,144,GWS Giants,111.427823886107,105.998304634705
2025,20,CD_I1009260,Sam Flanders,1000,GCS,DEF/MID,731000,401700,112,58,59,CD_M20250142008,85,0,0,0,0,33,10,Gold Coast Suns,Brisbane Lions,home,People First Stadium,W,3.01631,1.1,1,10,7.83,4.3,3,0,9755.19364993656,76,4986.87221292529,69,Richmond,74.9344427421749,80.5514925685982
2025,20,CD_I1005521,Oscar McInerney,20,BRL,RUC,670000,323800,76,26,35,CD_M20250142008,57,19,0,58,0,33,10,Brisbane Lions,Gold Coast Suns,away,People First Stadium,L,0.729431,0,0,0,1.22,0,0,0,9755.19364993656,93,4986.87221292529,93,Collingwood,68.6813633888608,64.9304786998061
2025,20,CD_I293222,Rory Laird,10,ADE,MID/DEF,930000,518700,119,106,86,CD_M20250142001,90,0,0,0,0,27,5,Adelaide,Port Adelaide,home,Adelaide Oval,W,2.54381,1.9,0,0,3.45,0.9,1,0,9755.19364993656,99,4986.87221292529,113,Hawthorn,95.3338327636425,104.01309234586
2025,20,CD_I291975,Jarrod Witts,1000,GCS,RUC,940000,536200,112,105,102,CD_M20250142008,85,28,0,85,0,33,10,Gold Coast Suns,Brisbane Lions,home,People First Stadium,W,2.7323,1,1,0,1.9,0,0,0,9755.19364993656,108,4986.87221292529,127,Richmond,96.3589277395957,107.522305987758
2025,20,CD_I294036,George Hewett,30,CAR,MID,877000,533600,88,109,116,CD_M20250142007,73,18,0,72,0,25,7,Carlton,Hawthorn,away,MCG,L,9.68795,8.9,10,20,6.71,2.8,1,0,9755.19364993656,90,4986.87221292529,139,Fremantle,89.9008293910909,107.000937103819
2025,20,CD_I1000980,Lloyd Meek,80,HAW,RUC,996000,551400,101,70,65,CD_M20250142007,83,23,0,92,0,25,7,Hawthorn,Carlton,home,MCG,W,9.94846,4.6,2,10,11.74,2.7,1,0,9755.19364993656,122,4986.87221292529,175,Adelaide,102.099459604933,110.570308693864
2025,20,CD_I1000978,Hugh McCluggage,20,BRL,MID,940000,563200,113,116,86,CD_M20250142008,86,21,0,64,0,33,10,Brisbane Lions,Gold Coast Suns,away,People First Stadium,L,12.0749,5.8,8,10,3.59,1,1,0,9755.19364993656,118,4986.87221292529,110,Collingwood,96.3589277395957,112.936521320972
2025,20,CD_I298539,Isaac Heeney,160,SYD,MID,1042000,594300,108,89,94,CD_M20250142002,84,19,0,70,0,27,12,Sydney Swans,GWS Giants,away,ENGIE Stadium,L,9.08264,17.1,22,30,11.11,10,10,20,9755.19364993656,95,4986.87221292529,72,Essendon,106.814896494318,119.17289527886
2025,20,CD_I992049,Jayden Short,120,RIC,DEF,856000,449400,95,91,99,CD_M20250142006,81,0,3,0,20,24,15,Richmond,Collingwood,home,MCG,L,4.23101,0.2,0,0,8.45,0,0,0,9755.19364993656,90,4986.87221292529,101,Gold Coast Suns,87.7481299415893,90.1166063239433
2025,20,CD_I298272,Touk Miller,1000,GCS,MID,866000,544300,,,,,,,,,,,,,,,,,1.60189,0.4,0,0,0.66,0,0,0,9755.19364993656,123,4986.87221292529,163,Richmond,88.7732249175424,109.146570587722
2025,20,CD_I993817,Darcy Parish,50,ESS,MID,895000,473200,,,,,,,,,,,,,,,,,0.154774,0,0,0,0.13,0,0,0,9755.19364993656,102,4986.87221292529,98,Sydney Swans,91.7460003478065,94.8891368769247
2025,20,CD_I1006126,James Rowbottom,160,SYD,MID,763000,407600,103,54,52,CD_M20250142002,81,16,0,59,0,27,12,Sydney Swans,GWS Giants,away,ENGIE Stadium,L,0.482201,0,0,0,2.01,0,0,0,9755.19364993656,92,4986.87221292529,120,Essendon,78.214746665225,81.7345988821524
2025,20,CD_I1001026,Jordan Ridley,50,ESS,DEF,668000,428800,32,28,33,CD_M20250142005,26,0,2,0,20,32,10,Essendon,Western Bulldogs,home,Marvel Stadium,L,0.387702,0.2,0,0,0.5,0.2,0,0,9755.19364993656,78,4986.87221292529,109,Sydney Swans,68.4763443936701,85.9857605511947
2025,20,CD_I992330,Jordon Sweet,110,PTA,RUC,781000,486200,118,125,91,CD_M20250142001,89,23,0,85,0,27,13,Port Adelaide,Adelaide,away,Adelaide Oval,L,1.7301,0.6,0,0,2.12,0.3,0,0,9755.19364993656,40,4986.87221292529,-33,Geelong Cats,80.0599176219407,97.4959812966205
2025,20,CD_I1006103,Jye Caldwell,50,ESS,MID,1039000,531200,,,,,,,,,,,,,,,,,1.29592,0.1,0,0,0.88,0,0,0,9755.19364993656,120,4986.87221292529,99,Sydney Swans,106.507368001532,106.519673518644
2025,20,CD_I294318,Ollie Wines,110,PTA,MID,877000,491000,107,72,64,CD_M20250142001,81,16,0,59,0,27,13,Port Adelaide,Adelaide,away,Adelaide Oval,L,0.377486,0,0,0,0.45,0,0,0,9755.19364993656,112,4986.87221292529,153,Geelong Cats,89.9008293910909,98.4585084669696
2025,20,CD_I1012014,Chad Warner,160,SYD,MID/FWD,869000,473700,118,106,70,CD_M20250142002,92,11,0,41,0,27,12,Sydney Swans,GWS Giants,away,ENGIE Stadium,L,30.583,66.4,66,60,23.52,48.6,51,20,9755.19364993656,95,4986.87221292529,74,Essendon,89.0807534103283,94.9894001238361
2025,20,CD_I291800,Tom Stewart,70,GEE,DEF,814000,486200,110,67,62,CD_M20250142003,84,0,3,0,43,32,7,Geelong Cats,North Melbourne,away,Marvel Stadium,W,6.53321,7.9,7,0,5.1,1,0,0,9755.19364993656,111,4986.87221292529,154,Port Adelaide,83.4427310425861,97.4959812966205
2025,20,CD_I291902,Jack Viney,90,MEL,MID,929000,464000,106,115,134,CD_M20250142004,83,23,0,77,0,30,6,Melbourne,St Kilda,away,Marvel Stadium,L,0.322829,0,0,0,0.31,0,0,0,9755.19364993656,71,4986.87221292529,74,West Coast Eagles,95.2313232660472,93.0442931337554
2025,20,CD_I1006152,Jordan Clark,60,FRE,DEF,936000,540300,113,71,68,CD_M20250142009,87,0,1,0,25,32,4,Fremantle,West Coast Eagles,home,Optus Stadium,W,14.7419,53.3,58,60,6.81,3.1,2,0,9755.19364993656,123,4986.87221292529,128,Carlton,95.9488897492144,108.344464612431
2025,20,CD_I994295,Dan Houston,40,COL,DEF,625000,383500,95,68,71,CD_M20250142006,80,0,4,0,44,24,9,Collingwood,Richmond,away,MCG,W,5.08099,0.4,1,0,3.08,0,0,0,9755.19364993656,68,4986.87221292529,60,Brisbane Lions,64.0684359970716,76.9019103810241
2025,20,CD_I298210,Christian Petracca,90,MEL,MID/FWD,863000,463800,105,108,84,CD_M20250142004,82,12,0,40,0,30,6,Melbourne,St Kilda,away,Marvel Stadium,L,35.4969,88.3,91,90,31.6,83.4,83,90,9755.19364993656,100,4986.87221292529,82,West Coast Eagles,88.4656964247565,93.0041878349909
2025,20,CD_I1001299,Connor Rozee,110,PTA,MID/DEF,989000,536500,126,94,95,CD_M20250142001,95,14,3,52,23,27,13,Port Adelaide,Adelaide,away,Adelaide Oval,L,32.0587,68.1,72,80,31.21,67.4,58,50,9755.19364993656,125,4986.87221292529,176,Geelong Cats,101.381893121766,107.582463935905
2025,20,CD_I996708,Bailey Dale,140,WBD,DEF,874000,485200,100,97,69,CD_M20250142005,80,1,3,3,38,32,8,Western Bulldogs,Essendon,away,Marvel Stadium,W,20.6069,36.6,28,30,9.23,15.1,8,10,9755.19364993656,101,4986.87221292529,86,GWS Giants,89.5933008983049,97.2954548027977
2025,20,CD_I1023517,Will Ashcroft,20,BRL,MID,934000,515600,114,78,90,CD_M20250142008,86,11,0,33,0,33,10,Brisbane Lions,Gold Coast Suns,away,People First Stadium,L,18.1873,19,18,20,13.8,0.3,0,0,9755.19364993656,89,4986.87221292529,114,Collingwood,95.7438707540238,103.391460215009
2025,20,CD_I996701,Clayton Oliver,90,MEL,MID,825000,449200,98,105,98,CD_M20250142004,76,19,0,63,0,30,6,Melbourne,St Kilda,away,Marvel Stadium,L,14.322,0.6,0,0,15.87,0.1,0,0,9755.19364993656,78,4986.87221292529,64,West Coast Eagles,84.5703355161345,90.0765010251787
2025,20,CD_I1009256,Hayden Young,60,FRE,MID,750000,431200,74,120,98,CD_M20250142009,57,16,0,50,0,32,4,Fremantle,West Coast Eagles,home,Optus Stadium,W,0.219647,0,0,0,0.72,0.3,0,0,9755.19364993656,99,4986.87221292529,84,Carlton,76.8821231964859,86.4670241363693
2025,20,CD_I296347,Josh Kelly,1010,GWS,MID,746000,433100,90,34,25,CD_M20250142002,71,0,0,0,0,27,9,GWS Giants,Sydney Swans,home,ENGIE Stadium,W,0.617054,0,0,0,1.89,0,0,0,9755.19364993656,115,4986.87221292529,158,Western Bulldogs,76.4720852061047,86.8480244746325
2025,20,CD_I1006136,Lachlan Sholl,10,ADE,MID,656000,325000,,,,,,,,,,,,,,,,,0.0745777,0,0,0,0.09,0,0,0,9755.19364993656,124,4986.87221292529,133,Hawthorn,67.2462304225264,65.1711104923933
2025,20,CD_I292128,Elliot Yeo,150,WCE,MID,933000,564700,,,,,,,,,,,,,,,,,0.0480158,0,0,0,0.16,0,0,0,9755.19364993656,96,4986.87221292529,116,Melbourne,95.6413612564285,113.237311061706
2025,20,CD_I997078,Mason Redman,50,ESS,DEF,790000,433200,109,105,92,CD_M20250142005,88,0,3,0,30,32,10,Essendon,Western Bulldogs,home,Marvel Stadium,L,0.390256,0,0,0,0.53,0,0,0,9755.19364993656,71,4986.87221292529,60,Sydney Swans,80.9825031002985,86.8680771240148
2025,20,CD_I295898,Tim Kelly,150,WCE,MID/FWD,539000,327300,99,121,78,CD_M20250142009,76,18,0,56,0,32,18,West Coast Eagles,Fremantle,away,Optus Stadium,L,0.269706,0.4,0,0,0.69,0.6,1,0,9755.19364993656,36,4986.87221292529,14,Melbourne,55.2526192038746,65.6323214281857
2025,20,CD_I1015889,Max Holmes,70,GEE,DEF/MID,1051000,548000,106,130,118,CD_M20250142003,80,25,0,78,0,32,7,Geelong Cats,North Melbourne,away,Marvel Stadium,W,44.2619,73.2,79,60,32.75,80.4,85,90,9755.19364993656,100,4986.87221292529,85,Port Adelaide,107.737481972676,109.888518614866
2025,20,CD_I298268,Liam Duggan,150,WCE,DEF,875000,441700,97,67,50,CD_M20250142009,75,0,1,0,6,32,18,West Coast Eagles,Fremantle,away,Optus Stadium,L,0.340708,0,0,0,0.93,0,0,0,9755.19364993656,105,4986.87221292529,80,Melbourne,89.6958103959002,88.5725523215081
2025,20,CD_I999827,Zac Fisher,100,NTH,DEF,503000,280100,,,,,,,,,,,,,,,,,0.112888,0,0,0,0.23,0,0,0,9755.19364993656,70,4986.87221292529,117,St Kilda,51.5622772904432,56.1674709197519
2025,20,CD_I1005144,Massimo D'Ambrosio,80,HAW,MID,711000,365200,87,93,86,CD_M20250142007,72,0,0,0,0,25,7,Hawthorn,Carlton,home,MCG,W,1.59372,0,0,0,3.85,0,0,0,9755.19364993656,63,4986.87221292529,47,Adelaide,72.8842527902687,73.2322755440679
2025,20,CD_I1008436,Kieren Briggs,1010,GWS,RUC,756000,487400,95,36,61,CD_M20250142002,74,22,0,81,0,27,9,GWS Giants,Sydney Swans,home,ENGIE Stadium,W,1.8154,1.9,0,0,2.35,0.3,0,0,9755.19364993656,85,4986.87221292529,133,Western Bulldogs,77.4971801820578,97.7366130892077
2025,20,CD_I290799,Tom Liberatore,140,WBD,MID,960000,564000,64,93,78,CD_M20250142005,52,7,0,22,0,32,8,Western Bulldogs,Essendon,away,Marvel Stadium,W,17.8552,15.2,10,10,10.06,3.6,3,10,9755.19364993656,106,4986.87221292529,153,GWS Giants,98.409117691502,113.09694251603
2025,20,CD_I998215,Will Setterfield,50,ESS,MID,919000,431200,,,,,,,,,,,,,,,,,0.365737,0,0,0,0.76,0,0,0,9755.19364993656,114,4986.87221292529,110,Sydney Swans,94.2062282900941,86.4670241363693
2025,20,CD_I295518,Sam Docherty,30,CAR,MID/DEF,846000,429800,103,71,75,CD_M20250142007,85,0,1,0,14,25,7,Carlton,Hawthorn,away,MCG,L,0.951632,0.9,1,0,5.15,7.2,3,0,9755.19364993656,110,4986.87221292529,80,Fremantle,86.7230349656361,86.1862870450174
2025,20,CD_I294674,Nick Vlastuin,120,RIC,DEF,825000,482700,104,143,106,CD_M20250142006,89,0,4,0,27,24,15,Richmond,Collingwood,home,MCG,L,1.20755,0,0,0,1.17,0,0,0,9755.19364993656,51,4986.87221292529,31,Gold Coast Suns,84.5703355161345,96.7941385682408
2025,20,CD_I998129,Will Brodie,60,FRE,MID,481000,191800,,,,,,,,,,,,,,,,,0.334578,0,0,0,0.23,0,0,0,9755.19364993656,49,4986.87221292529,39,Carlton,49.3070683433463,38.4609815152032
2025,20,CD_I297354,Karl Amon,80,HAW,DEF,865000,436500,99,49,58,CD_M20250142007,82,0,3,0,43,25,7,Hawthorn,Carlton,home,MCG,W,3.1813,0.2,0,0,3.81,0,0,0,9755.19364993656,107,4986.87221292529,138,Adelaide,88.6707154199471,87.5298145536298
2025,20,CD_I993903,Jacob Hopper,120,RIC,MID,897000,479200,95,81,103,CD_M20250142006,81,20,0,83,0,24,15,Richmond,Collingwood,home,MCG,L,0.755993,0,0,0,0.63,0,0,0,9755.19364993656,64,4986.87221292529,68,Gold Coast Suns,91.9510193429972,96.0922958398612
2025,20,CD_I295342,Jake Lloyd,160,SYD,DEF/MID,883000,427800,118,100,99,CD_M20250142002,92,0,0,0,0,27,12,Sydney Swans,GWS Giants,away,ENGIE Stadium,L,0.987388,0,0,0,4.5,0.2,0,0,9755.19364993656,93,4986.87221292529,83,Essendon,90.5158863766628,85.7852340573719
2025,20,CD_I1006314,Dylan Moore,80,HAW,FWD,894000,432800,107,105,99,CD_M20250142007,89,3,0,12,0,25,7,Hawthorn,Carlton,home,MCG,W,6.27525,1.2,1,0,19.63,13.8,9,0,9755.19364993656,68,4986.87221292529,58,Adelaide,91.6434908502112,86.7878665264857
2025,20,CD_I297566,James Sicily,80,HAW,DEF,703000,450900,101,130,110,CD_M20250142007,83,0,0,0,0,25,7,Hawthorn,Carlton,home,MCG,W,4.29486,2.1,4,10,7.87,0.2,0,0,9755.19364993656,32,4986.87221292529,41,Adelaide,72.0641768095061,90.4173960646774
2025,20,CD_I990291,Darcy Cameron,40,COL,RUC,1008000,561100,88,111,99,CD_M20250142006,75,20,0,83,0,24,9,Collingwood,Richmond,away,MCG,W,12.5669,5.4,6,10,10.68,4.2,3,0,9755.19364993656,111,4986.87221292529,97,Brisbane Lions,103.329573576077,112.515415683944
2025,20,CD_I998145,Sean Darcy,60,FRE,RUC,663000,422400,89,102,61,CD_M20250142009,69,21,0,66,0,32,4,Fremantle,West Coast Eagles,home,Optus Stadium,W,0.689077,0.2,0,0,1.03,0,0,0,9755.19364993656,63,4986.87221292529,45,Carlton,67.9637969056936,84.7023909907291
2025,20,CD_I1012210,Matt Roberts,160,SYD,DEF,701000,369400,102,73,81,CD_M20250142002,80,0,0,0,0,27,12,Sydney Swans,GWS Giants,away,ENGIE Stadium,L,11.8742,1,0,0,15.06,0,0,0,9755.19364993656,68,4986.87221292529,80,Essendon,71.8591578143155,74.0744868181234
