player_id,price
CD_I1006133,668000
CD_I271129,614000
CD_I998529,758000
CD_I1017094,800000
CD_I994386,732000
CD_I1008083,745000
CD_I1002251,881000
CD_I1012862,769000
CD_I296351,652000
CD_I1007881,767000
CD_I295467,732000
CD_I993799,758000
CD_I1017067,771000
CD_I1001195,819000
CD_I1012805,723000
CD_I1000072,763000
CD_I1006013,634000
CD_I1006059,521000
CD_I280109,738000
CD_I996554,785000
CD_I1009399,807000
CD_I1003130,705000
CD_I1011936,811000
CD_I993946,786000
CD_I298290,701000
CD_I250365,769000
CD_I1012829,609000
CD_I999391,665000
CD_I296254,798000
CD_I993993,754000
CD_I1039499,230000
CD_I1000223,805000
CD_I1009191,770000
CD_I1015329,678000
CD_I296422,758000
CD_I992010,729000
CD_I1012825,641000
CD_I1025034,747000
CD_I998114,694000
CD_I1013224,673000
CD_I997142,571000
CD_I295584,762000
CD_I1027702,230000
CD_I1017939,656000
CD_I1015886,230000
CD_I1021660,230000
CD_I1027011,230000
CD_I1035199,230000
CD_I1023270,722000
CD_I1031506,230000
CD_I1013257,675000
CD_I294613,636000
CD_I1002312,709000
CD_I998205,759000
CD_I1011994,683000
CD_I1027901,230000
CD_I295461,727000
CD_I296296,864000
CD_I294472,606000
CD_I991988,589000
CD_I1023495,640000
CD_I1011954,623000
CD_I1017063,656000
CD_I998134,757000
CD_I290778,839000
CD_I297899,674000
CD_I1000864,704000
CD_I1027701,230000
CD_I295067,668000
CD_I1015473,230000
CD_I1011589,586000
CD_I1001396,575000
CD_I295344,751000
CD_I993794,664000
CD_I1017110,577000
CD_I1023492,685000
CD_I1016825,636000
CD_I291776,693000
CD_I990882,579000
CD_I990827,662000
CD_I1012857,755000
CD_I297255,712000
CD_I298524,756000
CD_I1015873,667000
CD_I1013220,441000
CD_I1012819,778000
CD_I1019938,714000
CD_I1002256,649000
CD_I1021031,662000
CD_I1017665,631000
CD_I291313,662000
CD_I1027704,627000
CD_I1028291,230000
CD_I1020057,230000
CD_I296733,704000
CD_I1013268,618000
CD_I298630,724000
CD_I1026960,601000
CD_I1002404,618000
CD_I996765,701000
CD_I291548,668000
CD_I291748,657000
CD_I1020137,656000
CD_I993816,703000
CD_I1017126,778000
CD_I1008541,677000
CD_I1023515,715000
CD_I1006144,546000
CD_I1017065,427000
CD_I997846,619000
CD_I1002235,693000
CD_I1027875,671000
CD_I296355,619000
CD_I998130,668000
CD_I1009226,529000
CD_I990290,602000
CD_I1014026,613000
CD_I993832,665000
CD_I1010174,652000
CD_I291570,613000
CD_I1005053,523000
CD_I1008139,591000
CD_I1029159,232000
CD_I1008855,544000
CD_I295203,632000
CD_I1023743,230000
CD_I1032161,230000
CD_I1015370,669000
CD_I1017051,661000
CD_I294643,783000
CD_I1023482,598000
CD_I1009421,505000
CD_I1017128,443000
CD_I1023346,402000
CD_I1023708,620000
CD_I290826,729000
CD_I1008454,709000
CD_I1020250,435000
CD_I990609,601000
CD_I1005577,687000
CD_I280506,635000
CD_I994385,639000
CD_I1006143,528000
CD_I294596,641000
CD_I1028228,230000
CD_I1009195,523000
CD_I293813,435000
CD_I1006203,613000
CD_I1023167,600000
CD_I993940,628000
CD_I998484,681000
CD_I1009301,640000
CD_I291351,575000
CD_I1023489,230000
CD_I1023785,600000
CD_I992059,708000
CD_I1013409,625000
CD_I1032108,542000
CD_I1022844,230000
CD_I1027834,230000
CD_I293884,676000
CD_I1011981,705000
CD_I290085,625000
CD_I997100,679000
CD_I1024304,230000
CD_I1027006,230000
CD_I1027854,230000
CD_I1000887,605000
CD_I1004848,489000
CD_I993820,656000
CD_I1013974,646000
CD_I1023025,617000
CD_I293801,659000
CD_I996059,651000
CD_I997230,660000
CD_I1005992,604000
CD_I1011803,628000
CD_I1009317,491000
CD_I1000932,399000
CD_I1002227,624000
CD_I293581,593000
CD_I291978,539000
CD_I1013230,604000
CD_I999331,601000
CD_I1023533,394000
CD_I290246,316000
CD_I1031829,719000
CD_I1004095,629000
CD_I1005717,404000
CD_I298280,655000
CD_I1017703,605000
CD_I1013133,490000
CD_I291533,648000
CD_I1012860,464000
CD_I1001017,567000
CD_I294685,624000
CD_I298289,661000
CD_I280744,393000
CD_I1002401,479000
CD_I1023473,569000
CD_I993953,630000
CD_I998647,517000
CD_I298437,609000
CD_I1007102,563000
CD_I1000860,638000
CD_I1001028,455000
CD_I1027821,605000
CD_I996692,471000
CD_I1004364,600000
CD_I1004385,580000
CD_I291720,602000
CD_I290838,550000
CD_I1005988,588000
CD_I1017124,421000
CD_I1008384,638000
CD_I998390,492000
CD_I1015827,543000
CD_I1008123,613000
CD_I1008089,546000
CD_I1017088,498000
CD_I1006148,576000
CD_I290832,424000
CD_I1008154,512000
CD_I294592,486000
CD_I1019916,396000
CD_I1012833,551000
CD_I1004998,550000
CD_I1023537,485000
CD_I1013197,448000
CD_I1023272,588000
CD_I1005330,627000
CD_I1006533,645000
CD_I290757,603000
CD_I993979,498000
CD_I1023680,526000
CD_I1009386,362000
CD_I294469,638000
CD_I1006127,612000
CD_I1004530,557000
CD_I1004985,458000
CD_I1009241,684000
CD_I1020594,508000
CD_I1009410,565000
CD_I1011985,551000
CD_I1021103,431000
CD_I1012386,450000
CD_I1005326,619000
CD_I1002947,578000
CD_I1028566,230000
CD_I290307,485000
CD_I1017118,408000
CD_I1017087,562000
CD_I1024279,494000
CD_I298421,563000
CD_I1018018,515000
CD_I1013532,278000
CD_I1024188,267000
CD_I297456,505000
CD_I998180,638000
CD_I1000998,542000
CD_I1001438,514000
CD_I991930,582000
CD_I291849,602000
CD_I281007,454000
CD_I997501,279000
CD_I1002795,601000
CD_I1017077,421000
CD_I1028539,235000
CD_I1029030,230000
CD_I1032119,230000
CD_I1008312,520000
CD_I999824,381000
CD_I1028531,310000
CD_I1028546,325000
CD_I1020650,562000
CD_I1028485,289000
CD_I1032619,271000
CD_I1021353,580000
CD_I290314,427000
CD_I1013233,411000
CD_I1020670,332000
CD_I297504,490000
CD_I1008239,506000
CD_I996232,583000
CD_I1029456,283000
CD_I1032112,230000
CD_I1029148,230000
CD_I1022452,230000
CD_I1027282,230000
CD_I1028515,334000
CD_I1028554,304000
CD_I1029265,230000
CD_I1028495,337000
CD_I1029281,230000
CD_I1015777,471000
CD_I1012828,468000
CD_I999321,504000
CD_I997033,696000
CD_I1027790,421000
CD_I1007099,536000
CD_I1015781,622000
CD_I1017122,537000
CD_I1015919,230000
CD_I1028519,230000
CD_I1032023,230000
CD_I1024187,230000
CD_I1028520,268000
CD_I1028560,328000
CD_I1004757,544000
CD_I1023640,559000
CD_I1000937,559000
CD_I993917,573000
CD_I999326,574000
CD_I1023681,230000
CD_I1028489,230000
CD_I1032081,230000
CD_I296190,438000
CD_I1020855,230000
CD_I1028514,230000
CD_I1028513,292000
CD_I1012826,324000
CD_I1018987,230000
CD_I1011755,562000
CD_I1027726,230000
CD_I1031989,230000
CD_I298281,576000
CD_I1017095,364000
CD_I1008478,562000
CD_I1008543,427000
CD_I1017751,242000
CD_I1009708,620000
CD_I1002245,624000
CD_I1028491,340000
CD_I1028572,322000
CD_I1022607,331000
CD_I1028496,230000
CD_I1028671,230000
CD_I1022915,437000
CD_I1006135,488000
CD_I992374,460000
CD_I1012218,490000
CD_I1015330,230000
CD_I1022371,230000
CD_I1022601,230000
CD_I1028563,230000
CD_I1003203,665000
CD_I296225,541000
CD_I298111,583000
CD_I1028538,319000
CD_I1029301,316000
CD_I1038801,230000
CD_I1021015,315000
CD_I1017720,586000
CD_I1005986,422000
CD_I1002228,521000
CD_I1027935,606000
CD_I994077,609000
CD_I1009385,301000
CD_I1027058,230000
CD_I1027687,230000
CD_I1029589,277000
CD_I1032922,230000
CD_I990740,670000
CD_I997316,547000
CD_I296291,607000
CD_I1032106,307000
CD_I1017114,459000
CD_I1017396,659000
CD_I1029973,230000
CD_I1006550,495000
CD_I1016433,581000
CD_I1018992,230000
CD_I1028561,230000
CD_I998480,477000
CD_I993480,514000
CD_I1009015,535000
CD_I1013611,496000
CD_I1032042,230000
CD_I1034066,230000
CD_I1008091,499000
CD_I1013165,473000
CD_I1023542,265000
CD_I1020968,449000
CD_I1032100,445000
CD_I1027899,545000
CD_I1028019,445000
CD_I1002282,340000
CD_I1017086,506000
CD_I1032624,230000
CD_I298358,469000
CD_I280824,470000
CD_I1018016,357000
CD_I1002143,556000
CD_I298470,484000
CD_I1017078,452000
CD_I1028562,286000
CD_I1034235,250000
CD_I1036123,230000
CD_I1027284,230000
CD_I1027706,230000
CD_I1028449,295000
CD_I1035129,230000
CD_I1028105,373000
CD_I1005247,528000
CD_I1018122,230000
CD_I1008893,521000
CD_I1022447,230000
CD_I1035372,230000
CD_I1024193,230000
CD_I1029405,230000
CD_I1034411,230000
CD_I1019975,230000
CD_I1023047,230000
CD_I1027155,241000
CD_I1008882,515000
CD_I291848,510000
CD_I1023530,230000
CD_I1029416,421000
CD_I1027966,230000
CD_I1020881,230000
CD_I1027428,230000
CD_I1029261,377000
CD_I1032141,230000
CD_I1013201,394000
CD_I294013,424000
CD_I992048,378000
CD_I997933,404000
CD_I1014038,426000
CD_I291753,549000
CD_I1027949,230000
CD_I1029262,230000
CD_I1022473,230000
CD_I1028643,238000
CD_I1039500,230000
CD_I1023544,230000
CD_I1027985,230000
CD_I1008805,230000
CD_I1027678,230000
CD_I1028526,230000
CD_I1035198,230000
CD_I1039720,230000
CD_I1013996,230000
CD_I1028541,230000
CD_I1029304,230000
CD_I1027406,265000
CD_I1032629,322000
CD_I1005000,458000
CD_I1032114,230000
CD_I1039509,230000
CD_I296269,369000
CD_I1020959,434000
CD_I1020950,230000
CD_I1024057,244000
CD_I1028493,256000
CD_I1002347,533000
CD_I1020072,230000
CD_I1027893,230000
CD_I1024173,230000
CD_I1011583,460000
CD_I1015929,335000
CD_I1031792,230000
CD_I1028371,230000
CD_I1014013,230000
CD_I1027870,230000
CD_I1028529,298000
CD_I1032053,244000
CD_I1028498,301000
CD_I1028525,274000
CD_I1028537,230000
CD_I1024023,300000
CD_I298288,495000
CD_I1017959,230000
CD_I999715,265000
CD_I1020097,230000
CD_I1009551,483000
CD_I293883,408000
CD_I295446,549000
CD_I1013973,501000
CD_I1023486,230000
CD_I1024337,230000
CD_I1004034,517000
CD_I1008224,230000
CD_I1027659,230000
CD_I1028564,230000
CD_I1017057,418000
CD_I1002403,559000
CD_I1021122,230000
CD_I1023275,510000
CD_I1023784,492000
CD_I1019038,449000
CD_I1028521,280000
CD_I1006030,484000
CD_I1027382,230000
CD_I1012873,317000
CD_I1038914,230000
CD_I1015332,420000
CD_I1027673,230000
CD_I1029000,230000
CD_I1029136,230000
CD_I1031913,253000
CD_I296334,361000
CD_I1023625,351000
CD_I1018996,259000
CD_I1022383,230000
CD_I1036103,230000
CD_I1023056,355000
CD_I1023500,465000
CD_I1027925,475000
CD_I294508,511000
CD_I1009229,564000
CD_I1013511,362000
CD_I1008198,467000
CD_I1027693,230000
CD_I1008747,459000
CD_I1018425,337000
CD_I1017700,449000
CD_I1021152,370000
CD_I1023142,323000
CD_I1020979,321000
CD_I1006232,393000
CD_I1006100,505000
CD_I1024096,230000
CD_I1020104,230000
CD_I1032966,478000
CD_I1022999,230000
CD_I1008230,451000
CD_I1010708,364000
CD_I1018335,425000
CD_I1017754,385000
CD_I1011437,407000
CD_I1005199,506000
CD_I1009197,454000
CD_I1013278,324000
CD_I1022410,230000
CD_I1027971,427000
CD_I1013229,421000
CD_I1036098,385000
CD_I1024982,400000
CD_I1024666,437000
CD_I1021108,230000
CD_I1027965,278000
CD_I295222,314000
CD_I1023496,434000
CD_I281078,527000
CD_I1008510,316000
CD_I1020371,464000
CD_I990816,433000
CD_I1027872,230000
CD_I1015323,230000
CD_I1028545,247000
CD_I1030433,313000
CD_I1023487,230000
CD_I1018424,257000
CD_I1016140,230000
CD_I1023144,295000
CD_I1017091,395000
CD_I1016189,315000
CD_I1023494,373000
CD_I1023017,230000
CD_I1017043,297000
CD_I1000068,428000
CD_I1004819,351000
CD_I1016268,430000
CD_I992472,285000
CD_I998782,448000
CD_I1000061,408000
CD_I1028547,262000
CD_I1018433,389000
CD_I1017933,284000
CD_I1012127,290000
CD_I1032650,230000
CD_I1027990,230000
CD_I1009029,488000
CD_I1029065,230000
CD_I1008691,412000
CD_I1018123,354000
CD_I1029158,230000
CD_I293738,384000
CD_I1020668,394000
CD_I1017757,230000
CD_I1024685,230000
CD_I1004995,431000
CD_I1023174,230000
CD_I1029211,230000
CD_I298409,508000
CD_I1012881,316000
CD_I1015862,230000
CD_I1003520,433000
CD_I1006087,252000
CD_I1020586,285000
CD_I1023534,340000
CD_I1012144,399000
CD_I1002220,506000
CD_I997974,371000
CD_I1027921,230000
CD_I1027656,230000
CD_I1032017,230000
CD_I1007591,402000
CD_I991939,378000
CD_I1002138,338000
CD_I1023736,353000
CD_I996743,392000
CD_I1027969,260000
CD_I1027877,300000
CD_I1017718,230000
CD_I1028551,230000
CD_I1009392,230000
CD_I1017059,230000
CD_I1012817,230000
CD_I1020032,230000
CD_I1027033,230000
CD_I1011243,400000
CD_I991773,382000
CD_I1011839,230000
CD_I1022927,230000
CD_I1000958,230000
CD_I1008183,230000
CD_I1011558,230000
CD_I1011950,230000
CD_I1013315,230000
CD_I1017255,421000
CD_I1018323,230000
CD_I1020802,332000
CD_I1021200,302000
CD_I1027713,230000
CD_I1027964,230000
CD_I1039730,230000
CD_I1040300,230000
