player_id,WinAvg
250365,81
260257,66
261224,109
270917,76.5
280109,61
280317,78
280506,72
280744,6
280965,95
281078,38
290085,35
290307,73
290314,59
290757,52.6666666666667
290778,75
290799,125
290838,72
291313,52.6666666666667
291351,70
291548,59.75
291753,50
291783,97
291800,101.5
291849,54.5
291969,56
291975,100
293222,99.3333333333333
293535,90
293738,11.5
293801,56.6666666666667
293813,51
293845,100.5
293871,84
293884,42
293957,82.5
294305,116.333333333333
294318,98
294469,71
294508,63
294592,70
294596,61.6666666666667
294613,42
294643,21
294674,85
295067,13
295136,114
295203,44
295222,43
295340,88.3333333333333
295342,106.5
295344,105.666666666667
295446,48.3333333333333
295467,116.666666666667
295584,66
296205,
296225,89
296254,54.5
296324,117
296347,104.666666666667
296355,57
296420,74
296422,75.6666666666667
296733,68
297354,92.25
297401,91.6666666666667
297456,45.5
297504,86.3333333333333
297523,86.6666666666667
297566,78.25
297899,75.5
298174,123
298211,71.5
298272,98.6666666666667
298288,57.6666666666667
298409,43
298421,95
298437,60.5
298524,59.3333333333333
298539,77.5
990290,44
990291,98.3333333333333
990609,47.5
990740,43.5
990882,54.3333333333333
991773,30
991930,78
991988,70.6666666666667
992010,63
992016,108
992049,85
992128,67
992242,115
992330,75
992351,76.5
992468,113.333333333333
993107,92.3333333333333
993794,72.75
993816,62
993834,116.75
993878,88
993903,81
993917,69.3333333333333
993940,14
993946,101.333333333333
993953,49.5
993979,90
993993,66
993998,81
994077,45.75
994185,55.5
994295,77.3333333333333
994386,83
994389,114.333333333333
996059,59.25
996708,83.5
996765,69
997033,45.5
997078,95
997100,69.5
997142,60
997230,55
997846,28.5
998102,35
998103,68
998114,49
998130,69
998133,91.25
998134,66
998172,89
998180,55
998205,62.3333333333333
998260,73
998390,57.5
998480,55
998484,86
998647,55
998659,89.5
998782,59
999321,71
999326,63
999331,66.3333333333333
1000072,88.3333333333333
1000860,98
1000864,68.5
1000937,81.5
1000963,69
1000972,108
1000978,103
1000980,83.75
1000981,84.6666666666667
1001017,64
1001026,72
1001195,97.6666666666667
1001299,145
1001396,50
1001398,93
1002138,68
1002143,41
1002222,49
1002227,68.6666666666667
1002232,114.5
1002235,58.75
1002251,55
1002253,114
1002264,45
1002267,86
1002312,76.25
1002347,53.5
1002401,50
1002403,59
1002404,68
1002947,110
1003130,75
1003203,50
1004095,0
1004530,53.6666666666667
1004592,86
1004757,51
1004848,15
1004863,83
1004870,121
1004938,97.5
1004965,90
1005000,59.5
1005053,59.25
1005054,94.3333333333333
1005144,68.75
1005247,66.6666666666667
1005326,98
1005521,84.3333333333333
1005577,59
1005992,67
1006013,64
1006028,73
1006058,81
1006096,112
1006103,100
1006126,82
1006127,57
1006130,126.5
1006133,114
1006135,49
1006136,65.6666666666667
1006144,73.3333333333333
1006148,40.3333333333333
1006152,90
1006232,47.5
1006314,70.75
1007102,58.5
1007124,83.5
1007881,50.3333333333333
1008083,73.6666666666667
1008089,45
1008091,61.5
1008123,74
1008139,62.3333333333333
1008198,56
1008224,94.5
1008230,58.5
1008239,85
1008280,92
1008312,39
1008384,90.3333333333333
1008436,52
1008454,55.6666666666667
1008478,42
1008550,91
1008855,59
1008882,30
1009015,46.5
1009029,35
1009191,86
1009199,108.666666666667
1009208,103.666666666667
1009226,95
1009229,104
1009253,94.3333333333333
1009260,94
1009317,43.6666666666667
1009380,49
1009386,72
1009399,88
1009420,110.5
1009421,59.25
1009528,112.5
1009708,39
1010174,103
1011558,53
1011583,55
1011640,62
1011659,98
1011755,57
1011954,67
1011981,81.6666666666667
1011994,73.3333333333333
1012014,85
1012210,86.5
1012817,83
1012819,82.5
1012829,52
1012857,50
1012860,48
1013133,64.5
1013197,64
1013201,43
1013220,82
1013224,56
1013229,30
1013257,53.3333333333333
1013278,27
1013409,66
1013462,122
1013464,103
1013974,39
1014026,9
1014038,46.6666666666667
1015323,30.3333333333333
1015370,57.3333333333333
1015507,101.333333333333
1015781,82
1015810,95
1015862,39.3333333333333
1015889,87
1015919,17
1015929,33
1016433,53
1016825,59.5
1017051,69
1017067,82.25
1017078,90
1017086,55
1017087,49
1017088,65
1017094,50.6666666666667
1017109,113.666666666667
1017110,87
1017114,28
1017124,64.3333333333333
1017126,82
1017396,42
1017665,53.3333333333333
1017754,55
1017939,72.5
1017959,50.3333333333333
1018018,66.5
1018123,34
1018323,22
1018424,55
1019038,37.3333333333333
1019938,108
1020250,61
1020339,31.5
1020586,5
1020594,56.5
1020650,76.3333333333333
1020668,23.5
1020855,58.6666666666667
1020895,95.75
1021015,35
1021103,103
1021152,61
1022607,40.3333333333333
1023056,41
1023144,50
1023261,102.333333333333
1023266,93.6666666666667
1023270,73.6666666666667
1023272,61.6666666666667
1023275,59
1023473,61.75
1023482,80
1023500,73
1023515,94
1023517,94
1023518,102
1023530,34
1023537,20
1023542,40
1023708,67.25
1023736,53
1023784,76.3333333333333
1024023,61.3333333333333
1024057,68
1024272,60
1024982,61.5
1025034,92
1026850,73
1026960,62
1027033,49.3333333333333
1027687,45
1027704,83
1027790,59.6666666666667
1027872,23
1027875,69
1027877,73
1027899,69
1027921,29
1027935,59.5
1028019,55.5
1028491,68
1028495,33
1028513,64
1028521,62
1028525,16
1028529,49
1028538,55.5
1028554,40
1028560,74.5
1028563,60
1029405,29.5
1031829,57
1032119,28
1032966,48
1034235,24.5
1035198,21
1036123,89
